evidence_id,title,authors,year,venue,primary_url,doi,topic,direction_id,screening_depth,reading_basis,sections_checked,method_family,measured_quantity,selection_unit,training_stage_dependency,distinguishes_beneficial_harmful,required_fields,stage1_testability,stage1_implication,method_summary,claim_boundary,evidence_relation,primary_source_verified,verified_at,abstract
OPENALEX_W2966913949,Symmetric Cross Entropy for Robust Learning with Noisy Labels,Yisen Wang; Xingjun Ma; Zaiyi Chen; Yuan Luo; Jinfeng Yi; James Bailey,2019,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1908.06112,https://doi.org/10.48550/arxiv.1908.06112,NOISY_LABEL_HARD_CLEAN,D3_WEAK_DEFECT_GUARD,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,hard-clean and noisy-sample separation,"loss, disagreement, margin, feature distance, or consistency",sample,YES,PARTIAL,sample_loss_or_margin_trajectory;model_disagreement;label,DIRECT_DIAGNOSIS_AND_PILOT,Do not equate extreme hardness with clean value; protect weak defects and quarantine noise-like cases.,"Inspired by the symmetric KL-divergence, we propose the approach of \textbf{Symmetric cross entropy Learning} (SL), boosting CE symmetrically with a noise robust counterpart Reverse Cross Entropy (RCE).",Synthetic label-noise results may not transfer to legitimate rare visual patterns.,CAUTIONS,True,2026-08-07,"Training accurate deep neural networks (DNNs) in the presence of noisy labels is an important and challenging task. Though a number of approaches have been proposed for learning with noisy labels, many open issues remain. In this paper, we show that DNN learning with Cross Entropy (CE) exhibits overfitting to noisy labels on some classes (""easy"" classes), but more surprisingly, it also suffers from significant under learning on some other classes (""hard"" classes). Intuitively, CE requires an extra term to facilitate learning of hard classes, and more importantly, this term should be noise tolerant, so as to avoid overfitting to noisy labels. Inspired by the symmetric KL-divergence, we propose the approach of \textbf{Symmetric cross entropy Learning} (SL), boosting CE symmetrically with a noise robust counterpart Reverse Cross Entropy (RCE). Our proposed SL approach simultaneously addresses both the under learning and overfitting problem of CE in the presence of noisy labels. We provide a theoretical analysis of SL and also empirically show, on a range of benchmark and real-world datasets, that SL outperforms state-of-the-art methods. We also show that SL can be easily incorporated into existing methods in order to further enhance their performance."
OPENALEX_W2795369038,Iterative Learning with Open-set Noisy Labels,Yisen Wang; Weiyang Liu; Xingjun Ma; James Bailey; Hongyuan Zha; Le Song; Shu‐Tao Xia,2018,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1804.00092,https://doi.org/10.48550/arxiv.1804.00092,NOISY_LABEL_HARD_CLEAN,D3_WEAK_DEFECT_GUARD,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,hard-clean and noisy-sample separation,"loss, disagreement, margin, feature distance, or consistency",sample,YES,PARTIAL,sample_loss_or_margin_trajectory;model_disagreement;label,DIRECT_DIAGNOSIS_AND_PILOT,Do not equate extreme hardness with clean value; protect weak defects and quarantine noise-like cases.,"To address this problem, we propose a novel iterative learning framework for training CNNs on datasets with open-set noisy labels.",Synthetic label-noise results may not transfer to legitimate rare visual patterns.,CAUTIONS,True,2026-08-07,"Large-scale datasets possessing clean label annotations are crucial for training Convolutional Neural Networks (CNNs). However, labeling large-scale data can be very costly and error-prone, and even high-quality datasets are likely to contain noisy (incorrect) labels. Existing works usually employ a closed-set assumption, whereby the samples associated with noisy labels possess a true class contained within the set of known classes in the training data. However, such an assumption is too restrictive for many applications, since samples associated with noisy labels might in fact possess a true class that is not present in the training data. We refer to this more complex scenario as the \textbf{open-set noisy label} problem and show that it is nontrivial in order to make accurate predictions. To address this problem, we propose a novel iterative learning framework for training CNNs on datasets with open-set noisy labels. Our approach detects noisy labels and learns deep discriminative features in an iterative fashion. To benefit from the noisy label detection, we design a Siamese network to encourage clean labels and noisy labels to be dissimilar. A reweighting module is also applied to simultaneously emphasize the learning from clean labels and reduce the effect caused by noisy labels. Experiments on CIFAR-10, ImageNet and real-world noisy (web-search) datasets demonstrate that our proposed model can robustly train CNNs in the presence of a high proportion of open-set as well as closed-set noisy labels."
OPENALEX_W2949157943,Learning from Noisy Labels with Distillation,"Yuncheng Li; Yang, Jianchao; Yale Song; Liangliang Cao; Jiebo Luo; Li-Jia Li",2017,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1703.02391,https://doi.org/10.48550/arxiv.1703.02391,NOISY_LABEL_HARD_CLEAN,D3_WEAK_DEFECT_GUARD,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,hard-clean and noisy-sample separation,"loss, disagreement, margin, feature distance, or consistency",sample,YES,PARTIAL,sample_loss_or_margin_trajectory;model_disagreement;label,DIRECT_DIAGNOSIS_AND_PILOT,Do not equate extreme hardness with clean value; protect weak defects and quarantine noise-like cases.,"In this work, we propose a unified distillation framework to use side information, including a small clean dataset and label relations in knowledge graph, to ""hedge the risk"" of learning from noisy labels.",Synthetic label-noise results may not transfer to legitimate rare visual patterns.,CAUTIONS,True,2026-08-07,"The ability of learning from noisy labels is very useful in many visual recognition tasks, as a vast amount of data with noisy labels are relatively easy to obtain. Traditionally, the label noises have been treated as statistical outliers, and approaches such as importance re-weighting and bootstrap have been proposed to alleviate the problem. According to our observation, the real-world noisy labels exhibit multi-mode characteristics as the true labels, rather than behaving like independent random outliers. In this work, we propose a unified distillation framework to use side information, including a small clean dataset and label relations in knowledge graph, to ""hedge the risk"" of learning from noisy labels. Furthermore, unlike the traditional approaches evaluated based on simulated label noises, we propose a suite of new benchmark datasets, in Sports, Species and Artifacts domains, to evaluate the task of learning from noisy labels in the practical setting. The empirical study demonstrates the effectiveness of our proposed method in all the domains."
OPENALEX_W3120093105,Dynamically Weighted Balanced Loss: Class Imbalanced Learning and Confidence Calibration of Deep Neural Networks,K. Ruwani M. Fernando; Chris P. Tsokos,2021,IEEE Transactions on Neural Networks and Learning Systems,https://doi.org/10.1109/tnnls.2020.3047335,https://doi.org/10.1109/tnnls.2020.3047335,OPERATIONAL_TAIL_AND_CALIBRATION,D7_OPERATIONAL_TAIL,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,"constrained classification, ranking, imbalance, and calibration","raw ranking, constrained error, partial AUC, or calibration",model or prediction set,POST_CHECKPOINT,AT_OUTCOME_LEVEL,raw_predictions;labels;preregistered_constraint,DIRECT,Judge gains on the raw high-recall frontier and keep calibration separate from ranking.,"Many conventional statistical and machine learning classification algorithms are subject to frequency bias, and learning discriminating boundaries between the minority and majority classes could be challenging.",Long-tail or calibration improvements do not automatically improve the FN-constrained frontier.,CONTEXT,True,2026-08-07,"Imbalanced class distribution is an inherent problem in many real-world classification tasks where the minority class is the class of interest. Many conventional statistical and machine learning classification algorithms are subject to frequency bias, and learning discriminating boundaries between the minority and majority classes could be challenging. To address the class distribution imbalance in deep learning, we propose a class rebalancing strategy based on a class-balanced dynamically weighted loss function where weights are assigned based on the class frequency and predicted probability of ground-truth class. The ability of dynamic weighting scheme to self-adapt its weights depending on the prediction scores allows the model to adjust for instances with varying levels of difficulty resulting in gradient updates driven by hard minority class samples. We further show that the proposed loss function is classification calibrated. Experiments conducted on highly imbalanced data across different applications of cyber intrusion detection (CICIDS2017 data set) and medical imaging (ISIC2019 data set) show robust generalization. Theoretical results supported by superior empirical performance provide justification for the validity of the proposed dynamically weighted balanced (DWB) loss function."
OPENALEX_W3176474016,Improving Calibration for Long-Tailed Recognition,Zhisheng Zhong; Jiequan Cui; Shu Liu; Jiaya Jia,2021,nan,https://doi.org/10.1109/cvpr46437.2021.01622,https://doi.org/10.1109/cvpr46437.2021.01622,OPERATIONAL_TAIL_AND_CALIBRATION,D7_OPERATIONAL_TAIL,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,"constrained classification, ranking, imbalance, and calibration","raw ranking, constrained error, partial AUC, or calibration",model or prediction set,POST_CHECKPOINT,AT_OUTCOME_LEVEL,raw_predictions;labels;preregistered_constraint,DIRECT,Judge gains on the raw high-recall frontier and keep calibration separate from ranking.,"Recently, two-stage methods decouple representation learning and classifier learning to improve performance.",Long-tail or calibration improvements do not automatically improve the FN-constrained frontier.,CONTEXT,True,2026-08-07,"Deep neural networks may perform poorly when training datasets are heavily class-imbalanced. Recently, two-stage methods decouple representation learning and classifier learning to improve performance. But there is still the vital issue of miscalibration. To address it, we design two methods to improve calibration and performance in such scenarios. Motivated by the fact that predicted probability distributions of classes are highly related to the numbers of class instances, we propose label-aware smoothing to deal with different degrees of over-confidence for classes and improve classifier learning. For dataset bias between these two stages due to different samplers, we further propose shifted batch normalization in the decoupling framework. Our proposed methods set new records on multiple popular long-tailed recognition benchmark datasets, including CIFAR-10-LT, CIFAR-100-LT, ImageNet-LT, Places-LT, and iNaturalist 2018."
OPENALEX_W3031917044,A Class Imbalance Loss for Imbalanced Object Recognition,Linbin Zhang; Caiguang Zhang; Sinong Quan; Huaxin Xiao; Gangyao Kuang; Li Liu,2020,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,https://doi.org/10.1109/jstars.2020.2995703,https://doi.org/10.1109/jstars.2020.2995703,OPERATIONAL_TAIL_AND_CALIBRATION,D7_OPERATIONAL_TAIL,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,"constrained classification, ranking, imbalance, and calibration","raw ranking, constrained error, partial AUC, or calibration",model or prediction set,POST_CHECKPOINT,AT_OUTCOME_LEVEL,raw_predictions;labels;preregistered_constraint,DIRECT,Judge gains on the raw high-recall frontier and keep calibration separate from ranking.,"Hence, these datasets have a significantly negative impact on the performance of many state-of-the-art methods.",Long-tail or calibration improvements do not automatically improve the FN-constrained frontier.,CONTEXT,True,2026-08-07,"The class imbalance problem exists widely in vision data. In these imbalanced datasets, the majority classes dominate the loss and influence the gradient. Hence, these datasets have a significantly negative impact on the performance of many state-of-the-art methods. In this article, we propose a class imbalance loss (CI loss) to handle this problem. To distinguish imbalanced datasets in accordance with the extent of imbalance, we also define an imbalance degree that works as a decision index factor in the CI loss. Because the minority classes with fewer samples probably lose chances in descending the gradient in the training process, CI loss is introduced to make these minority classes descend further than the majority classes. In view of the imbalanced distribution of data in few-shot learning, a method for generating an imbalanced few-shot learning dataset is presented in this article. We conducted a large number of experiments in the MiniImageNet dataset, which showed the effectiveness of an algorithm for model-agnostic metalearning for rapid adaptation with CI loss. In the problem of detecting 15 ship categories, our loss function is transplanted to a rotational region convolutional neural network detection method and a cascade network architecture and achieves higher mean average precision than focal loss and cross-entropy loss. In addition, the Mixed National Institute of Standards and Technology dataset and the Moving and Stationary Target Acquisition and Recognition dataset are sampled to imbalance datasets to verify the effectiveness of CI loss."
OPENALEX_W3108509290,A Neural Network Approach for Online Nonlinear Neyman-Pearson Classification,Başarbatu Can; Hüseyin Özkan,2020,IEEE Access,https://doi.org/10.1109/access.2020.3039724,https://doi.org/10.1109/access.2020.3039724,OPERATIONAL_TAIL_AND_CALIBRATION,D7_OPERATIONAL_TAIL,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,"constrained classification, ranking, imbalance, and calibration","raw ranking, constrained error, partial AUC, or calibration",model or prediction set,POST_CHECKPOINT,AT_OUTCOME_LEVEL,raw_predictions;labels;preregistered_constraint,DIRECT,Judge gains on the raw high-recall frontier and keep calibration separate from ranking.,We propose a novel Neyman-Pearson (NP) classifier that is both online and nonlinear as the first time in the literature.,Long-tail or calibration improvements do not automatically improve the FN-constrained frontier.,CONTEXT,True,2026-08-07,"We propose a novel Neyman-Pearson (NP) classifier that is both online and nonlinear as the first time in the literature. The proposed classifier operates on a binary labeled data stream in an online manner, and maximizes the detection power about a user-specified and controllable false positive rate. Our NP classifier is a single hidden layer feedforward neural network (SLFN), which is initialized with random Fourier features (RFFs) to construct the kernel space of the radial basis function at its hidden layer with sinusoidal activation. Not only does this use of RFFs provide an excellent initialization with great nonlinear modeling capability, but it also exponentially reduces the parameter complexity and compactifies the network to mitigate overfitting while improving the processing efficiency substantially. We sequentially learn the SLFN with stochastic gradient descent updates based on a Lagrangian NP objective. As a result, we obtain an expedited online adaptation and powerful nonlinear Neyman-Pearson modeling. Our algorithm is appropriate for large scale data applications and provides a decent false positive rate controllability with real time processing since it only has $O(N)$ computational and $O(1)$ space complexity ($N$ : number of data instances). In our extensive set of experiments on several real datasets, our algorithm is highly superior over the competing state-of-the-art techniques, either by outperforming in terms of the NP classification objective with a comparable computational as well as space complexity or by achieving a comparable performance with significantly lower complexity."
OPENALEX_W2996480032,Calibration: the Achilles heel of predictive analytics,On behalf of Topic Group ‘Evaluating diagnostic tests and prediction models’ of the STRATOS initiative; Ben Van Calster; David J. McLernon; Maarten van Smeden; Laure Wynants; Ewout W. Steyerberg,2019,BMC Medicine,https://doi.org/10.1186/s12916-019-1466-7,https://doi.org/10.1186/s12916-019-1466-7,OPERATIONAL_TAIL_AND_CALIBRATION,D7_OPERATIONAL_TAIL,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,"constrained classification, ranking, imbalance, and calibration","raw ranking, constrained error, partial AUC, or calibration",model or prediction set,POST_CHECKPOINT,AT_OUTCOME_LEVEL,raw_predictions;labels;preregistered_constraint,DIRECT,Judge gains on the raw high-recall frontier and keep calibration separate from ranking.,BACKGROUND: The assessment of calibration performance of risk prediction models based on regression or more flexible machine learning algorithms receives little attention.,Long-tail or calibration improvements do not automatically improve the FN-constrained frontier.,CONTEXT,True,2026-08-07,"BACKGROUND: The assessment of calibration performance of risk prediction models based on regression or more flexible machine learning algorithms receives little attention. MAIN TEXT: Herein, we argue that this needs to change immediately because poorly calibrated algorithms can be misleading and potentially harmful for clinical decision-making. We summarize how to avoid poor calibration at algorithm development and how to assess calibration at algorithm validation, emphasizing balance between model complexity and the available sample size. At external validation, calibration curves require sufficiently large samples. Algorithm updating should be considered for appropriate support of clinical practice. CONCLUSION: Efforts are required to avoid poor calibration when developing prediction models, to evaluate calibration when validating models, and to update models when indicated. The ultimate aim is to optimize the utility of predictive analytics for shared decision-making and patient counseling."
OPENALEX_W4396680518,Relational Experience Replay: Continual Learning by Adaptively Tuning Task-Wise Relationship,Quanziang Wang; Renzhen Wang; Yuexiang Li; Dong Wei; Hong Wang; Kai Ma; Yefeng Zheng; Deyu Meng,2024,IEEE Transactions on Multimedia,https://doi.org/10.1109/tmm.2024.3397048,https://doi.org/10.1109/tmm.2024.3397048,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,"Till now,rehearsal-basedmethods, keeping a small part of data from old tasks as a memory buffer, have shown good performance in mitigating catastrophic forgetting for previously learned knowledge.",Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"Continual learning is a promising machine learning paradigm to learn new tasks while retaining previously learned knowledge over streaming training data. Till now,rehearsal-basedmethods, keeping a small part of data from old tasks as a memory buffer, have shown good performance in mitigating catastrophic forgetting for previously learned knowledge. However, most of these methods typically treat each new task equally, which may not adequately consider the relationship or similarity between old and new tasks. Furthermore, these methods commonly neglect sample importance in the continual training process and result in sub-optimal performance on certain tasks. To address this challenging problem, we propose Relational Experience Replay (RER), a bi-level learning framework, to adaptively tune task-wise relationships and sample importance within each task to achieve a better ‘stability’ and ‘plasticity’ trade-off. As such, the proposed method is capable of accumulating new knowledge while consolidating previously learned old knowledge during continual learning. Extensive experiments conducted on three benchmark image datasets (CIFAR-10, CIFAR-100, and Tiny ImageNet) and two text datasets (20News and DBpedia) show that the proposed method can consistently improve the performance of all baselines and surpass current state-of-the-art methods."
OPENALEX_W4378464768,Continual Learning with Strong Experience Replay,"Tao Zhuo; Zhiyong Cheng; Zan Gao; Fan, Hehe; Kankanhalli, Mohan",2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2305.13622,https://doi.org/10.48550/arxiv.2305.13622,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,"To address this issue, we propose a CL method with Strong Experience Replay (SER), which additionally utilizes future experiences mimicked on the current training data, besides distilling past experience from the memory buffer.",Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"Continual Learning (CL) aims at incrementally learning new tasks without forgetting the knowledge acquired from old ones. Experience Replay (ER) is a simple and effective rehearsal-based strategy, which optimizes the model with current training data and a subset of old samples stored in a memory buffer. To further reduce forgetting, recent approaches extend ER with various techniques, such as model regularization and memory sampling. However, the prediction consistency between the new model and the old one on current training data has been seldom explored, resulting in less knowledge preserved when few previous samples are available. To address this issue, we propose a CL method with Strong Experience Replay (SER), which additionally utilizes future experiences mimicked on the current training data, besides distilling past experience from the memory buffer. In our method, the updated model will produce approximate outputs as its original ones, which can effectively preserve the acquired knowledge. Experimental results on multiple image classification datasets show that our SER method surpasses the state-of-the-art methods by a noticeable margin."
OPENALEX_W4383473212,RanPAC: Random Projections and Pre-trained Models for Continual Learning,Mark D. McDonnell; Dong Gong; Amin Parveneh; Ehsan Abbasnejad; Anton van den Hengel,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2307.02251,https://doi.org/10.48550/arxiv.2307.02251,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,"Several CL methods based on pre-trained models have been explored, either utilizing pre-extracted features directly (which makes bridging distribution gaps challenging) or incorporating adaptors (which may be subject to forgetting).",Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"Continual learning (CL) aims to incrementally learn different tasks (such as classification) in a non-stationary data stream without forgetting old ones. Most CL works focus on tackling catastrophic forgetting under a learning-from-scratch paradigm. However, with the increasing prominence of foundation models, pre-trained models equipped with informative representations have become available for various downstream requirements. Several CL methods based on pre-trained models have been explored, either utilizing pre-extracted features directly (which makes bridging distribution gaps challenging) or incorporating adaptors (which may be subject to forgetting). In this paper, we propose a concise and effective approach for CL with pre-trained models. Given that forgetting occurs during parameter updating, we contemplate an alternative approach that exploits training-free random projectors and class-prototype accumulation, which thus bypasses the issue. Specifically, we inject a frozen Random Projection layer with nonlinear activation between the pre-trained model's feature representations and output head, which captures interactions between features with expanded dimensionality, providing enhanced linear separability for class-prototype-based CL. We also demonstrate the importance of decorrelating the class-prototypes to reduce the distribution disparity when using pre-trained representations. These techniques prove to be effective and circumvent the problem of forgetting for both class- and domain-incremental continual learning. Compared to previous methods applied to pre-trained ViT-B/16 models, we reduce final error rates by between 20% and 62% on seven class-incremental benchmarks, despite not using any rehearsal memory. We conclude that the full potential of pre-trained models for simple, effective, and fast CL has not hitherto been fully tapped. Code is at github.com/RanPAC/RanPAC."
OPENALEX_W4312905681,Learning Bayesian Sparse Networks with Full Experience Replay for Continual Learning,Qingsen Yan; Dong Gong; Yuhang Liu; Anton van den Hengel; Qinfeng Shi,2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),https://doi.org/10.1109/cvpr52688.2022.00021,https://doi.org/10.1109/cvpr52688.2022.00021,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,Continual Learning (CL) methods aim to enable machine learning models to learn new tasks without catastrophic forgetting of those that have been previously mastered.,Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"Continual Learning (CL) methods aim to enable machine learning models to learn new tasks without catastrophic forgetting of those that have been previously mastered. Existing CL approaches often keep a buffer of previously-seen samples, perform knowledge distillation, or use regularization techniques towards this goal. Despite their performance, they still suffer from interference across tasks which leads to catastrophic forgetting. To ameliorate this problem, we propose to only activate and select sparse neurons for learning current and past tasks at any stage. More parameters space and model capacity can thus be reserved for the future tasks. This minimizes the interference between parameters for different tasks. To do so, we propose a Sparse neural Network for Continual Learning (SNCL), which employs variational Bayesian sparsity priors on the activations of the neurons in all layers. Full Experience Replay (FER) provides effective supervision in learning the sparse activations of the neurons in different layers. A loss-aware reservoir-sampling strategy is developed to maintain the memory buffer. The proposed method is agnostic as to the network structures and the task boundaries. Experiments on different datasets show that SNCL achieves state-of-the-art result for mitigating forgetting."
OPENALEX_W4306294989,Task-Free Continual Learning via Online Discrepancy Distance Learning,Fei Ye; Adrian G. Borş,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2210.06579,https://doi.org/10.48550/arxiv.2210.06579,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,"Although recently some methods have been proposed for TFCL, they lack theoretical guarantees.",Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"Learning from non-stationary data streams, also called Task-Free Continual Learning (TFCL) remains challenging due to the absence of explicit task information. Although recently some methods have been proposed for TFCL, they lack theoretical guarantees. Moreover, forgetting analysis during TFCL was not studied theoretically before. This paper develops a new theoretical analysis framework which provides generalization bounds based on the discrepancy distance between the visited samples and the entire information made available for training the model. This analysis gives new insights into the forgetting behaviour in classification tasks. Inspired by this theoretical model, we propose a new approach enabled by the dynamic component expansion mechanism for a mixture model, namely the Online Discrepancy Distance Learning (ODDL). ODDL estimates the discrepancy between the probabilistic representation of the current memory buffer and the already accumulated knowledge and uses it as the expansion signal to ensure a compact network architecture with optimal performance. We then propose a new sample selection approach that selectively stores the most relevant samples into the memory buffer through the discrepancy-based measure, further improving the performance. We perform several TFCL experiments with the proposed methodology, which demonstrate that the proposed approach achieves the state of the art performance."
OPENALEX_W3172301219,Online Coreset Selection for Rehearsal-based Continual Learning,Jaehong Yoon; Divyam Madaan; Eunho Yang; Sung Ju Hwang,2021,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2106.01085,https://doi.org/10.48550/arxiv.2106.01085,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,"To tackle this problem, we propose Online Coreset Selection (OCS), a simple yet effective method that selects the most representative and informative coreset at each iteration and trains them in an online manner.",Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"A dataset is a shred of crucial evidence to describe a task. However, each data point in the dataset does not have the same potential, as some of the data points can be more representative or informative than others. This unequal importance among the data points may have a large impact in rehearsal-based continual learning, where we store a subset of the training examples (coreset) to be replayed later to alleviate catastrophic forgetting. In continual learning, the quality of the samples stored in the coreset directly affects the model's effectiveness and efficiency. The coreset selection problem becomes even more important under realistic settings, such as imbalanced continual learning or noisy data scenarios. To tackle this problem, we propose Online Coreset Selection (OCS), a simple yet effective method that selects the most representative and informative coreset at each iteration and trains them in an online manner. Our proposed method maximizes the model's adaptation to a current dataset while selecting high-affinity samples to past tasks, which directly inhibits catastrophic forgetting. We validate the effectiveness of our coreset selection mechanism over various standard, imbalanced, and noisy datasets against strong continual learning baselines, demonstrating that it improves task adaptation and prevents catastrophic forgetting in a sample-efficient manner."
OPENALEX_W4206834333,Prioritized Experience Replay for Continual Learning,Guannan Hu; Wu Zhang; Wenhao Zhu,2021,nan,https://doi.org/10.1109/iccia52886.2021.00011,https://doi.org/10.1109/iccia52886.2021.00011,REPLAY_AND_SCHEDULING,D2_DYNAMIC_REPLAY,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,experience replay and replay scheduling,"replay composition, interference, retention, or schedule","sample, task, or replay buffer",YES,PARTIAL,replay_schedule;realized_exposure;checkpoint_outcome,NEXT_CAMPAIGN,Compare continuous and decayed exposure with a fixed selection and paired seeds.,"To improve the efficiency of old experiences and keep memory small, we introduce prioritized experience replay, which uses a feature margin and classification margin to prioritize representative experiences.",Continual-learning forgetting differs from same-task tail trade-offs in Stage1.,SUPPORTS,True,2026-08-07,"Humans can learn and accumulate knowledge throughout their lifespan. Similarly, the paradigm of continual learning in artificial intelligence requires that the machine learning model preserve consolidated knowledge if a new task is adapted. However, to overcome catastrophic forgetting, a destructive issue in continual learning, memory-based approaches, replaying old experiences with experience drawn from new tasks or constraining old experiences, need a considerable memory to prevent them from decreasing consolidated knowledge, which is inefficient. To improve the efficiency of old experiences and keep memory small, we introduce prioritized experience replay, which uses a feature margin and classification margin to prioritize representative experiences. The feature margin is a cosine between original experience and average experience, and the classification margin is the correctness of the model to select experience. Experimental results show that prioritized experiences have a positive impact on alleviating catastrophic forgetting, and replaying prioritized experiences stored in a tiny reservoir, relieves overfitting and outperforms state-of-the-art continual learning approaches in a training pass."
