dataset_name,model,ratio_id,source_rel_path,rebuilt_rel_path,source_exists,p_abnormal,heuristic_group
yolo11x_gate2_hn02,yolo11x,hn02,train/Normal/00169695.png,train/Normal/00169695_hn1.png,1,0.012672,污渍
yolo11x_gate2_hn02,yolo11x,hn02,train/Normal/00485135.png,train/Normal/00485135_hn1.png,1,0.012314,污渍
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00323059.png,train/Normal/00323059_hn1.png,1,0.203491,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00022588.png,train/Normal/00022588_hn1.png,1,0.095093,水膜
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00021678.png,train/Normal/00021678_hn1.png,1,0.087036,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00394189.png,train/Normal/00394189_hn1.png,1,0.081787,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00350271.png,train/Normal/00350271_hn1.png,1,0.053406,反光
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00449921.png,train/Normal/00449921_hn1.png,1,0.040314,污渍
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00491918.png,train/Normal/00491918_hn1.png,1,0.039276,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00335362.png,train/Normal/00335362_hn1.png,1,0.034821,污渍
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00314262.png,train/Normal/00314262_hn1.png,1,0.032196,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00464987.png,train/Normal/00464987_hn1.png,1,0.031799,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00313867.png,train/Normal/00313867_hn1.png,1,0.028656,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00462963.png,train/Normal/00462963_hn1.png,1,0.023331,反光
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00317919.png,train/Normal/00317919_hn1.png,1,0.022888,污渍
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00415850.png,train/Normal/00415850_hn1.png,1,0.022079,阴影
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00345686.png,train/Normal/00345686_hn1.png,1,0.02121,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00342738.png,train/Normal/00342738_hn1.png,1,0.020569,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00347487.png,train/Normal/00347487_hn1.png,1,0.020416,污渍
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00467510.png,train/Normal/00467510_hn1.png,1,0.015839,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00282092.png,train/Normal/00282092_hn1.png,1,0.014557,污渍
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00335278.png,train/Normal/00335278_hn1.png,1,0.014114,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00169695.png,train/Normal/00169695_hn1.png,1,0.012672,污渍
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00485135.png,train/Normal/00485135_hn1.png,1,0.012314,污渍
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00395151.png,train/Normal/00395151_hn1.png,1,0.012238,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00365215.png,train/Normal/00365215_hn1.png,1,0.011826,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00281638.png,train/Normal/00281638_hn1.png,1,0.011375,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00018926.png,train/Normal/00018926_hn1.png,1,0.010986,水膜
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00021272.png,train/Normal/00021272_hn1.png,1,0.010345,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00292889.png,train/Normal/00292889_hn1.png,1,0.00988,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00337016.png,train/Normal/00337016_hn1.png,1,0.009636,阴影
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00445458.png,train/Normal/00445458_hn1.png,1,0.009338,污渍
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00335256.png,train/Normal/00335256_hn1.png,1,0.009323,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00405834.png,train/Normal/00405834_hn1.png,1,0.009216,反光
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00312268.png,train/Normal/00312268_hn1.png,1,0.008728,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00407075.png,train/Normal/00407075_hn1.png,1,0.008171,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00022239.png,train/Normal/00022239_hn1.png,1,0.007874,水膜
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00268507.png,train/Normal/00268507_hn1.png,1,0.007771,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00313362.png,train/Normal/00313362_hn1.png,1,0.007668,污渍
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00321463.png,train/Normal/00321463_hn1.png,1,0.007359,反光
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00392081.png,train/Normal/00392081_hn1.png,1,0.007065,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00022521.png,train/Normal/00022521_hn1.png,1,0.006706,其他
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00314643.png,train/Normal/00314643_hn1.png,1,0.00668,污渍
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00318080.png,train/Normal/00318080_hn1.png,1,0.006668,水膜
yolo11x_gate2_hn04,yolo11x,hn04,train/Normal/00331791.png,train/Normal/00331791_hn1.png,1,0.006565,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00323059.png,train/Normal/00323059_hn1.png,1,0.203491,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00022588.png,train/Normal/00022588_hn1.png,1,0.095093,水膜
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00021678.png,train/Normal/00021678_hn1.png,1,0.087036,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00394189.png,train/Normal/00394189_hn1.png,1,0.081787,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00350271.png,train/Normal/00350271_hn1.png,1,0.053406,反光
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00449921.png,train/Normal/00449921_hn1.png,1,0.040314,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00491918.png,train/Normal/00491918_hn1.png,1,0.039276,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00335362.png,train/Normal/00335362_hn1.png,1,0.034821,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00314262.png,train/Normal/00314262_hn1.png,1,0.032196,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00464987.png,train/Normal/00464987_hn1.png,1,0.031799,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00313867.png,train/Normal/00313867_hn1.png,1,0.028656,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00462963.png,train/Normal/00462963_hn1.png,1,0.023331,反光
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00317919.png,train/Normal/00317919_hn1.png,1,0.022888,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00415850.png,train/Normal/00415850_hn1.png,1,0.022079,阴影
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00345686.png,train/Normal/00345686_hn1.png,1,0.02121,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00342738.png,train/Normal/00342738_hn1.png,1,0.020569,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00347487.png,train/Normal/00347487_hn1.png,1,0.020416,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00467510.png,train/Normal/00467510_hn1.png,1,0.015839,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00282092.png,train/Normal/00282092_hn1.png,1,0.014557,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00335278.png,train/Normal/00335278_hn1.png,1,0.014114,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00169695.png,train/Normal/00169695_hn1.png,1,0.012672,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00485135.png,train/Normal/00485135_hn1.png,1,0.012314,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00395151.png,train/Normal/00395151_hn1.png,1,0.012238,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00365215.png,train/Normal/00365215_hn1.png,1,0.011826,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00281638.png,train/Normal/00281638_hn1.png,1,0.011375,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00018926.png,train/Normal/00018926_hn1.png,1,0.010986,水膜
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00021272.png,train/Normal/00021272_hn1.png,1,0.010345,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00292889.png,train/Normal/00292889_hn1.png,1,0.00988,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00337016.png,train/Normal/00337016_hn1.png,1,0.009636,阴影
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00445458.png,train/Normal/00445458_hn1.png,1,0.009338,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00335256.png,train/Normal/00335256_hn1.png,1,0.009323,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00405834.png,train/Normal/00405834_hn1.png,1,0.009216,反光
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00312268.png,train/Normal/00312268_hn1.png,1,0.008728,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00407075.png,train/Normal/00407075_hn1.png,1,0.008171,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00022239.png,train/Normal/00022239_hn1.png,1,0.007874,水膜
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00268507.png,train/Normal/00268507_hn1.png,1,0.007771,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00313362.png,train/Normal/00313362_hn1.png,1,0.007668,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00321463.png,train/Normal/00321463_hn1.png,1,0.007359,反光
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00392081.png,train/Normal/00392081_hn1.png,1,0.007065,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00022521.png,train/Normal/00022521_hn1.png,1,0.006706,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00314643.png,train/Normal/00314643_hn1.png,1,0.00668,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00318080.png,train/Normal/00318080_hn1.png,1,0.006668,水膜
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00331791.png,train/Normal/00331791_hn1.png,1,0.006565,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00291201.png,train/Normal/00291201_hn1.png,1,0.0065,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00415399.png,train/Normal/00415399_hn1.png,1,0.006439,反光
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00341812.png,train/Normal/00341812_hn1.png,1,0.006084,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00354090.png,train/Normal/00354090_hn1.png,1,0.00605,反光
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00414877.png,train/Normal/00414877_hn1.png,1,0.005833,反光
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00005039.png,train/Normal/00005039_hn1.png,1,0.005577,反光
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00317310.png,train/Normal/00317310_hn1.png,1,0.005512,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00359446.png,train/Normal/00359446_hn1.png,1,0.005352,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00002861.png,train/Normal/00002861_hn1.png,1,0.005249,水膜
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00497028.png,train/Normal/00497028_hn1.png,1,0.00515,反光
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00315400.png,train/Normal/00315400_hn1.png,1,0.005119,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00001120.png,train/Normal/00001120_hn1.png,1,0.004822,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00357240.png,train/Normal/00357240_hn1.png,1,0.004719,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00415416.png,train/Normal/00415416_hn1.png,1,0.004528,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00509544.png,train/Normal/00509544_hn1.png,1,0.004505,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00479528.png,train/Normal/00479528_hn1.png,1,0.004459,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00137177.png,train/Normal/00137177_hn1.png,1,0.004444,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00271718.png,train/Normal/00271718_hn1.png,1,0.004322,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00447983.png,train/Normal/00447983_hn1.png,1,0.004288,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00013447.png,train/Normal/00013447_hn1.png,1,0.004101,其他
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00371191.png,train/Normal/00371191_hn1.png,1,0.003998,污渍
yolo11x_gate2_hn06,yolo11x,hn06,train/Normal/00312330.png,train/Normal/00312330_hn1.png,1,0.003885,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00323059.png,train/Normal/00323059_hn1.png,1,0.203491,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00022588.png,train/Normal/00022588_hn1.png,1,0.095093,水膜
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00021678.png,train/Normal/00021678_hn1.png,1,0.087036,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00394189.png,train/Normal/00394189_hn1.png,1,0.081787,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00350271.png,train/Normal/00350271_hn1.png,1,0.053406,反光
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00449921.png,train/Normal/00449921_hn1.png,1,0.040314,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00491918.png,train/Normal/00491918_hn1.png,1,0.039276,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00335362.png,train/Normal/00335362_hn1.png,1,0.034821,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00314262.png,train/Normal/00314262_hn1.png,1,0.032196,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00464987.png,train/Normal/00464987_hn1.png,1,0.031799,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00313867.png,train/Normal/00313867_hn1.png,1,0.028656,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00462963.png,train/Normal/00462963_hn1.png,1,0.023331,反光
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00317919.png,train/Normal/00317919_hn1.png,1,0.022888,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00415850.png,train/Normal/00415850_hn1.png,1,0.022079,阴影
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00345686.png,train/Normal/00345686_hn1.png,1,0.02121,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00342738.png,train/Normal/00342738_hn1.png,1,0.020569,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00347487.png,train/Normal/00347487_hn1.png,1,0.020416,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00467510.png,train/Normal/00467510_hn1.png,1,0.015839,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00282092.png,train/Normal/00282092_hn1.png,1,0.014557,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00335278.png,train/Normal/00335278_hn1.png,1,0.014114,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00169695.png,train/Normal/00169695_hn1.png,1,0.012672,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00485135.png,train/Normal/00485135_hn1.png,1,0.012314,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00395151.png,train/Normal/00395151_hn1.png,1,0.012238,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00365215.png,train/Normal/00365215_hn1.png,1,0.011826,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00281638.png,train/Normal/00281638_hn1.png,1,0.011375,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00018926.png,train/Normal/00018926_hn1.png,1,0.010986,水膜
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00021272.png,train/Normal/00021272_hn1.png,1,0.010345,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00292889.png,train/Normal/00292889_hn1.png,1,0.00988,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00337016.png,train/Normal/00337016_hn1.png,1,0.009636,阴影
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00445458.png,train/Normal/00445458_hn1.png,1,0.009338,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00335256.png,train/Normal/00335256_hn1.png,1,0.009323,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00405834.png,train/Normal/00405834_hn1.png,1,0.009216,反光
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00312268.png,train/Normal/00312268_hn1.png,1,0.008728,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00407075.png,train/Normal/00407075_hn1.png,1,0.008171,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00022239.png,train/Normal/00022239_hn1.png,1,0.007874,水膜
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00268507.png,train/Normal/00268507_hn1.png,1,0.007771,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00313362.png,train/Normal/00313362_hn1.png,1,0.007668,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00321463.png,train/Normal/00321463_hn1.png,1,0.007359,反光
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00392081.png,train/Normal/00392081_hn1.png,1,0.007065,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00022521.png,train/Normal/00022521_hn1.png,1,0.006706,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00314643.png,train/Normal/00314643_hn1.png,1,0.00668,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00318080.png,train/Normal/00318080_hn1.png,1,0.006668,水膜
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00331791.png,train/Normal/00331791_hn1.png,1,0.006565,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00291201.png,train/Normal/00291201_hn1.png,1,0.0065,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00415399.png,train/Normal/00415399_hn1.png,1,0.006439,反光
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00341812.png,train/Normal/00341812_hn1.png,1,0.006084,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00354090.png,train/Normal/00354090_hn1.png,1,0.00605,反光
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00414877.png,train/Normal/00414877_hn1.png,1,0.005833,反光
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00005039.png,train/Normal/00005039_hn1.png,1,0.005577,反光
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00317310.png,train/Normal/00317310_hn1.png,1,0.005512,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00359446.png,train/Normal/00359446_hn1.png,1,0.005352,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00002861.png,train/Normal/00002861_hn1.png,1,0.005249,水膜
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00497028.png,train/Normal/00497028_hn1.png,1,0.00515,反光
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00315400.png,train/Normal/00315400_hn1.png,1,0.005119,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00001120.png,train/Normal/00001120_hn1.png,1,0.004822,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00357240.png,train/Normal/00357240_hn1.png,1,0.004719,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00415416.png,train/Normal/00415416_hn1.png,1,0.004528,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00509544.png,train/Normal/00509544_hn1.png,1,0.004505,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00479528.png,train/Normal/00479528_hn1.png,1,0.004459,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00137177.png,train/Normal/00137177_hn1.png,1,0.004444,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00271718.png,train/Normal/00271718_hn1.png,1,0.004322,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00447983.png,train/Normal/00447983_hn1.png,1,0.004288,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00013447.png,train/Normal/00013447_hn1.png,1,0.004101,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00371191.png,train/Normal/00371191_hn1.png,1,0.003998,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00312330.png,train/Normal/00312330_hn1.png,1,0.003885,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00448134.png,train/Normal/00448134_hn1.png,1,0.003885,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00267490.png,train/Normal/00267490_hn1.png,1,0.003832,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00451302.png,train/Normal/00451302_hn1.png,1,0.00378,反光
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00277841.png,train/Normal/00277841_hn1.png,1,0.00375,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00331052.png,train/Normal/00331052_hn1.png,1,0.003443,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00439640.png,train/Normal/00439640_hn1.png,1,0.003403,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00346391.png,train/Normal/00346391_hn1.png,1,0.003279,反光
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00462714.png,train/Normal/00462714_hn1.png,1,0.003216,反光
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00144313.png,train/Normal/00144313_hn1.png,1,0.003147,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00452804.png,train/Normal/00452804_hn1.png,1,0.00313,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00160245.png,train/Normal/00160245_hn1.png,1,0.003111,反光
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00375408.png,train/Normal/00375408_hn1.png,1,0.003105,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00040866.png,train/Normal/00040866_hn1.png,1,0.003088,反光
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00319182.png,train/Normal/00319182_hn1.png,1,0.003069,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00321003.png,train/Normal/00321003_hn1.png,1,0.003035,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00375812.png,train/Normal/00375812_hn1.png,1,0.002958,阴影
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00412770.png,train/Normal/00412770_hn1.png,1,0.002958,反光
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00446817.png,train/Normal/00446817_hn1.png,1,0.002861,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00463730.png,train/Normal/00463730_hn1.png,1,0.002846,污渍
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00337268.png,train/Normal/00337268_hn1.png,1,0.00284,其他
yolo11x_gate2_hn08,yolo11x,hn08,train/Normal/00282179.png,train/Normal/00282179_hn1.png,1,0.002811,污渍
yolo11x_gate2_hn10,yolo11x,hn10,train/Normal/00323059.png,train/Normal/00323059_hn1.png,1,0.203491,其他
yolo11x_gate2_hn10,yolo11x,hn10,train/Normal/00022588.png,train/Normal/00022588_hn1.png,1,0.095093,水膜
yolo11x_gate2_hn10,yolo11x,hn10,train/Normal/00021678.png,train/Normal/00021678_hn1.png,1,0.087036,其他
yolo11x_gate2_hn10,yolo11x,hn10,train/Normal/00394189.png,train/Normal/00394189_hn1.png,1,0.081787,其他
yolo11x_gate2_hn10,yolo11x,hn10,train/Normal/00350271.png,train/Normal/00350271_hn1.png,1,0.053406,反光
yolo11x_gate2_hn10,yolo11x,hn10,train/Normal/00449921.png,train/Normal/00449921_hn1.png,1,0.040314,污渍
