run_slot,triad_id,condition_slot,phase,method,budget,guard_ratio,arm,training_seed,rows,unique_samples,overlap_count,overlap_rate,jaccard,forced_overlap_count,effective_unique_contrast,max_abs_smd,fallback_L0,fallback_L1,fallback_L2,fallback_L3,fallback_L4_forced_overlap,fallback_counts_json,fold_total_variation,bucket_total_variation
RUN_138,TRIAD_046,A16,A,GapResidual-Strict,3000,0.0,R2,1829910790,3000,3000,2718.0,0.906,0.8281535648994516,2718.0,0.0939999999999999,0.0999270832714809,278,1,3,0,2718,"{""L0"": 278, ""L1"": 1, ""L2"": 3, ""L4_FORCED_OVERLAP"": 2718}",0.0183333333333333,0.0176666666666666
RUN_139,TRIAD_047,A16,A,GapResidual-Strict,3000,0.0,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_140,TRIAD_047,A16,A,GapResidual-Strict,3000,0.0,R1,1385197443,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_141,TRIAD_047,A16,A,GapResidual-Strict,3000,0.0,R2,1385197443,3000,3000,2729.0,0.9096666666666666,0.8343014368694589,2729.0,0.0903333333333333,0.0999336237913118,268,0,3,0,2729,"{""L0"": 268, ""L2"": 3, ""L4_FORCED_OVERLAP"": 2729}",0.0183333333333333,0.0176666666666666
RUN_142,TRIAD_048,A16,A,GapResidual-Strict,3000,0.0,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_143,TRIAD_048,A16,A,GapResidual-Strict,3000,0.0,R1,1343723075,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_144,TRIAD_048,A16,A,GapResidual-Strict,3000,0.0,R2,1343723075,3000,3000,2728.0,0.9093333333333332,0.8337408312958435,2728.0,0.0906666666666666,0.0992770527554074,268,0,4,0,2728,"{""L0"": 268, ""L2"": 4, ""L4_FORCED_OVERLAP"": 2728}",0.0146666666666666,0.0156666666666666
RUN_145,TRIAD_049,A17,A,WindowEarlyLate40,3000,0.0,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_146,TRIAD_049,A17,A,WindowEarlyLate40,3000,0.0,R1,1829910790,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_147,TRIAD_049,A17,A,WindowEarlyLate40,3000,0.0,R2,1829910790,3000,3000,2771.0,0.9236666666666666,0.8581604211830288,2771.0,0.0763333333333333,0.0998540901207477,221,6,2,0,2771,"{""L0"": 221, ""L1"": 6, ""L2"": 2, ""L4_FORCED_OVERLAP"": 2771}",0.0073333333333333,0.014
RUN_148,TRIAD_050,A17,A,WindowEarlyLate40,3000,0.0,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_149,TRIAD_050,A17,A,WindowEarlyLate40,3000,0.0,R1,1385197443,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_150,TRIAD_050,A17,A,WindowEarlyLate40,3000,0.0,R2,1385197443,3000,3000,2772.0,0.924,0.8587360594795539,2772.0,0.0759999999999999,0.0999855766823317,220,4,4,0,2772,"{""L0"": 220, ""L1"": 4, ""L2"": 4, ""L4_FORCED_OVERLAP"": 2772}",0.0106666666666666,0.019
RUN_151,TRIAD_051,A17,A,WindowEarlyLate40,3000,0.0,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_152,TRIAD_051,A17,A,WindowEarlyLate40,3000,0.0,R1,1343723075,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_153,TRIAD_051,A17,A,WindowEarlyLate40,3000,0.0,R2,1343723075,3000,3000,2787.0,0.929,0.8674136321195145,2787.0,0.0709999999999999,0.0993611356700158,208,3,2,0,2787,"{""L0"": 208, ""L1"": 3, ""L2"": 2, ""L4_FORCED_OVERLAP"": 2787}",0.009,0.0123333333333333
RUN_154,TRIAD_052,A18,A,GapCritical-Global-B6000,6000,0.0,T,1829910790,6000,6000,,,,,,,0,0,0,0,0,{},,
RUN_155,TRIAD_052,A18,A,GapCritical-Global-B6000,6000,0.0,R1,1829910790,6000,6000,0.0,,,,,,0,0,0,0,0,{},,
RUN_156,TRIAD_052,A18,A,GapCritical-Global-B6000,6000,0.0,R2,1829910790,6000,6000,5392.0,0.8986666666666666,0.8159806295399515,5392.0,0.1013333333333333,0.0999867216480729,499,29,47,33,5392,"{""L0"": 499, ""L1"": 29, ""L2"": 47, ""L3"": 33, ""L4_FORCED_OVERLAP"": 5392}",0.0234999999999999,0.0443333333333333
RUN_157,TRIAD_053,A18,A,GapCritical-Global-B6000,6000,0.0,T,1385197443,6000,6000,,,,,,,0,0,0,0,0,{},,
RUN_158,TRIAD_053,A18,A,GapCritical-Global-B6000,6000,0.0,R1,1385197443,6000,6000,0.0,,,,,,0,0,0,0,0,{},,
RUN_159,TRIAD_053,A18,A,GapCritical-Global-B6000,6000,0.0,R2,1385197443,6000,6000,5329.0,0.8881666666666667,0.7988307600059961,5329.0,0.1118333333333333,0.0999068852602781,555,36,51,29,5329,"{""L0"": 555, ""L1"": 36, ""L2"": 51, ""L3"": 29, ""L4_FORCED_OVERLAP"": 5329}",0.0204999999999999,0.0461666666666666
RUN_160,TRIAD_054,A18,A,GapCritical-Global-B6000,6000,0.0,T,1343723075,6000,6000,,,,,,,0,0,0,0,0,{},,
RUN_161,TRIAD_054,A18,A,GapCritical-Global-B6000,6000,0.0,R1,1343723075,6000,6000,0.0,,,,,,0,0,0,0,0,{},,
RUN_162,TRIAD_054,A18,A,GapCritical-Global-B6000,6000,0.0,R2,1343723075,6000,6000,5391.0,0.8985,0.8157058556513844,5391.0,0.1015,0.0998630936843021,505,30,45,29,5391,"{""L0"": 505, ""L1"": 30, ""L2"": 45, ""L3"": 29, ""L4_FORCED_OVERLAP"": 5391}",0.0213333333333333,0.0406666666666666
RUN_163,TRIAD_055,A19,A,GapCritical-Strict-TimeMatched,3000,0.0,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_164,TRIAD_055,A19,A,GapCritical-Strict-TimeMatched,3000,0.0,R1,1829910790,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_165,TRIAD_055,A19,A,GapCritical-Strict-TimeMatched,3000,0.0,R2,1829910790,3000,3000,2769.0,0.923,0.8570102135561746,2769.0,0.0769999999999999,0.0999855811404191,231,0,0,0,2769,"{""L0"": 231, ""L4_FORCED_OVERLAP"": 2769}",0.0123333333333333,0.006
RUN_166,TRIAD_056,A19,A,GapCritical-Strict-TimeMatched,3000,0.0,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_167,TRIAD_056,A19,A,GapCritical-Strict-TimeMatched,3000,0.0,R1,1385197443,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_168,TRIAD_056,A19,A,GapCritical-Strict-TimeMatched,3000,0.0,R2,1385197443,3000,3000,2791.0,0.9303333333333332,0.869741352446245,2791.0,0.0696666666666666,0.0999593628260802,209,0,0,0,2791,"{""L0"": 209, ""L4_FORCED_OVERLAP"": 2791}",0.0116666666666666,0.0063333333333333
RUN_169,TRIAD_057,A19,A,GapCritical-Strict-TimeMatched,3000,0.0,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_170,TRIAD_057,A19,A,GapCritical-Strict-TimeMatched,3000,0.0,R1,1343723075,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_171,TRIAD_057,A19,A,GapCritical-Strict-TimeMatched,3000,0.0,R2,1343723075,3000,3000,2760.0,0.92,0.8518518518518519,2760.0,0.0799999999999999,0.0998752952666767,240,0,0,0,2760,"{""L0"": 240, ""L4_FORCED_OVERLAP"": 2760}",0.0099999999999999,0.0083333333333333
RUN_172,TRIAD_058,B01,B,LowConfidence-Defect,3000,0.1,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_173,TRIAD_058,B01,B,LowConfidence-Defect,3000,0.1,R1,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_174,TRIAD_058,B01,B,LowConfidence-Defect,3000,0.1,R2,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_175,TRIAD_059,B01,B,LowConfidence-Defect,3000,0.1,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_176,TRIAD_059,B01,B,LowConfidence-Defect,3000,0.1,R1,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_177,TRIAD_059,B01,B,LowConfidence-Defect,3000,0.1,R2,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_178,TRIAD_060,B01,B,LowConfidence-Defect,3000,0.1,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_179,TRIAD_060,B01,B,LowConfidence-Defect,3000,0.1,R1,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_180,TRIAD_060,B01,B,LowConfidence-Defect,3000,0.1,R2,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_181,TRIAD_061,B02,B,Persistent-FN,3000,0.1,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_182,TRIAD_061,B02,B,Persistent-FN,3000,0.1,R1,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_183,TRIAD_061,B02,B,Persistent-FN,3000,0.1,R2,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_184,TRIAD_062,B02,B,Persistent-FN,3000,0.1,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_185,TRIAD_062,B02,B,Persistent-FN,3000,0.1,R1,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_186,TRIAD_062,B02,B,Persistent-FN,3000,0.1,R2,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_187,TRIAD_063,B02,B,Persistent-FN,3000,0.1,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_188,TRIAD_063,B02,B,Persistent-FN,3000,0.1,R1,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_189,TRIAD_063,B02,B,Persistent-FN,3000,0.1,R2,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_190,TRIAD_064,B03,B,GapGuard-Raw,3000,0.05,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_191,TRIAD_064,B03,B,GapGuard-Raw,3000,0.05,R1,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_192,TRIAD_064,B03,B,GapGuard-Raw,3000,0.05,R2,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_193,TRIAD_065,B03,B,GapGuard-Raw,3000,0.05,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_194,TRIAD_065,B03,B,GapGuard-Raw,3000,0.05,R1,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_195,TRIAD_065,B03,B,GapGuard-Raw,3000,0.05,R2,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_196,TRIAD_066,B03,B,GapGuard-Raw,3000,0.05,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_197,TRIAD_066,B03,B,GapGuard-Raw,3000,0.05,R1,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_198,TRIAD_066,B03,B,GapGuard-Raw,3000,0.05,R2,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_199,TRIAD_067,B04,B,GapGuard-Raw,3000,0.1,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_200,TRIAD_067,B04,B,GapGuard-Raw,3000,0.1,R1,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_201,TRIAD_067,B04,B,GapGuard-Raw,3000,0.1,R2,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_202,TRIAD_068,B04,B,GapGuard-Raw,3000,0.1,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_203,TRIAD_068,B04,B,GapGuard-Raw,3000,0.1,R1,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_204,TRIAD_068,B04,B,GapGuard-Raw,3000,0.1,R2,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_205,TRIAD_069,B04,B,GapGuard-Raw,3000,0.1,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_206,TRIAD_069,B04,B,GapGuard-Raw,3000,0.1,R1,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_207,TRIAD_069,B04,B,GapGuard-Raw,3000,0.1,R2,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_208,TRIAD_070,B05,B,GapGuard-Raw,3000,0.2,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_209,TRIAD_070,B05,B,GapGuard-Raw,3000,0.2,R1,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_210,TRIAD_070,B05,B,GapGuard-Raw,3000,0.2,R2,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_211,TRIAD_071,B05,B,GapGuard-Raw,3000,0.2,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_212,TRIAD_071,B05,B,GapGuard-Raw,3000,0.2,R1,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_213,TRIAD_071,B05,B,GapGuard-Raw,3000,0.2,R2,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_214,TRIAD_072,B05,B,GapGuard-Raw,3000,0.2,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_215,TRIAD_072,B05,B,GapGuard-Raw,3000,0.2,R1,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_216,TRIAD_072,B05,B,GapGuard-Raw,3000,0.2,R2,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_217,TRIAD_073,B06,B,GapGuard-ClassStrat,3000,0.1,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_218,TRIAD_073,B06,B,GapGuard-ClassStrat,3000,0.1,R1,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_219,TRIAD_073,B06,B,GapGuard-ClassStrat,3000,0.1,R2,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_220,TRIAD_074,B06,B,GapGuard-ClassStrat,3000,0.1,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_221,TRIAD_074,B06,B,GapGuard-ClassStrat,3000,0.1,R1,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_222,TRIAD_074,B06,B,GapGuard-ClassStrat,3000,0.1,R2,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_223,TRIAD_075,B06,B,GapGuard-ClassStrat,3000,0.1,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_224,TRIAD_075,B06,B,GapGuard-ClassStrat,3000,0.1,R1,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_225,TRIAD_075,B06,B,GapGuard-ClassStrat,3000,0.1,R2,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_226,TRIAD_076,A02,C,GapCritical-Strict,3000,0.0,T,440790218,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_227,TRIAD_076,A02,C,GapCritical-Strict,3000,0.0,R1,440790218,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_228,TRIAD_076,A02,C,GapCritical-Strict,3000,0.0,R2,440790218,3000,3000,2746.0,0.9153333333333332,0.8438844499078058,2746.0,0.0846666666666666,0.099962360571218,242,11,0,1,2746,"{""L0"": 242, ""L1"": 11, ""L3"": 1, ""L4_FORCED_OVERLAP"": 2746}",0.011,0.019
RUN_229,TRIAD_077,A02,C,GapCritical-Strict,3000,0.0,T,1625332720,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_230,TRIAD_077,A02,C,GapCritical-Strict,3000,0.0,R1,1625332720,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_231,TRIAD_077,A02,C,GapCritical-Strict,3000,0.0,R2,1625332720,3000,3000,2742.0,0.914,0.8416206261510129,2742.0,0.0859999999999999,0.099528747792461,247,11,0,0,2742,"{""L0"": 247, ""L1"": 11, ""L4_FORCED_OVERLAP"": 2742}",0.0116666666666666,0.0216666666666666
RUN_232,TRIAD_078,A02,C,GapCritical-Strict,3000,0.0,T,1024521099,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_233,TRIAD_078,A02,C,GapCritical-Strict,3000,0.0,R1,1024521099,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_234,TRIAD_078,A02,C,GapCritical-Strict,3000,0.0,R2,1024521099,3000,3000,2748.0,0.916,0.8450184501845018,2748.0,0.0839999999999999,0.0997712819968734,242,9,0,1,2748,"{""L0"": 242, ""L1"": 9, ""L3"": 1, ""L4_FORCED_OVERLAP"": 2748}",0.0133333333333333,0.0186666666666666
RUN_235,TRIAD_079,A02,C,GapCritical-Strict,3000,0.0,T,216172108,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_236,TRIAD_079,A02,C,GapCritical-Strict,3000,0.0,R1,216172108,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_237,TRIAD_079,A02,C,GapCritical-Strict,3000,0.0,R2,216172108,3000,3000,2759.0,0.9196666666666666,0.8512804689910521,2759.0,0.0803333333333333,0.0997188022571037,232,9,0,0,2759,"{""L0"": 232, ""L1"": 9, ""L4_FORCED_OVERLAP"": 2759}",0.0139999999999999,0.0166666666666666
RUN_238,TRIAD_080,A02,C,GapCritical-Strict,3000,0.0,T,53303004,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_239,TRIAD_080,A02,C,GapCritical-Strict,3000,0.0,R1,53303004,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_240,TRIAD_080,A02,C,GapCritical-Strict,3000,0.0,R2,53303004,3000,3000,2748.0,0.916,0.8450184501845018,2748.0,0.0839999999999999,0.0999274725407079,244,8,0,0,2748,"{""L0"": 244, ""L1"": 8, ""L4_FORCED_OVERLAP"": 2748}",0.012,0.0206666666666666
