run_slot,completed_epochs,expected_steps_per_epoch,optimizer_steps_total,loss_finite,best_top1_epoch,best_top1,final_top1,final_train_loss,final_val_loss,last_window_epochs,last_window_top1_mean,last_window_top1_std,last_window_val_loss_mean,last_window_val_loss_std,last_window_val_loss_slope,top1_normalized_auc
RUN_036,200,961,192200,True,190,0.94592,0.94467,0.02837,0.25576,20,0.9447839999999996,0.0006952510338,0.2326315,0.0127118681848892,0.0021636315789473,0.9295864321608042
RUN_037,200,943,188600,True,193,0.94617,0.94538,0.029,0.25498,20,0.9452815,0.000713829636538,0.2309034999999999,0.0141931685239765,0.0024526541353383,0.9282062562814072
RUN_038,200,943,188600,True,187,0.94558,0.94479,0.02922,0.25893,20,0.9448,0.0002740437921208,0.2322695,0.0155114352898111,0.0026832255639097,0.9276734170854272
RUN_039,200,943,188600,True,197,0.94496,0.94483,0.02876,0.25652,20,0.9440185,0.0004820920555246,0.2322595,0.0137678028294277,0.002378954887218,0.9274814572864324
RUN_040,200,943,188600,True,198,0.94567,0.94508,0.02821,0.26128,20,0.944738,0.0005718006645676,0.2362135,0.014902797145167,0.0025807593984962,0.9279559798994974
RUN_041,200,943,188600,True,200,0.94337,0.94337,0.02925,0.26289,20,0.942748,0.0003381508539099,0.2398949999999999,0.0140491293324533,0.0024346165413533,0.9273350251256282
RUN_042,200,943,188600,True,200,0.94604,0.94604,0.02879,0.25434,20,0.944779,0.0009614983099309,0.2312564999999999,0.012993564281982,0.0022380225563909,0.9279127386934676
RUN_043,200,943,188600,True,197,0.94508,0.94471,0.02817,0.25993,20,0.9444945,0.0004307258408779,0.2359494999999999,0.0143887197050328,0.0024898872180451,0.9276688442211056
RUN_044,200,943,188600,True,200,0.94404,0.94404,0.02899,0.26308,20,0.942929,0.0007519966755245,0.2376405,0.0145653364104643,0.0025224436090225,0.9276618341708542
RUN_045,200,943,188600,True,200,0.9445,0.9445,0.02898,0.26278,20,0.9438705,0.0003838941911516,0.2355215,0.0166937710763625,0.0028893157894736,0.9276992211055276
RUN_046,200,961,192200,True,188,0.94596,0.94496,0.0271,0.26872,20,0.9450045,0.0005740424635861,0.2429145,0.0149136559820186,0.0025783383458646,0.9292945728643216
RUN_047,200,961,192200,True,200,0.94496,0.94496,0.03051,0.26505,20,0.943705,0.0006486408867778,0.23806,0.0154908256719905,0.0026778045112781,0.9279616080402012
RUN_048,200,961,192200,True,176,0.9455,0.94446,0.02789,0.26348,20,0.9448115,0.000279897749187,0.2381755,0.0152927543219002,0.0026508345864661,0.9292534924623116
RUN_049,200,961,192200,True,196,0.94446,0.94417,0.02646,0.2703,20,0.9440425,0.0003834693599233,0.2430499999999999,0.0161054155488146,0.002784977443609,0.9285594974874372
RUN_050,200,961,192200,True,200,0.94412,0.94412,0.02981,0.26255,20,0.9428415,0.0005460702793597,0.2360824999999999,0.0153465487569681,0.0026549999999999,0.927113592964824
RUN_051,200,961,192200,True,187,0.944,0.94383,0.02766,0.26638,20,0.9437409999999998,0.0001709356604105,0.2393255,0.0155137627527946,0.0026835413533834,0.9288036683417086
RUN_052,200,961,192200,True,200,0.94542,0.94542,0.02727,0.2666,20,0.9446955,0.0004174023837977,0.241042,0.015158523213031,0.0026237593984962,0.928980025125628
RUN_053,200,961,192200,True,196,0.94533,0.94525,0.02998,0.25897,20,0.94401,0.000885753916164,0.2340519999999999,0.0145292968171209,0.0025133684210526,0.9280322613065328
RUN_054,200,961,192200,True,200,0.94579,0.94579,0.02715,0.26503,20,0.9450535,0.000315931559044,0.239653,0.0149638327643688,0.002587954887218,0.9295534422110552
RUN_055,200,943,188600,True,196,0.94437,0.94433,0.02888,0.25772,20,0.9437685,0.0003911428767087,0.2351219999999999,0.0131184048572987,0.0022685263157894,0.9277745728643216
RUN_056,200,943,188600,True,189,0.94546,0.94521,0.02919,0.25971,20,0.9448205,0.0004891571833265,0.231764,0.0159292891869034,0.0027430526315789,0.928063366834171
RUN_057,200,943,188600,True,197,0.94625,0.94596,0.03117,0.25556,20,0.945395,0.0004370983870938,0.230464,0.0143499377698999,0.0024850676691729,0.9281636180904524
RUN_058,200,943,188600,True,192,0.94538,0.94437,0.02869,0.26324,20,0.9444345,0.000576103072375,0.236132,0.0157578658453484,0.0027243759398496,0.9278312562814072
RUN_059,200,943,188600,True,198,0.94533,0.94508,0.02944,0.25769,20,0.944231,0.0006955278570984,0.234264,0.0134528556076395,0.0023268270676691,0.9275069597989952
RUN_060,200,943,188600,True,199,0.94687,0.94675,0.03026,0.24642,20,0.94585,0.0007248379129157,0.2299555,0.0125479047952237,0.0021636466165413,0.9282683165829144
RUN_061,200,943,188600,True,195,0.94492,0.94463,0.02886,0.26473,20,0.9443335000000002,0.0004207050629598,0.237727,0.015637195112935,0.0027040150375939,0.9278523366834172
RUN_062,200,943,188600,True,197,0.94533,0.94492,0.03101,0.25863,20,0.94459,0.0005096371258061,0.2330905,0.0144071348556886,0.0024791503759398,0.927997663316583
RUN_063,200,943,188600,True,197,0.94467,0.94463,0.02968,0.26018,20,0.9440775,0.0003804717466514,0.233247,0.0153506348728643,0.0026568270676691,0.9284796984924624
RUN_064,200,961,192200,True,194,0.94496,0.94479,0.02793,0.26909,20,0.9444060000000002,0.0004742720738141,0.242841,0.0158045233714908,0.0027378345864661,0.9289220351758792
RUN_065,200,961,192200,True,190,0.94475,0.94437,0.02852,0.25726,20,0.943982,0.000500025999324,0.2320125,0.0147117354091894,0.0025465338345864,0.927609120603015
RUN_066,200,961,192200,True,198,0.94521,0.945,0.02758,0.26501,20,0.9442145,0.0006704436963682,0.2385965,0.0153348538548627,0.0026536766917293,0.9289571356783918
RUN_067,200,961,192200,True,196,0.94625,0.94575,0.02704,0.25956,20,0.945307,0.0005567234501976,0.2356984999999999,0.0140135442608213,0.0024267744360902,0.9288616582914574
RUN_068,200,961,192200,True,196,0.94529,0.94504,0.03018,0.25707,20,0.9443235,0.0007545811752223,0.2337425,0.0134393481519752,0.0023202481203007,0.9279754522613064
RUN_069,200,961,192200,True,190,0.94454,0.94442,0.02728,0.26447,20,0.9438955,0.0005207828242175,0.238815,0.0152125308545291,0.0026336390977443,0.9292250502512562
RUN_070,200,961,192200,True,196,0.94554,0.94538,0.028,0.25767,20,0.9445595,0.0007163342446093,0.235371,0.0132744208536568,0.0023003759398496,0.92918391959799
RUN_071,200,961,192200,True,200,0.94575,0.94575,0.0293,0.24946,20,0.944851,0.0005663029224717,0.2276105,0.0124075849684779,0.0021432706766917,0.927495351758794
RUN_072,200,961,192200,True,186,0.94575,0.94517,0.02731,0.26014,20,0.9452595,0.0002351270932921,0.235085,0.0142605930802333,0.0024641654135338,0.929070351758794
RUN_073,200,943,188600,True,200,0.94596,0.94596,0.03012,0.25472,20,0.944894,0.0006436178990674,0.2313225,0.0139461112411309,0.002415917293233,0.9285034422110552
RUN_074,200,943,188600,True,191,0.94454,0.94425,0.02932,0.25426,20,0.9441645,0.0003605339789811,0.228928,0.0145097879378025,0.0025071127819548,0.92809675879397
RUN_075,200,943,188600,True,199,0.94508,0.94496,0.02942,0.26461,20,0.9440085,0.000569484635438,0.239133,0.0149013493013216,0.0025793233082706,0.92715067839196
RUN_076,200,943,188600,True,200,0.94492,0.94492,0.02787,0.25467,20,0.9439625,0.0007381996681115,0.2297064999999999,0.0140460977766068,0.0024245037593984,0.9282085175879397
RUN_077,200,943,188600,True,196,0.94542,0.94479,0.02965,0.26028,20,0.9445425,0.0005843960557704,0.234731,0.0144786666858519,0.002498992481203,0.927699623115578
RUN_078,200,943,188600,True,200,0.94433,0.94433,0.0288,0.26078,20,0.9432455,0.0006212284201483,0.2348264999999999,0.01475577082873,0.0025501729323308,0.928310351758794
RUN_079,200,943,188600,True,182,0.94446,0.94425,0.02801,0.25794,20,0.9439569999999998,0.000230675096185,0.2330704999999999,0.0146475852873434,0.0025371503759398,0.9286659547738694
RUN_080,200,943,188600,True,194,0.94433,0.94358,0.02905,0.2549,20,0.9432954999999998,0.0006147395790088,0.2293585,0.0144642767793623,0.0025007443609022,0.9274117085427136
RUN_081,200,943,188600,True,200,0.945,0.945,0.02955,0.26259,20,0.9437105,0.0008407465432578,0.2361145,0.0147607169456635,0.0025457518796992,0.9283873869346736
RUN_082,200,961,192200,True,194,0.94579,0.94517,0.02544,0.26665,20,0.944937,0.0004703307346963,0.24165,0.01486823627738,0.0025755789473684,0.929238718592965
RUN_083,200,961,192200,True,200,0.94488,0.94488,0.0307,0.25807,20,0.943967,0.0007502006398291,0.233717,0.0142109099286428,0.0024495187969924,0.9280672361809048
RUN_084,200,961,192200,True,191,0.94475,0.94388,0.02659,0.27187,20,0.9439535,0.0003629225123907,0.2449464999999999,0.0163020793995735,0.0028217218045112,0.9295018090452262
RUN_085,200,961,192200,True,195,0.94437,0.94412,0.02637,0.26645,20,0.943964,0.0002467063031217,0.2413975,0.0153109738014928,0.0026534661654135,0.9295522361809048
RUN_086,200,961,192200,True,191,0.94492,0.94433,0.02961,0.25799,20,0.944136,0.0005524889139159,0.233242,0.0146025263567644,0.0025262406015037,0.9277492211055276
RUN_087,200,961,192200,True,191,0.94517,0.94458,0.02732,0.26895,20,0.944195,0.000563697613974,0.2434459999999999,0.0154621720337085,0.0026772030075187,0.929439648241206
RUN_088,200,961,192200,True,187,0.94271,0.94242,0.02658,0.26739,20,0.9423394999999998,0.0002494488925611,0.240235,0.0155895851452179,0.0026948421052631,0.9285072613065326
RUN_089,200,961,192200,True,187,0.94433,0.94362,0.02851,0.26098,20,0.943856,0.0001965807722031,0.2360115,0.0145202339082399,0.0025131203007518,0.9276876633165828
RUN_090,200,961,192200,True,200,0.9455,0.9455,0.02708,0.27496,20,0.944342,0.0007034315887134,0.2475635,0.0167463235592174,0.0029017518796992,0.9290136180904524
RUN_091,200,943,188600,True,199,0.94583,0.94571,0.02957,0.25658,20,0.944969,0.00064958371285,0.2305425,0.0146880563298892,0.0025373007518796,0.9286592462311558
RUN_092,200,943,188600,True,184,0.9445,0.9445,0.03119,0.25934,20,0.9439225,0.0002842687988506,0.234092,0.0151217213305893,0.0026154736842105,0.9279621859296484
RUN_093,200,943,188600,True,197,0.94546,0.94546,0.02976,0.25857,20,0.9446229999999998,0.0005504552661206,0.2351504999999999,0.013615112366411,0.0023580977443609,0.9285555778894472
RUN_094,200,943,188600,True,200,0.945,0.945,0.02831,0.2592,20,0.94426,0.0005367215292868,0.2339834999999999,0.0145457262709704,0.0025138571428571,0.9285270603015076
RUN_095,200,943,188600,True,198,0.94371,0.94362,0.03015,0.25878,20,0.9428284999999998,0.0007153969178015,0.2341349999999999,0.0148443330938105,0.0025695187969924,0.9274261306532664
RUN_096,200,943,188600,True,190,0.94508,0.94483,0.0285,0.26201,20,0.9445475,0.0004579615158503,0.236527,0.015194513845464,0.0026320751879699,0.9285983668341712
RUN_097,200,943,188600,True,189,0.94479,0.94475,0.02964,0.26217,20,0.944139,0.0004923301737655,0.2372179999999999,0.0145676039896751,0.0025191428571428,0.9278651256281408
RUN_098,200,943,188600,True,197,0.94446,0.94412,0.02905,0.2563,20,0.943722,0.000405457765988,0.231792,0.0141291926874821,0.0024412481203007,0.9283132914572862
RUN_099,200,943,188600,True,197,0.94471,0.94429,0.02885,0.26478,20,0.9441865,0.0004162364111896,0.238721,0.0148146703979535,0.0025622105263157,0.9277137437185928
RUN_100,200,961,192200,True,198,0.94571,0.94567,0.02629,0.26345,20,0.9451810000000002,0.0003902166065148,0.2373399999999999,0.0148594680254711,0.0025727669172932,0.9294516582914572
RUN_101,200,961,192200,True,198,0.94612,0.94612,0.02908,0.24723,20,0.9451245,0.0007170458493011,0.2269675,0.0121271463564187,0.0020992255639097,0.9279155025125626
RUN_102,200,961,192200,True,197,0.94596,0.94567,0.02833,0.26259,20,0.945068,0.0007354223276458,0.2366555,0.0146377950781529,0.0025255864661654,0.9284614824120602
RUN_103,200,961,192200,True,192,0.94542,0.9445,0.02676,0.26124,20,0.9446925000000002,0.0004368509471204,0.2378144999999999,0.0136166197989809,0.002357992481203,0.9299858793969848
RUN_104,200,961,192200,True,197,0.94521,0.94496,0.02936,0.25466,20,0.943875,0.0008634205232677,0.2309515,0.0133872802596345,0.0023098571428571,0.9277581658291456
RUN_105,200,961,192200,True,200,0.94421,0.94421,0.02803,0.2634,20,0.9433315,0.0004268989927371,0.239667,0.0145188085254954,0.0025168721804511,0.9284195477386936
RUN_106,200,961,192200,True,200,0.94483,0.94483,0.02674,0.26042,20,0.9437205,0.0006830334911261,0.2371909999999999,0.0142255129608742,0.0024651578947368,0.9295355025125628
RUN_107,200,961,192200,True,200,0.94404,0.94404,0.03004,0.26001,20,0.942829,0.0007727800463262,0.2339595,0.0146231588499202,0.0025268496240601,0.9280253266331656
RUN_108,200,961,192200,True,198,0.94517,0.945,0.02835,0.25971,20,0.9448255,0.0002357429744446,0.235968,0.0136085952985603,0.0023530526315789,0.9289528643216078
RUN_109,200,961,192200,True,199,0.94433,0.94433,0.03172,0.26063,20,0.9434725000000002,0.0004852821344331,0.235865,0.0149762617164631,0.0025948421052631,0.9273325628140704
RUN_110,200,961,192200,True,188,0.94412,0.94375,0.02984,0.26341,20,0.943646,0.0003192710447253,0.239357,0.0142312016709763,0.0024612781954887,0.9277225879396986
RUN_111,200,961,192200,True,196,0.94529,0.94521,0.02688,0.26194,20,0.944484,0.0005894692528028,0.2365315,0.0150016703319996,0.0025956616541353,0.9293291708542712
RUN_112,200,961,192200,True,200,0.94362,0.94362,0.03112,0.26645,20,0.9431359999999998,0.0002939115513211,0.2390129999999999,0.0158048420112318,0.0027254436090225,0.92669108040201
RUN_113,200,961,192200,True,190,0.94558,0.945,0.02971,0.26016,20,0.944884,0.0005313040560733,0.2334325,0.0154528909512103,0.0026660676691729,0.9281159547738695
RUN_114,200,961,192200,True,197,0.94512,0.94467,0.02725,0.26596,20,0.944446,0.0004387755690555,0.2416029999999999,0.0147635297608668,0.002556947368421,0.9287977889447236
RUN_115,200,961,192200,True,200,0.94542,0.94542,0.02941,0.26079,20,0.9436139999999998,0.0010508777283775,0.237099,0.0145339220102489,0.0025137443609022,0.9268143718592964
RUN_116,200,961,192200,True,196,0.94533,0.94508,0.02988,0.2557,20,0.944315,0.0009300887054469,0.234594,0.0130208326922666,0.0022570375939849,0.9283520854271357
RUN_117,200,961,192200,True,200,0.94567,0.94567,0.02754,0.26454,20,0.9442405,0.0008815524658237,0.2401785,0.0147162703410205,0.0025444436090225,0.9294061306532664
RUN_118,200,961,192200,True,198,0.94567,0.94563,0.027,0.26203,20,0.944865,0.0005220201145549,0.2381599999999999,0.0145623737762769,0.0025240451127819,0.9302424623115576
RUN_119,200,961,192200,True,196,0.94408,0.94379,0.02975,0.25541,20,0.9433085,0.000534071858461,0.2330755,0.0130281677433935,0.0022535413533834,0.9277560552763818
RUN_120,200,961,192200,True,191,0.94563,0.94496,0.02676,0.26964,20,0.9450465,0.0004240197518984,0.243336,0.0155223755913842,0.0026866315789473,0.930920728643216
RUN_121,200,961,192200,True,195,0.94604,0.94579,0.02636,0.26272,20,0.9452775,0.000568989235399,0.2374934999999999,0.0155466952356441,0.0026944586466165,0.9304120351758792
RUN_122,200,961,192200,True,199,0.94538,0.94538,0.02971,0.25556,20,0.9448635,0.0004618687584151,0.229466,0.014516486282844,0.0025018796992481,0.9278454271356784
RUN_123,200,961,192200,True,194,0.94621,0.94579,0.02713,0.26442,20,0.9455664999999998,0.0004965911296026,0.2404169999999999,0.0143010936994343,0.0024782406015037,0.9307179145728642
RUN_124,200,961,192200,True,191,0.945,0.94437,0.02463,0.26301,20,0.944405,0.0003218773058169,0.2376445,0.0142879531336717,0.0024654812030075,0.9300637437185928
RUN_125,200,961,192200,True,195,0.94446,0.94404,0.03107,0.25724,20,0.9433985,0.00065400516053,0.2331535,0.0141961802168752,0.0024528496240601,0.9278152512562816
RUN_126,200,961,192200,True,196,0.94425,0.94396,0.02612,0.26262,20,0.943685,0.0003020678731676,0.2377235,0.0148126625813862,0.0025653458646616,0.9294424120603016
RUN_127,200,961,192200,True,199,0.94696,0.94692,0.0265,0.2689,20,0.945846,0.0007030320049613,0.2421285,0.0163066097871384,0.0028248045112781,0.9307288442211056
RUN_128,200,961,192200,True,197,0.94592,0.94538,0.02923,0.2542,20,0.9447500000000002,0.0006002249578283,0.2316055,0.0131801394055601,0.0022776165413533,0.9281818592964824
RUN_129,200,961,192200,True,181,0.94521,0.94425,0.02795,0.26043,20,0.9448615,0.0002867974023592,0.236017,0.0142472818811168,0.0024656390977443,0.9302159798994974
RUN_130,200,961,192200,True,199,0.94471,0.94467,0.02662,0.26564,20,0.943988,0.0004287260197375,0.2406795,0.0149478498370166,0.0025912255639097,0.9298579899497488
RUN_131,200,961,192200,True,196,0.9465,0.94604,0.03102,0.25149,20,0.945649,0.0006532602850319,0.230122,0.0121767350303765,0.0021011729323308,0.9283185427135678
RUN_132,200,961,192200,True,200,0.94517,0.94517,0.02776,0.2655,20,0.9438965,0.0006420301784184,0.240646,0.0148536882288541,0.0025713533834586,0.9299608040201004
RUN_133,200,961,192200,True,188,0.94525,0.945,0.02828,0.2625,20,0.9446885,0.0003977345220118,0.2388525,0.0148102538381352,0.0025670150375939,0.930126407035176
RUN_134,200,961,192200,True,197,0.94608,0.94575,0.02942,0.26062,20,0.945161,0.0007851044516495,0.236812,0.0140826207078086,0.0024365563909774,0.9282298492462312
RUN_135,200,961,192200,True,183,0.94579,0.94475,0.02727,0.26387,20,0.945246,0.0003120160252294,0.2384089999999999,0.0149119465194856,0.0025758195488721,0.930233542713568
RUN_136,200,961,192200,True,199,0.94608,0.946,0.02874,0.25528,20,0.9452945,0.0005475716848048,0.2336889999999999,0.0125540642423081,0.0021741052631578,0.9290434673366836
RUN_137,200,961,192200,True,200,0.94483,0.94483,0.02975,0.25647,20,0.9440725,0.0003285251131953,0.2319719999999999,0.0138712896300235,0.0023941804511278,0.9284183417085426
RUN_138,200,961,192200,True,200,0.94479,0.94479,0.02801,0.26099,20,0.94377,0.0005837636508039,0.2378959999999999,0.0134400373511385,0.0023243909774436,0.929042914572864
RUN_139,200,961,192200,True,200,0.94533,0.94533,0.02794,0.26253,20,0.9440935,0.0006458039563211,0.237952,0.0146421851511309,0.0025363609022556,0.9294592211055276
RUN_140,200,961,192200,True,199,0.94437,0.94437,0.02845,0.26206,20,0.9435625,0.0004058678972276,0.2351285,0.0159662626418958,0.0027640075187969,0.9273088693467336
RUN_141,200,961,192200,True,185,0.94392,0.94375,0.02823,0.26339,20,0.9435315,0.0001918404284815,0.2403639999999999,0.0142043343385038,0.0024597142857142,0.9288905527638192
RUN_142,200,961,192200,True,199,0.94463,0.94454,0.0293,0.26079,20,0.943842,0.0004026363123216,0.2359315,0.0145351244490716,0.0025124436090225,0.929372487437186
RUN_143,200,961,192200,True,195,0.94496,0.9445,0.03029,0.25584,20,0.944278,0.0004832763184762,0.230933,0.0145890688873553,0.0025238195488721,0.9275541708542716
RUN_144,200,961,192200,True,187,0.94483,0.944,0.02746,0.26937,20,0.9443465,0.0002741764942514,0.243649,0.0152161851000833,0.0026343759398496,0.9286186180904524
RUN_145,200,961,192200,True,180,0.94558,0.94538,0.0253,0.2668,20,0.9451645,0.0002983366387153,0.241357,0.0153623458820585,0.0026614285714285,0.9304899497487438
RUN_146,200,961,192200,True,198,0.94337,0.94308,0.03096,0.25904,20,0.9428035,0.0003269139795114,0.2339525,0.0145895993348001,0.0025222631578947,0.9274155025125628
RUN_147,200,961,192200,True,196,0.94692,0.94633,0.02637,0.26277,20,0.9459295,0.0005078530791478,0.2388644999999999,0.0144129637739779,0.0024982481203007,0.9304763567839196
RUN_148,200,961,192200,True,199,0.94575,0.94567,0.02723,0.26038,20,0.9451469999999998,0.0004621698821861,0.2352909999999999,0.0144232454392206,0.002496947368421,0.930197889447236
RUN_149,200,961,192200,True,199,0.94517,0.94508,0.03017,0.25357,20,0.9441620000000002,0.0008592764398027,0.231404,0.0130798097845496,0.0022639999999999,0.92772675879397
RUN_150,200,961,192200,True,196,0.94571,0.9455,0.02595,0.26444,20,0.9449554999999998,0.0005514841339512,0.238992,0.0149464395760328,0.0025854887218045,0.9303898743718592
RUN_151,200,961,192200,True,200,0.94575,0.94575,0.02686,0.26091,20,0.945426,0.0001870133685061,0.237261,0.0148847572704428,0.0025795639097744,0.930298592964824
RUN_152,200,961,192200,True,200,0.94579,0.94579,0.03076,0.25303,20,0.9447354999999998,0.0005771955907662,0.2301369999999999,0.0132321483894339,0.0022859999999999,0.9284702261306532
RUN_153,200,961,192200,True,199,0.94608,0.946,0.02677,0.26372,20,0.944656,0.000761448619409,0.2402734999999999,0.0142527878939525,0.0024701578947368,0.9306820100502512
RUN_154,200,985,197000,True,199,0.94704,0.94675,0.02526,0.26086,20,0.9460235,0.0005902819241684,0.2378569999999999,0.0142159878657798,0.0024613533834586,0.9309514572864322
RUN_155,200,985,197000,True,196,0.94471,0.94437,0.02905,0.26068,20,0.9441855,0.0003151900220502,0.235692,0.0149794257566837,0.0025933082706766,0.9281393969849248
RUN_156,200,985,197000,True,199,0.94633,0.94587,0.0268,0.26337,20,0.945541,0.0005349196201299,0.2404739999999999,0.0138096141872247,0.0023896842105263,0.930638592964824
RUN_157,200,985,197000,True,200,0.94642,0.94642,0.02647,0.26242,20,0.945301,0.0006327708906073,0.23661,0.0151956993916041,0.0026290977443608,0.9309704773869348
