run_slot,triad_id,phase,condition_slot,condition_id,method,budget,guard_ratio,arm,training_seed,selection_seed,discovery_or_confirmation,attempt_dir,attempt_id,package,machine_id,input_snapshot_id,release_ref,release_commit,selection_sha256,resume_count,resume_mode,TN_at_FN95,actual_FN_at_FN95,threshold_at_FN95,tie_group_at_FN95,FN_at_TN68253,actual_TN_at_TN68253,threshold_at_TN68253,tie_group_at_TN68253,normal_q68,normal_q90,defect_q50,defect_q05,gap_q68_q050,tail_gap_q90_q05,prediction_rows,normal_count,defect_count,metric_version
RUN_061,TRIAD_021,A,A07,A07_Boundary-0.5-Clean_B600,Boundary-0.5-Clean,600,0.0,T,1343723075,309254528,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P35_upload\runs\RUN_061\attempt_20260717T174226_T_f0eed24aa6,attempt_20260717T174226_T_f0eed24aa6,P35,machine_01,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,67D77D8CE607E87E543F1937AA4EE1EF824680EDE9A610429A10F63A9EE9E896,0,native_approximate,66330,95,0.0280107159645286,1,112,68253,0.0315535178972757,1,0.0310424962392418,0.2291271255749717,0.9908645113691088,0.5001527658720758,0.9598220151298668,0.271025640297104,120000,100000,20000,operational_v2_tie_safe
RUN_062,TRIAD_021,A,A07,A07_Boundary-0.5-Clean_B600,Boundary-0.5-Clean,600,0.0,R1,1343723075,1597834894,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P35_upload\runs\RUN_062\attempt_20260718T072811_R1_3c43398ab8,attempt_20260718T072811_R1_3c43398ab8,P35,machine_01,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,2EF4705CE2A0ED37BE525A1DBB1BCA132394BBF165778CC51238D27548853F32,0,native_approximate,65496,95,0.0262769596318644,1,110,68253,0.0311012491026716,1,0.030649711603141,0.2287264861846849,0.9904279188615484,0.4862852651009207,0.9597782072584072,0.2575587789162357,120000,100000,20000,operational_v2_tie_safe
RUN_063,TRIAD_021,A,A07,A07_Boundary-0.5-Clean_B600,Boundary-0.5-Clean,600,0.0,R2,1343723075,1849050892,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P35_upload\runs\RUN_063\attempt_20260718T211206_R2_78f8851df3,attempt_20260718T211206_R2_78f8851df3,P35,machine_01,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,338892CC26A1454D7F9CBD10D6843C4638E47B6994A7AD496C71416F5F6E2D14,0,native_approximate,68376,95,0.032241134724869,1,95,68253,0.0320167843535869,1,0.0314896481696075,0.2259239673862429,0.9912763771385396,0.4969353196750803,0.959786728968932,0.2710113522888373,120000,100000,20000,operational_v2_tie_safe
RUN_064,TRIAD_022,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,T,1829910790,1855776552,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P63_upload\runs\RUN_064\attempt_20260716T233433_T_16c4251160,attempt_20260716T233433_T_16c4251160,P63,machine_02,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,BBC3FEAC6808B031CC73F373783220071EC0306CA690CCFBACC6AB2CF05DEC2A,0,native_approximate,63639,95,0.0258175414116569,1,118,68253,0.0333355527804165,1,0.0328354234175627,0.2192969632243041,0.989816576333512,0.4825300148979496,0.9569811529159492,0.2632330516736454,120000,100000,20000,operational_v2_tie_safe
RUN_065,TRIAD_022,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,R1,1829910790,1140665071,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P63_upload\runs\RUN_065\attempt_20260717T140337_R1_d97053f1b6,attempt_20260717T140337_R1_d97053f1b6,P63,machine_02,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,DF3C82E2710AA585DD8EF6808B50D35A992C99583D12F30DECE4BDA0766C54A2,0,native_approximate,66953,95,0.027787323392068,1,101,68253,0.0302382181734723,1,0.029668892508577,0.2308531107104542,0.989587803347293,0.5064274827711961,0.959918910838716,0.2755743720607418,120000,100000,20000,operational_v2_tie_safe
RUN_066,TRIAD_022,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,R2,1829910790,681057044,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P63_upload\runs\RUN_066\attempt_20260718T044724_R2_2c222fdb6a,attempt_20260718T044724_R2_2c222fdb6a,P63,machine_02,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,72362C97A3D0B66509AB0D330BBBD7E27EEC68A6E5BFD23D4067F9569FF47796,0,native_approximate,65896,95,0.0282389372369739,1,113,68253,0.032240179601305,1,0.0317401590825498,0.2166167378645478,0.9910904079596994,0.490299866972409,0.9593502488771496,0.2736831291078612,120000,100000,20000,operational_v2_tie_safe
RUN_067,TRIAD_023,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,T,1385197443,1003136148,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P24_upload\runs\RUN_067\attempt_20260716T013249_T_c89744d495,attempt_20260716T013249_T_c89744d495,P24,machine_03,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,7A65E4EF485367805710480C5F8DD55A011ACE898E78F9C623AD13CBBA98F037,1,native_approximate,63732,95,0.0266154073159259,1,126,68253,0.0340411244999868,1,0.0335593732588292,0.2171800068336227,0.990714721578435,0.4900292680277971,0.9571553483196056,0.2728492611941743,120000,100000,20000,operational_v2_tie_safe
RUN_068,TRIAD_023,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,R1,1385197443,2026980879,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P24_upload\runs\RUN_068\attempt_20260717T104939_R1_5f94b045a6,attempt_20260717T104939_R1_5f94b045a6,P24,machine_03,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,C8DB2DF3092896D4FF871A34915EC90F8C6DD224A24EEC8D70CD3DAF010EBB80,0,native_approximate,66225,95,0.0276984347772683,1,110,68253,0.0313603735397937,1,0.0308651808212806,0.227028706149795,0.9907188168444052,0.4957958828112249,0.9598536360231246,0.2687671766614299,120000,100000,20000,operational_v2_tie_safe
RUN_069,TRIAD_023,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,R2,1385197443,831269310,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P24_upload\runs\RUN_069\attempt_20260718T020028_R2_196d47804e,attempt_20260718T020028_R2_196d47804e,P24,machine_03,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,A8C5F560A59FA44F6407B657178F8082B8174A7DA95DAB123491D92FEBC82E1C,0,native_approximate,66777,95,0.030346571358314,1,106,68253,0.0332092536010426,1,0.032656333631251,0.2211256786915753,0.9899888243398872,0.4813721811786615,0.9573324907086362,0.2602465024870861,120000,100000,20000,operational_v2_tie_safe
RUN_070,TRIAD_024,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,T,1343723075,245025017,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P25_upload\runs\RUN_070\attempt_20260717T202536_T_cfbf3f1654,attempt_20260717T202536_T_cfbf3f1654,P25,machine_04,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,FE3EBEF25E5B2FAF6670BE87F9C19DFCFF242DDB5131E7A6FC6A1774189C265B,0,native_approximate,64195,95,0.0267119803133669,1,121,68253,0.0339009953040749,1,0.0333837029051568,0.2236014313375381,0.9907704757169076,0.4924340399975771,0.9573867728117508,0.268832608660039,120000,100000,20000,operational_v2_tie_safe
RUN_071,TRIAD_024,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,R1,1343723075,2100154704,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P25_upload\runs\RUN_071\attempt_20260718T102226_R1_5e4b8fc1a0,attempt_20260718T102226_R1_5e4b8fc1a0,P25,machine_04,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,0389D4EC54F6D20697E6E189530EDE15D2ED6DEBC1719CF251A34680FE1DBE05,0,native_approximate,66137,95,0.0275284481207667,1,110,68253,0.0313033444637046,1,0.0307814548618447,0.224399002405271,0.9906006218771286,0.5081050841584736,0.9598191670152838,0.2837060817532025,120000,100000,20000,operational_v2_tie_safe
RUN_072,TRIAD_024,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,R2,1343723075,1849420543,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P25_upload\runs\RUN_072\attempt_20260719T002608_R2_438a8f09dd,attempt_20260719T002608_R2_438a8f09dd,P25,machine_04,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,AB2E2A7FED02E2CBB2454FDCF84102E606CA13A841E65704D00F4965A42B1DD9,0,native_approximate,68830,95,0.034096580048312,1,92,68253,0.0329103497898134,1,0.0324072988335105,0.2306842234919933,0.989991944720406,0.4948298457579609,0.9575846458868952,0.2641456222659675,120000,100000,20000,operational_v2_tie_safe
RUN_073,TRIAD_025,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,T,1829910790,1345487629,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P14_upload\runs\RUN_073\attempt_20260717T203336_T_fd5968565d,attempt_20260717T203336_T_fd5968565d,P14,machine_05,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,0DE7ADD8CE1F3A7691065DD27E08CF56CEC04C15AFB9919BC4795106B429D35C,0,native_approximate,66401,95,0.0291035882774165,1,113,68253,0.0325843113487313,1,0.0320961469785981,0.2283161255892165,0.9896937247373124,0.4887530398748317,0.957597577758714,0.2604369142856151,120000,100000,20000,operational_v2_tie_safe
RUN_074,TRIAD_025,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,R1,1829910790,1505086467,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P14_upload\runs\RUN_074\attempt_20260718T095406_R1_3cf43d88f1,attempt_20260718T095406_R1_3cf43d88f1,P14,machine_05,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,AA9081E5D14E2DF38932AF7DB5F80B939CD3B02E608150965FB4D93D925EC239,0,native_approximate,66474,95,0.0278130354577444,1,109,68253,0.0312206605088662,1,0.0306468661115547,0.235608341994328,0.989653173673152,0.5049722758375602,0.9590063075615972,0.2693639338432322,120000,100000,20000,operational_v2_tie_safe
RUN_075,TRIAD_025,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,R2,1829910790,1347729858,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P14_upload\runs\RUN_075\attempt_20260718T233216_R2_77b1c5bb8d,attempt_20260718T233216_R2_77b1c5bb8d,P14,machine_05,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,B435077E1175FDE16B1F5030879EACFF4AC37596E292001F22B247CA01539DC8,0,native_approximate,65564,95,0.0263124671156738,1,117,68253,0.0311320331203406,1,0.030628385714097,0.2289309622010002,0.9896137873614732,0.4869987282098079,0.9589854016473762,0.2580677660088076,120000,100000,20000,operational_v2_tie_safe
RUN_076,TRIAD_026,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,T,1385197443,2139884968,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P26_upload\runs\RUN_076\attempt_20260717T003643_T_f5b8d72bcc,attempt_20260717T003643_T_f5b8d72bcc,P26,machine_06,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,7D820A1FED54B1EF28D38D98E8A5827EE768B3DA540A1AE09EB8E8C9469B8F54,0,native_approximate,65114,95,0.0259811008490051,1,114,68253,0.0312194503725305,1,0.0307223000032272,0.2182847792361203,0.99003659269306,0.4912396370852758,0.9593142926898328,0.2729548578491555,120000,100000,20000,operational_v2_tie_safe
RUN_077,TRIAD_026,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,R1,1385197443,919733015,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P26_upload\runs\RUN_077\attempt_20260717T161248_R1_9dba11a698,attempt_20260717T161248_R1_9dba11a698,P26,machine_06,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,33E9416A5A1825B6BA0A5EC7A56443305729E1E8AD0D2AA61B8B7C0E0FBFF11E,0,native_approximate,66581,95,0.028958626435823,1,108,68253,0.0320204927839467,1,0.0315524581199711,0.2266647881027584,0.9903934479024492,0.4891954886343606,0.958840989782478,0.2625307005316021,120000,100000,20000,operational_v2_tie_safe
RUN_078,TRIAD_026,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,R2,1385197443,1212394420,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P26_upload\runs\RUN_078\attempt_20260718T080258_R2_29c5bd6402,attempt_20260718T080258_R2_29c5bd6402,P26,machine_06,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,44B77682B08E9359756D0616CBCFBE95B7D84FE447D4B7A47611C298E62E3C21,0,native_approximate,67004,95,0.0295825011131385,1,107,68253,0.0319108777675647,1,0.0314043175767825,0.2196143550810718,0.9914323878495094,0.4842658745361393,0.9600280702727269,0.2646515194550674,120000,100000,20000,operational_v2_tie_safe
RUN_079,TRIAD_027,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,T,1343723075,1987760147,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P13_upload\runs\RUN_079\attempt_20260716T013822_T_7b13ef01f5,attempt_20260716T013822_T_7b13ef01f5,P13,machine_07,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,10D4E0D90CEC11D00260F82E6CA2ED01AEB297B2F26D7A467A6B854B121261B5,2,native_approximate,66584,95,0.0299841831851657,1,106,68253,0.0333404527614177,1,0.032837358810931,0.231772455014324,0.9899031102368148,0.4990822755033625,0.9570657514258838,0.2673098204890385,120000,100000,20000,operational_v2_tie_safe
RUN_080,TRIAD_027,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,R1,1343723075,1090244038,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P13_upload\runs\RUN_080\attempt_20260717T120905_R1_75ccc2d274,attempt_20260717T120905_R1_75ccc2d274,P13,machine_07,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,4BBE213856B5A72AD63B6D0DF3616191711E27DF50772B0467005DB3B25DFCCC,0,native_approximate,68754,95,0.0314593874463492,1,87,68253,0.0305005551713327,1,0.0300340325139567,0.2226640093123169,0.9903216962117884,0.4900470776931572,0.9602876636978316,0.2673830683808403,120000,100000,20000,operational_v2_tie_safe
RUN_081,TRIAD_027,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,R2,1343723075,1321921470,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P13_upload\runs\RUN_081\attempt_20260718T013413_R2_ccb26333d8,attempt_20260718T013413_R2_ccb26333d8,P13,machine_07,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,6980AE599D076D5342CF3EDA9B8950CA1B4B708190026BE4E3FC9379F8617549,0,native_approximate,67566,95,0.029735920589195,1,100,68253,0.0310557983189073,1,0.0305308027421774,0.2219219063030563,0.9903645756489408,0.4868441020243039,0.9598337729067634,0.2649221957212476,120000,100000,20000,operational_v2_tie_safe
RUN_082,TRIAD_028,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,T,1829910790,1771359607,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P64_upload\runs\RUN_082\attempt_20260716T030837_T_2ce4ce474e,attempt_20260716T030837_T_2ce4ce474e,P64,machine_08,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,DC133F9F82B0B2B348AB1D12394905A006D3673D93208AF843334C8CFFC3761B,1,native_approximate,64590,95,0.0260119164107771,1,112,68253,0.0323412599552022,1,0.0318616956040757,0.2212635020554269,0.9903594916643416,0.4861152673031934,0.958497796060266,0.2648517652477665,120000,100000,20000,operational_v2_tie_safe
RUN_083,TRIAD_028,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,R1,1829910790,1313852010,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P64_upload\runs\RUN_083\attempt_20260717T121715_R1_ef10ef5c4d,attempt_20260717T121715_R1_ef10ef5c4d,P64,machine_08,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,8400C0D09292710A5F310C610513E4442FAB7D22B6C95E675CE797C78EF7E2F5,0,native_approximate,66169,95,0.0283327643422049,1,111,68253,0.0319832753373909,1,0.0315018920280816,0.2197567454642774,0.99098798030267,0.5004488086509448,0.9594860882745884,0.2806920631866674,120000,100000,20000,operational_v2_tie_safe
RUN_084,TRIAD_028,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,R2,1829910790,1601959621,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P64_upload\runs\RUN_084\attempt_20260718T021452_R2_2a4d90a6b1,attempt_20260718T021452_R2_2a4d90a6b1,P64,machine_08,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,0515632542573A4DCC83D22102292F139B4DCD328813E04F71DC0C90711B8751,0,native_approximate,66609,95,0.0290550818435889,1,105,68253,0.0322962190770065,1,0.0317524054831921,0.2219457094133384,0.9904301746496303,0.4911673382268229,0.9586777691664382,0.2692216288134844,120000,100000,20000,operational_v2_tie_safe
RUN_085,TRIAD_029,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,T,1385197443,683156951,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P34_upload\runs\RUN_085\attempt_20260716T234552_T_01911d4022,attempt_20260716T234552_T_01911d4022,P34,machine_09,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,EBAC961E8E84A3AFE443B5F87D194A6D1C743C28C13B5A95B47D4FC993CF45E5,0,native_approximate,67860,95,0.0323671598563663,1,98,68253,0.0331430976284127,1,0.0326481230329801,0.2266849742026107,0.990964312753264,0.4910268510815825,0.958316189720284,0.2643418768789717,120000,100000,20000,operational_v2_tie_safe
RUN_086,TRIAD_029,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,R1,1385197443,414599903,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P34_upload\runs\RUN_086\attempt_20260717T140632_R1_08ba545e17,attempt_20260717T140632_R1_08ba545e17,P34,machine_09,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,61699CEF8DDF067EDA58F580679F43757E31862C1DDBF5CFFBD4C3DD50EE834E,0,native_approximate,65917,95,0.0270996040988054,1,109,68253,0.0313199930015364,1,0.0307709647555931,0.2287509169425834,0.9899844657448944,0.4934902057935575,0.9592135009893014,0.2647392888509741,120000,100000,20000,operational_v2_tie_safe
RUN_087,TRIAD_029,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,R2,1385197443,1803727194,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P34_upload\runs\RUN_087\attempt_20260718T043342_R2_af8d6c9484,attempt_20260718T043342_R2_af8d6c9484,P34,machine_09,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,79042CDD0A9D77229FFD156ACF3EC7071EF457D06ABE2FAFC7E1226AB3A8CD02,0,native_approximate,67870,95,0.0309896250704123,1,97,68253,0.0317617452346001,1,0.0312660557229607,0.2265020925010081,0.9904695564842212,0.4851755292855896,0.9592035007612604,0.2586734367845815,120000,100000,20000,operational_v2_tie_safe
RUN_088,TRIAD_030,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,T,1343723075,541724197,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P56_upload\runs\RUN_088\attempt_20260716T232421_T_fcc2414095,attempt_20260716T232421_T_fcc2414095,P56,machine_10,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,E8CD80BF87850D6454A3052EF70AADFE8E05A0EB651E8E2F1FC543669A28FFA1,0,native_approximate,66092,95,0.0289748644991439,1,109,68253,0.0332317222449495,1,0.0327304942746534,0.2292259765918984,0.990172814425322,0.4867606648169778,0.9574423201506684,0.2575346882250793,120000,100000,20000,operational_v2_tie_safe
RUN_089,TRIAD_030,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,R1,1343723075,1000601045,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P56_upload\runs\RUN_089\attempt_20260717T131338_R1_b5c22867d6,attempt_20260717T131338_R1_b5c22867d6,P56,machine_10,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,7D2A9C7CC2C290250CF126334092324C90006B775F60EE6EFB9B1593F6B0ED61,0,native_approximate,67174,95,0.0275057675971624,1,109,68253,0.0296675084988948,1,0.0291206714636512,0.2306233648550952,0.9899117049547224,0.508934727101564,0.9607910334910712,0.2783113622464687,120000,100000,20000,operational_v2_tie_safe
RUN_090,TRIAD_030,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,R2,1343723075,1796941351,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P56_upload\runs\RUN_090\attempt_20260718T031346_R2_71d52c1055,attempt_20260718T031346_R2_71d52c1055,P56,machine_10,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,51534AD34DF86D47FCB3BB05C4AFD04A7C735F79940E290AF336705A64BE1753,0,native_approximate,64555,95,0.0269954353086599,1,118,68253,0.0331049007764253,1,0.0325231622144596,0.2145123908548707,0.991141793195427,0.4931116488570305,0.9586186309809672,0.2785992580021598,120000,100000,20000,operational_v2_tie_safe
RUN_091,TRIAD_031,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,T,1829910790,116752763,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P35_upload\runs\RUN_091\attempt_20260719T105602_T_ed6c245ca6,attempt_20260719T105602_T_ed6c245ca6,P35,machine_01,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,9A3EABA50FD7E5280A554D054571B735ABF0F3A3AB2CD4F5271A992F8155D0AF,1,native_approximate,66877,95,0.0283967346345826,1,105,68254,0.0308900952777859,1,0.0304002692221956,0.2241412139157057,0.990507849809536,0.4968242349849351,0.9601075805873404,0.2726830210692295,120000,100000,20000,operational_v2_tie_safe
