rank,sample_id,y_true,oof_fold,oof_group_id,train_primary_class,dynamic_bucket,mean_p_defect,correct_rate,std_p_defect,raw_score,method,method_eligible_pool_id
51,Det/images/normal_train/00173891.png,0,04,filename_bucket_1000:173,Normal,learnable_hard,0.2816401635,0.935,0.184533434,0.9557980448,EndpointTrend,learnable_normal
52,Det/images/normal_train/01038487.png,0,00,filename_bucket_1000:1038,Normal,learnable_hard,0.070321425,0.955,0.1468182706,0.9552030485999999,EndpointTrend,learnable_normal
53,Det/images/normal_train/00839801.png,0,06,filename_bucket_1000:839,Normal,learnable_hard,0.0588239918,0.99,0.0873220689,0.954956403,EndpointTrend,learnable_normal
54,Det/images/normal_train/00967586.png,0,04,filename_bucket_1000:967,Normal,learnable_hard,0.4988258907,0.405,0.3211381905,0.9549435142,EndpointTrend,learnable_normal
55,Det/images/normal_train/00863042.png,0,07,filename_bucket_1000:863,Normal,learnable_hard,0.7036264168,0.215,0.2991099042,0.9547360856,EndpointTrend,learnable_normal
56,Det/images/normal_train/00954939.png,0,03,filename_bucket_1000:954,Normal,learnable_hard,0.2204244562,0.89,0.2308290601,0.9541808027,EndpointTrend,learnable_normal
57,Det/images/normal_train/00781828.png,0,02,filename_bucket_1000:781,Normal,learnable_hard,0.6083541066,0.29,0.2771529235,0.9537749216,EndpointTrend,learnable_normal
58,Det/images/normal_train/00971104.png,0,02,filename_bucket_1000:971,Normal,learnable_hard,0.1360895496,0.98,0.1351506545,0.953210387,EndpointTrend,learnable_normal
59,Det/images/normal_train/01006602.png,0,05,filename_bucket_1000:1006,Normal,learnable_hard,0.0693205039,0.985,0.129111072,0.9528346634,EndpointTrend,learnable_normal
60,Det/images/normal_train/01085335.png,0,07,filename_bucket_1000:1085,Normal,learnable_hard,0.1183646522,0.98,0.1216740449,0.9526316252,EndpointTrend,learnable_normal
61,Det/images/normal_train/00970656.png,0,05,filename_bucket_1000:970,Normal,learnable_hard,0.3902952877,0.595,0.3001906317,0.9523095986,EndpointTrend,learnable_normal
62,Det/images/normal_train/00239685.png,0,09,filename_bucket_1000:239,Normal,learnable_hard,0.3497593362,0.57,0.259515128,0.9508290074,EndpointTrend,learnable_normal
63,Det/images/normal_train/00679637.png,0,07,filename_bucket_1000:679,Normal,learnable_hard,0.0978521651,0.98,0.1271830964,0.9508260827999999,EndpointTrend,learnable_normal
64,Det/images/normal_train/01071355.png,0,04,filename_bucket_1000:1071,Normal,learnable_hard,0.5839961815,0.27,0.2614985916,0.9500765093,EndpointTrend,learnable_normal
65,Det/images/normal_train/00525985.png,0,05,filename_bucket_1000:525,Normal,learnable_hard,0.3910694006,0.695,0.1771202936,0.9498315342,EndpointTrend,learnable_normal
66,Det/images/normal_train/00464587.png,0,05,filename_bucket_1000:464,Normal,learnable_hard,0.4590468737,0.52,0.2178719383,0.949758891,EndpointTrend,learnable_normal
67,Det/images/normal_train/01073726.png,0,07,filename_bucket_1000:1073,Normal,learnable_hard,0.6479066791,0.22,0.323499111,0.949586603,EndpointTrend,learnable_normal
68,Det/images/normal_train/00582391.png,0,03,filename_bucket_1000:582,Normal,learnable_hard,0.1266239542,0.925,0.1769893939,0.9487592099,EndpointTrend,learnable_normal
69,Det/images/normal_train/01180812.png,0,04,filename_bucket_1000:1180,Normal,learnable_hard,0.1993113157,0.965,0.1500998713,0.9484578845999999,EndpointTrend,learnable_normal
70,Det/images/normal_train/00955648.png,0,02,filename_bucket_1000:955,Normal,learnable_hard,0.4581997174,0.54,0.281308033,0.9483494684,EndpointTrend,learnable_normal
71,Det/images/normal_train/01072447.png,0,03,filename_bucket_1000:1072,Normal,learnable_hard,0.1959461803,0.98,0.1325480112,0.947837961,EndpointTrend,learnable_normal
72,Det/images/normal_train/00167160.png,0,04,filename_bucket_1000:167,Normal,learnable_hard,0.4952224571,0.4,0.3273493328,0.9463184252,EndpointTrend,learnable_normal
73,Det/images/normal_train/01009127.png,0,07,filename_bucket_1000:1009,Normal,learnable_hard,0.2895370123,0.82,0.2051268233,0.9458394031999999,EndpointTrend,learnable_normal
74,Det/images/normal_train/00681436.png,0,09,filename_bucket_1000:681,Normal,learnable_hard,0.2075137452,0.785,0.2818658404,0.9454154244999999,EndpointTrend,learnable_normal
75,Det/images/normal_train/01171579.png,0,04,filename_bucket_1000:1171,Normal,learnable_hard,0.5981872627,0.345,0.3378750207,0.9452146599,EndpointTrend,learnable_normal
76,Det/images/normal_train/01077269.png,0,01,filename_bucket_1000:1077,Normal,learnable_hard,0.2401875645,0.87,0.2013488803,0.9431965035,EndpointTrend,learnable_normal
77,Det/images/normal_train/00884183.png,0,09,filename_bucket_1000:884,Normal,learnable_hard,0.0461840722,0.98,0.1140859711,0.9431166841,EndpointTrend,learnable_normal
78,Det/images/normal_train/01151370.png,0,00,filename_bucket_1000:1151,Normal,learnable_hard,0.2375157045,0.975,0.1394622172,0.9430657365,EndpointTrend,learnable_normal
79,Det/images/normal_train/01239459.png,0,04,filename_bucket_1000:1239,Normal,learnable_hard,0.1344384713,0.98,0.1720556899,0.9418384873,EndpointTrend,learnable_normal
80,Det/images/normal_train/00292976.png,0,00,filename_bucket_1000:292,Normal,learnable_hard,0.6067238412,0.24,0.2771189625,0.9416547142,EndpointTrend,learnable_normal
81,Det/images/normal_train/00998075.png,0,03,filename_bucket_1000:998,Normal,learnable_hard,0.1012251167,0.98,0.1345597755,0.9414391245,EndpointTrend,learnable_normal
82,Det/images/normal_train/01259020.png,0,06,filename_bucket_1000:1259,Normal,learnable_hard,0.1244021727,0.965,0.1449090269,0.9410848514,EndpointTrend,learnable_normal
83,Det/images/normal_train/01006003.png,0,05,filename_bucket_1000:1006,Normal,learnable_hard,0.6550760463,0.28,0.2830252171,0.940425713,EndpointTrend,learnable_normal
84,Det/images/normal_train/00672273.png,0,09,filename_bucket_1000:672,Normal,learnable_hard,0.1330760273,0.95,0.1722062111,0.9400773720000001,EndpointTrend,learnable_normal
85,Det/images/normal_train/01281402.png,0,05,filename_bucket_1000:1281,Normal,learnable_hard,0.2664779646,0.92,0.1993803904,0.9398957081,EndpointTrend,learnable_normal
86,Det/images/normal_train/01276011.png,0,01,filename_bucket_1000:1276,Normal,learnable_hard,0.658568111,0.155,0.2367595709,0.9398710951,EndpointTrend,learnable_normal
87,Det/images/normal_train/00733044.png,0,07,filename_bucket_1000:733,Normal,learnable_hard,0.3046490169,0.8,0.2255868048,0.9395389501,EndpointTrend,learnable_normal
88,Det/images/normal_train/00491094.png,0,06,filename_bucket_1000:491,Normal,learnable_hard,0.5923712885,0.325,0.3550706626,0.9393849337,EndpointTrend,learnable_normal
89,Det/images/normal_train/00856656.png,0,08,filename_bucket_1000:856,Normal,learnable_hard,0.1933306901,0.85,0.2343872054,0.9389435987,EndpointTrend,learnable_normal
90,Det/images/normal_train/01027267.png,0,08,filename_bucket_1000:1027,Normal,learnable_hard,0.7587020221,0.125,0.2195979164,0.9387945197,EndpointTrend,learnable_normal
91,Det/images/normal_train/01202671.png,0,08,filename_bucket_1000:1202,Normal,learnable_hard,0.5055648817,0.32,0.3037698557,0.9387072026,EndpointTrend,learnable_normal
92,Det/images/normal_train/00483398.png,0,06,filename_bucket_1000:483,Normal,learnable_hard,0.4802893262,0.445,0.3324491366,0.9380528171,EndpointTrend,learnable_normal
93,Det/images/normal_train/00229289.png,0,03,filename_bucket_1000:229,Normal,learnable_hard,0.1705670923,0.98,0.1633623001,0.9379405191,EndpointTrend,learnable_normal
94,Det/images/normal_train/00285293.png,0,00,filename_bucket_1000:285,Normal,learnable_hard,0.2952313572,0.88,0.2057698272,0.9378448208000001,EndpointTrend,learnable_normal
95,Det/images/normal_train/00708476.png,0,03,filename_bucket_1000:708,Normal,learnable_hard,0.0920752038,0.975,0.1450416336,0.9376662413,EndpointTrend,learnable_normal
96,Det/images/normal_train/00573003.png,0,07,filename_bucket_1000:573,Normal,learnable_hard,0.7900295483,0.175,0.3224148583,0.9368457309,EndpointTrend,learnable_normal
97,Det/images/normal_train/00984955.png,0,02,filename_bucket_1000:984,Normal,learnable_hard,0.3116017824,0.9,0.1449656457,0.9363616631,EndpointTrend,learnable_normal
98,Det/images/normal_train/00348340.png,0,03,filename_bucket_1000:348,Normal,learnable_hard,0.1622918541,0.985,0.1424649165,0.9360563399999999,EndpointTrend,learnable_normal
99,Det/images/normal_train/00841828.png,0,04,filename_bucket_1000:841,Normal,learnable_hard,0.6974701122,0.155,0.251613705,0.9360506274,EndpointTrend,learnable_normal
100,Det/images/normal_train/00327841.png,0,06,filename_bucket_1000:327,Normal,learnable_hard,0.4546512426,0.455,0.3341500587,0.9359961715,EndpointTrend,learnable_normal
101,Det/images/normal_train/00488061.png,0,05,filename_bucket_1000:488,Normal,learnable_hard,0.4632236836,0.51,0.3103128044,0.9346214244000001,EndpointTrend,learnable_normal
102,Det/images/normal_train/00212324.png,0,05,filename_bucket_1000:212,Normal,learnable_hard,0.4655849887,0.435,0.2359581412,0.9345109518,EndpointTrend,learnable_normal
103,Det/images/normal_train/01085779.png,0,07,filename_bucket_1000:1085,Normal,learnable_hard,0.5369442552,0.415,0.3603939603,0.934048337,EndpointTrend,learnable_normal
104,Det/images/normal_train/00715756.png,0,09,filename_bucket_1000:715,Normal,learnable_hard,0.394845154,0.585,0.2836080144,0.9335200002999999,EndpointTrend,learnable_normal
105,Det/images/normal_train/01151246.png,0,00,filename_bucket_1000:1151,Normal,learnable_hard,0.1185809195,0.985,0.1164517783,0.9333819856,EndpointTrend,learnable_normal
106,Det/images/normal_train/00661770.png,0,08,filename_bucket_1000:661,Normal,learnable_hard,0.0476397687,0.99,0.0910213676,0.9333078762,EndpointTrend,learnable_normal
107,Det/images/normal_train/01277653.png,0,07,filename_bucket_1000:1277,Normal,learnable_hard,0.1085083705,0.99,0.1077221941,0.9331050835,EndpointTrend,learnable_normal
108,Det/images/normal_train/00883517.png,0,05,filename_bucket_1000:883,Normal,learnable_hard,0.2894698003,0.73,0.2696108458,0.9321169174,EndpointTrend,learnable_normal
109,Det/images/normal_train/00366430.png,0,02,filename_bucket_1000:366,Normal,learnable_hard,0.6330439139,0.29,0.2808742759,0.9317762401,EndpointTrend,learnable_normal
110,Det/images/normal_train/00224911.png,0,00,filename_bucket_1000:224,Normal,learnable_hard,0.4722705601,0.475,0.3059041644,0.9315995159999999,EndpointTrend,learnable_normal
111,Det/images/normal_train/01288898.png,0,07,filename_bucket_1000:1288,Normal,learnable_hard,0.2408944134,0.82,0.2310222772,0.9313094462,EndpointTrend,learnable_normal
112,Det/images/normal_train/00997952.png,0,08,filename_bucket_1000:997,Normal,learnable_hard,0.0392277394,0.98,0.108072496,0.9311955091,EndpointTrend,learnable_normal
113,Det/images/normal_train/01167498.png,0,01,filename_bucket_1000:1167,Normal,learnable_hard,0.557757952,0.385,0.3570990389,0.9306315708,EndpointTrend,learnable_normal
114,Det/images/normal_train/00540681.png,0,05,filename_bucket_1000:540,Normal,learnable_hard,0.5287970503,0.355,0.2343457739,0.9303523302,EndpointTrend,learnable_normal
115,Det/images/normal_train/00425943.png,0,02,filename_bucket_1000:425,Normal,learnable_hard,0.6897933928,0.23,0.3214152686,0.9302134206999999,EndpointTrend,learnable_normal
116,Det/images/normal_train/00339293.png,0,09,filename_bucket_1000:339,Normal,learnable_hard,0.170259845,0.965,0.1683482582,0.9298739625000001,EndpointTrend,learnable_normal
117,Det/images/normal_train/00980765.png,0,01,filename_bucket_1000:980,Normal,learnable_hard,0.4473786668,0.5,0.2125017443,0.9295227491,EndpointTrend,learnable_normal
118,Det/images/normal_train/00169898.png,0,06,filename_bucket_1000:169,Normal,learnable_hard,0.3042804709,0.65,0.246103681,0.9291314983,EndpointTrend,learnable_normal
119,Det/images/normal_train/00918274.png,0,01,filename_bucket_1000:918,Normal,learnable_hard,0.3837345387,0.57,0.2412059395,0.9288023314,EndpointTrend,learnable_normal
120,Det/images/normal_train/00372399.png,0,05,filename_bucket_1000:372,Normal,learnable_hard,0.1568403225,0.995,0.1243095081,0.9287640750999999,EndpointTrend,learnable_normal
121,Det/images/normal_train/00197755.png,0,06,filename_bucket_1000:197,Normal,learnable_hard,0.3939029295,0.545,0.3402426805,0.9287368752999999,EndpointTrend,learnable_normal
122,Det/images/normal_train/00168270.png,0,07,filename_bucket_1000:168,Normal,learnable_hard,0.2164089231,0.955,0.191887173,0.9284161947,EndpointTrend,learnable_normal
123,Det/images/normal_train/00563880.png,0,06,filename_bucket_1000:563,Normal,learnable_hard,0.3547021719,0.585,0.2156346876,0.928108218,EndpointTrend,learnable_normal
124,Det/images/normal_train/00249048.png,0,09,filename_bucket_1000:249,Normal,learnable_hard,0.392492722,0.635,0.2172156634,0.9279089743,EndpointTrend,learnable_normal
125,Det/images/normal_train/00663303.png,0,08,filename_bucket_1000:663,Normal,learnable_hard,0.0990323063,0.975,0.1441649429,0.9278697724999999,EndpointTrend,learnable_normal
126,Det/images/normal_train/00729663.png,0,07,filename_bucket_1000:729,Normal,learnable_hard,0.5870148972,0.37,0.2759507868,0.9271504078,EndpointTrend,learnable_normal
127,Det/images/normal_train/00330901.png,0,00,filename_bucket_1000:330,Normal,learnable_hard,0.5197847876,0.32,0.2690913252,0.9269172930999999,EndpointTrend,learnable_normal
128,Det/images/normal_train/01025651.png,0,01,filename_bucket_1000:1025,Normal,learnable_hard,0.2168605755,0.955,0.1415298842,0.9268741044000001,EndpointTrend,learnable_normal
129,Det/images/normal_train/01273498.png,0,06,filename_bucket_1000:1273,Normal,learnable_hard,0.6878292334,0.265,0.3037310185,0.925822569,EndpointTrend,learnable_normal
130,Det/images/normal_train/00282324.png,0,04,filename_bucket_1000:282,Normal,learnable_hard,0.7146799489,0.22,0.2674185404,0.9256303832,EndpointTrend,learnable_normal
131,Det/images/normal_train/00301574.png,0,05,filename_bucket_1000:301,Normal,learnable_hard,0.3498274697,0.59,0.2987431977,0.9256208352999999,EndpointTrend,learnable_normal
132,Det/images/normal_train/00957921.png,0,02,filename_bucket_1000:957,Normal,learnable_hard,0.1677367939,0.985,0.1437701309,0.9254808891999999,EndpointTrend,learnable_normal
133,Det/images/normal_train/01073743.png,0,07,filename_bucket_1000:1073,Normal,learnable_hard,0.1439737283,0.99,0.1600363622,0.9252949031000001,EndpointTrend,learnable_normal
134,Det/images/normal_train/00189491.png,0,02,filename_bucket_1000:189,Normal,learnable_hard,0.8236471058,0.115,0.2312960762,0.9252761789,EndpointTrend,learnable_normal
135,Det/images/normal_train/01287931.png,0,06,filename_bucket_1000:1287,Normal,learnable_hard,0.6628261914,0.305,0.3776536531,0.9250040866000001,EndpointTrend,learnable_normal
136,Det/images/normal_train/00349034.png,0,00,filename_bucket_1000:349,Normal,learnable_hard,0.5698269704,0.23,0.2146751308,0.9249643832,EndpointTrend,learnable_normal
137,Det/images/normal_train/01144117.png,0,05,filename_bucket_1000:1144,Normal,learnable_hard,0.7552901411,0.145,0.2522269133,0.9244019417,EndpointTrend,learnable_normal
138,Det/images/normal_train/00966280.png,0,07,filename_bucket_1000:966,Normal,learnable_hard,0.3589006016,0.6,0.295834747,0.9240337731,EndpointTrend,learnable_normal
139,Det/images/normal_train/01259681.png,0,06,filename_bucket_1000:1259,Normal,learnable_hard,0.0611337952,0.985,0.1108402487,0.9228345481,EndpointTrend,learnable_normal
140,Det/images/normal_train/00606504.png,0,00,filename_bucket_1000:606,Normal,learnable_hard,0.2273257169,0.98,0.1485933021,0.9226954854,EndpointTrend,learnable_normal
141,Det/images/normal_train/01075426.png,0,05,filename_bucket_1000:1075,Normal,learnable_hard,0.7626293461,0.185,0.3015558387,0.921736089,EndpointTrend,learnable_normal
142,Det/images/normal_train/01279777.png,0,06,filename_bucket_1000:1279,Normal,learnable_hard,0.5666753057,0.34,0.2690776328,0.9213211667,EndpointTrend,learnable_normal
143,Det/images/normal_train/00755841.png,0,05,filename_bucket_1000:755,Normal,learnable_hard,0.1640915403,0.97,0.1694712586,0.921264674,EndpointTrend,learnable_normal
144,Det/images/normal_train/00797695.png,0,06,filename_bucket_1000:797,Normal,learnable_hard,0.3171030524,0.63,0.245793467,0.9210967831,EndpointTrend,learnable_normal
145,Det/images/normal_train/00623858.png,0,08,filename_bucket_1000:623,Normal,learnable_hard,0.2356605485,0.795,0.2497188325,0.9206892475,EndpointTrend,learnable_normal
146,Det/images/normal_train/01004212.png,0,07,filename_bucket_1000:1004,Normal,learnable_hard,0.3621659631,0.545,0.2577342896,0.9205110544,EndpointTrend,learnable_normal
147,Det/images/normal_train/01052365.png,0,01,filename_bucket_1000:1052,Normal,learnable_hard,0.19093536,0.93,0.1752677732,0.9202616829,EndpointTrend,learnable_normal
148,Det/images/normal_train/01169985.png,0,08,filename_bucket_1000:1169,Normal,learnable_hard,0.1175148702,0.99,0.0963186882,0.9202238387,EndpointTrend,learnable_normal
149,Det/images/normal_train/00377236.png,0,01,filename_bucket_1000:377,Normal,learnable_hard,0.0838906497,0.98,0.1296956145,0.9201920381,EndpointTrend,learnable_normal
150,Det/images/normal_train/01286806.png,0,00,filename_bucket_1000:1286,Normal,learnable_hard,0.7133060028,0.255,0.3795711642,0.9201442741,EndpointTrend,learnable_normal
151,Det/images/normal_train/01280989.png,0,03,filename_bucket_1000:1280,Normal,learnable_hard,0.6047452827,0.27,0.2452187615,0.9198990949,EndpointTrend,learnable_normal
152,Det/images/normal_train/00808553.png,0,03,filename_bucket_1000:808,Normal,learnable_hard,0.8447942804,0.1,0.2163257067,0.9198073819,EndpointTrend,learnable_normal
153,Det/images/normal_train/00585216.png,0,05,filename_bucket_1000:585,Normal,learnable_hard,0.4815521909,0.335,0.2556540202,0.9196919985,EndpointTrend,learnable_normal
154,Det/images/normal_train/00909863.png,0,00,filename_bucket_1000:909,Normal,learnable_hard,0.2306735183,0.835,0.2147181416,0.9188574958,EndpointTrend,learnable_normal
155,Det/images/normal_train/00748222.png,0,04,filename_bucket_1000:748,Normal,learnable_hard,0.7188148934,0.125,0.213743803,0.9184686485,EndpointTrend,learnable_normal
156,Det/images/normal_train/00283743.png,0,03,filename_bucket_1000:283,Normal,learnable_hard,0.0385602247,0.985,0.1168690167,0.9182962957999999,EndpointTrend,learnable_normal
157,Det/images/normal_train/00330921.png,0,00,filename_bucket_1000:330,Normal,learnable_hard,0.5108991151,0.415,0.3339635351,0.917843889,EndpointTrend,learnable_normal
158,Det/images/normal_train/00979692.png,0,05,filename_bucket_1000:979,Normal,learnable_hard,0.7497914755,0.12,0.229239568,0.917836153,EndpointTrend,learnable_normal
159,Det/images/normal_train/00693138.png,0,03,filename_bucket_1000:693,Normal,learnable_hard,0.1213767848,0.95,0.1739487303,0.9176680995,EndpointTrend,learnable_normal
160,Det/images/normal_train/00919113.png,0,04,filename_bucket_1000:919,Normal,learnable_hard,0.3114598044,0.615,0.2316250469,0.917640368,EndpointTrend,learnable_normal
161,Det/images/normal_train/00557960.png,0,01,filename_bucket_1000:557,Normal,learnable_hard,0.0347034293,0.98,0.127378649,0.9173172346999999,EndpointTrend,learnable_normal
