rank,sample_id,y_true,oof_fold,oof_group_id,train_primary_class,dynamic_bucket,mean_p_defect,correct_rate,std_p_defect,raw_score,method,method_eligible_pool_id
33,Det/images/train/00338228.png,1,00,filename_bucket_1000:338,FS,learnable_hard,0.5220299884,0.455,0.376043733,0.9994722955153502,GapGuard-ClassStrat,clean_defect_positive_guard
34,Det/images/train/00688901.png,1,05,filename_bucket_1000:688,PF,learnable_hard,0.2950742936,0.24,0.3641689336,0.9994714587746433,GapGuard-ClassStrat,clean_defect_positive_guard
35,Det/images/train/00188160.png,1,06,filename_bucket_1000:188,AF,learnable_hard,0.5862436,0.6,0.3066730477,0.9994673484614299,GapGuard-ClassStrat,clean_defect_positive_guard
36,Det/images/train/00176642.png,1,09,filename_bucket_1000:176,DE,learnable_hard,0.3031396147,0.275,0.3726924822,0.9994031276122118,GapGuard-ClassStrat,clean_defect_positive_guard
37,Det/images/train/00584420.png,1,05,filename_bucket_1000:584,RB,learnable_hard,0.52640149,0.57,0.3440952901,0.99937467431037,GapGuard-ClassStrat,clean_defect_positive_guard
38,Det/images/train/00617126.png,1,05,filename_bucket_1000:617,OB,learnable_hard,0.3000317305,0.26,0.3722210676,0.9993721222277792,GapGuard-ClassStrat,clean_defect_positive_guard
39,Det/images/train/00287410.png,1,08,filename_bucket_1000:287,FS,learnable_hard,0.5502775263,0.445,0.3719900978,0.9993667546182435,GapGuard-ClassStrat,clean_defect_positive_guard
40,Det/images/train/00528332.png,1,04,filename_bucket_1000:528,PF,learnable_hard,0.3290517802,0.29,0.3554358417,0.9993657505293974,GapGuard-ClassStrat,clean_defect_positive_guard
41,Det/images/train/00552148.png,1,07,filename_bucket_1000:552,AF,learnable_hard,0.5295039073,0.435,0.3578450619,0.9993608181535354,GapGuard-ClassStrat,clean_defect_positive_guard
42,Det/images/train/00654550.png,1,02,filename_bucket_1000:654,DE,learnable_hard,0.672661774,0.695,0.3806603406,0.9992837531344552,GapGuard-ClassStrat,clean_defect_positive_guard
43,Det/images/train/00398551.png,1,04,filename_bucket_1000:398,RB,learnable_hard,0.5297181503,0.455,0.3538921626,0.9992704533619505,GapGuard-ClassStrat,clean_defect_positive_guard
44,Det/images/train/00323562.png,1,06,filename_bucket_1000:323,OB,learnable_hard,0.4674712867,0.44,0.4061231921,0.9992674759322512,GapGuard-ClassStrat,clean_defect_positive_guard
45,Det/images/train/00519097.png,1,09,filename_bucket_1000:519,FS,learnable_hard,0.5357929737,0.505,0.3526073515,0.9992612137211386,GapGuard-ClassStrat,clean_defect_positive_guard
46,Det/images/train/00700045.png,1,09,filename_bucket_1000:700,PF,learnable_hard,0.4539968254,0.405,0.337353023,0.9992600422841487,GapGuard-ClassStrat,clean_defect_positive_guard
47,Det/images/train/00330549.png,1,00,filename_bucket_1000:330,AF,learnable_hard,0.546616527,0.375,0.3173868343,0.9992542878456602,GapGuard-ClassStrat,clean_defect_positive_guard
48,Det/images/train/01001404.png,1,05,filename_bucket_1000:1001,RB,learnable_hard,0.547395799,0.48,0.3411119887,0.999166232413528,GapGuard-ClassStrat,clean_defect_positive_guard
49,Det/images/train/00959924.png,1,02,filename_bucket_1000:959,DE,learnable_hard,0.3833555019,0.36,0.3488522257,0.999164378656707,GapGuard-ClassStrat,clean_defect_positive_guard
50,Det/images/train/00465504.png,1,00,filename_bucket_1000:465,OB,learnable_hard,0.4169291782,0.28,0.3213560304,0.9991628296367178,GapGuard-ClassStrat,clean_defect_positive_guard
51,Det/images/train/00465856.png,1,00,filename_bucket_1000:465,FS,learnable_hard,0.7057524733,0.7,0.333649859,0.9991556728240321,GapGuard-ClassStrat,clean_defect_positive_guard
52,Det/images/train/00258224.png,1,02,filename_bucket_1000:258,PF,learnable_hard,0.4257677793,0.36,0.3313375321,0.9991543340388914,GapGuard-ClassStrat,clean_defect_positive_guard
53,Det/images/train/00275956.png,1,01,filename_bucket_1000:275,AF,learnable_hard,0.4127597764,0.3,0.3229755856,0.9991477575377827,GapGuard-ClassStrat,clean_defect_positive_guard
54,Det/images/train/00277580.png,1,04,filename_bucket_1000:277,RB,learnable_hard,0.542444432,0.525,0.3268742531,0.9990620114650779,GapGuard-ClassStrat,clean_defect_positive_guard
55,Det/images/train/00472203.png,1,00,filename_bucket_1000:472,OB,learnable_hard,0.570559128,0.555,0.3998749339,0.9990581833411819,GapGuard-ClassStrat,clean_defect_positive_guard
56,Det/images/train/00326242.png,1,09,filename_bucket_1000:326,FS,learnable_hard,0.6091608319,0.54,0.3540928797,0.9990501319269325,GapGuard-ClassStrat,clean_defect_positive_guard
57,Det/images/train/00620981.png,1,06,filename_bucket_1000:620,PF,learnable_hard,0.2913412223,0.25,0.3488793998,0.9990486257936482,GapGuard-ClassStrat,clean_defect_positive_guard
58,Det/images/train/00694695.png,1,00,filename_bucket_1000:694,DE,learnable_hard,0.5768898192,0.575,0.3648080315,0.9990450041789659,GapGuard-ClassStrat,clean_defect_positive_guard
59,Det/images/train/01172055.png,1,07,filename_bucket_1000:1172,AF,learnable_hard,0.457897039,0.35,0.3221735424,0.9990412272298962,GapGuard-ClassStrat,clean_defect_positive_guard
60,Det/images/train/00463724.png,1,09,filename_bucket_1000:463,RB,learnable_hard,0.5931054742,0.595,0.30055553,0.9989577905166407,GapGuard-ClassStrat,clean_defect_positive_guard
61,Det/images/train/00200702.png,1,02,filename_bucket_1000:200,OB,learnable_hard,0.5271872184,0.485,0.4029799289,0.9989535370456549,GapGuard-ClassStrat,clean_defect_positive_guard
62,Det/images/train/00287203.png,1,08,filename_bucket_1000:287,FS,learnable_hard,0.3019831346,0.275,0.3400636848,0.9989445910298347,GapGuard-ClassStrat,clean_defect_positive_guard
63,Det/images/train/00842530.png,1,06,filename_bucket_1000:842,PF,learnable_hard,0.6150604752,0.585,0.3759718822,0.9989429175484024,GapGuard-ClassStrat,clean_defect_positive_guard
64,Det/images/train/00438345.png,1,02,filename_bucket_1000:438,AF,learnable_hard,0.6014737544,0.55,0.3535869022,0.9989346969220193,GapGuard-ClassStrat,clean_defect_positive_guard
65,Det/images/train/00575551.png,1,00,filename_bucket_1000:575,DE,learnable_hard,0.4853188424,0.42,0.3500669471,0.9989256297012225,GapGuard-ClassStrat,clean_defect_positive_guard
66,Det/images/train/01107273.png,1,09,filename_bucket_1000:1107,RB,learnable_hard,0.3771327879,0.28,0.3027730411,0.9988535695682283,GapGuard-ClassStrat,clean_defect_positive_guard
67,Det/images/train/00293082.png,1,07,filename_bucket_1000:293,OB,learnable_hard,0.471959112,0.375,0.359615201,0.9988488907501284,GapGuard-ClassStrat,clean_defect_positive_guard
68,Det/images/train/00290574.png,1,00,filename_bucket_1000:290,FS,learnable_hard,0.5527912851,0.505,0.352378592,0.9988390501327339,GapGuard-ClassStrat,clean_defect_positive_guard
69,Det/images/train/00764889.png,1,08,filename_bucket_1000:764,PF,learnable_hard,0.4938603933,0.49,0.4277750818,0.9988372093031528,GapGuard-ClassStrat,clean_defect_positive_guard
70,Det/images/train/00175950.png,1,06,filename_bucket_1000:175,AF,learnable_hard,0.3890952387,0.265,0.3067914833,0.9988281666141448,GapGuard-ClassStrat,clean_defect_positive_guard
71,Det/images/train/00682902.png,1,00,filename_bucket_1000:682,DE,learnable_hard,0.5492253522,0.6,0.3316996724,0.9988062552234844,GapGuard-ClassStrat,clean_defect_positive_guard
72,Det/images/train/00944031.png,1,05,filename_bucket_1000:944,RB,learnable_hard,0.6305960051,0.56,0.3189027459,0.9987493486198176,GapGuard-ClassStrat,clean_defect_positive_guard
73,Det/images/train/00454023.png,1,05,filename_bucket_1000:454,OB,learnable_hard,0.2982363232,0.29,0.3515067236,0.9987442444546026,GapGuard-ClassStrat,clean_defect_positive_guard
74,Det/images/train/00502005.png,1,01,filename_bucket_1000:502,FS,learnable_hard,0.4574765366,0.415,0.3530677181,0.9987335092356256,GapGuard-ClassStrat,clean_defect_positive_guard
75,Det/images/train/00853663.png,1,00,filename_bucket_1000:853,PF,learnable_hard,0.4870579689,0.47,0.36910795,0.9987315010579082,GapGuard-ClassStrat,clean_defect_positive_guard
76,Det/images/train/01171480.png,1,04,filename_bucket_1000:1171,AF,learnable_hard,0.4122133028,0.245,0.2890521845,0.9987216363062709,GapGuard-ClassStrat,clean_defect_positive_guard
77,Det/images/train/01115378.png,1,00,filename_bucket_1000:1115,DE,learnable_hard,0.4522556709,0.42,0.3256299694,0.9986868807457467,GapGuard-ClassStrat,clean_defect_positive_guard
78,Det/images/train/00623616.png,1,08,filename_bucket_1000:623,RB,learnable_hard,0.5478472904,0.515,0.3503558486,0.9986451276714065,GapGuard-ClassStrat,clean_defect_positive_guard
79,Det/images/train/00465760.png,1,00,filename_bucket_1000:465,OB,learnable_hard,0.5121277086,0.455,0.3288831837,0.9986395981590797,GapGuard-ClassStrat,clean_defect_positive_guard
80,Det/images/train/00325771.png,1,00,filename_bucket_1000:325,FS,learnable_hard,0.5251835101,0.515,0.3653225982,0.9986279683385263,GapGuard-ClassStrat,clean_defect_positive_guard
81,Det/images/train/00717041.png,1,00,filename_bucket_1000:717,PF,learnable_hard,0.6605598862,0.67,0.3657146288,0.9986257928126593,GapGuard-ClassStrat,clean_defect_positive_guard
82,Det/images/train/01189472.png,1,05,filename_bucket_1000:1189,AF,learnable_hard,0.4417670236,0.37,0.291438481,0.9986151059983959,GapGuard-ClassStrat,clean_defect_positive_guard
83,Det/images/train/00717560.png,1,00,filename_bucket_1000:717,DE,learnable_hard,0.6501693824,0.62,0.3585445329,0.9985675062680079,GapGuard-ClassStrat,clean_defect_positive_guard
84,Det/images/train/00406204.png,1,03,filename_bucket_1000:406,RB,learnable_hard,0.5161656842,0.39,0.305302282,0.9985409067229783,GapGuard-ClassStrat,clean_defect_positive_guard
85,Det/images/train/00290573.png,1,00,filename_bucket_1000:290,OB,learnable_hard,0.54825908,0.46,0.3807567746,0.9985349518635431,GapGuard-ClassStrat,clean_defect_positive_guard
86,Det/images/train/01264265.png,1,08,filename_bucket_1000:1264,FS,learnable_hard,0.3975488352,0.38,0.3315793017,0.9985224274414157,GapGuard-ClassStrat,clean_defect_positive_guard
87,Det/images/train/00879818.png,1,09,filename_bucket_1000:879,PF,learnable_hard,0.524896374,0.47,0.3634696759,0.9985200845674141,GapGuard-ClassStrat,clean_defect_positive_guard
88,Det/images/train/01256505.png,1,02,filename_bucket_1000:1256,AF,learnable_hard,0.5576995972,0.49,0.3063482537,0.9985085756905152,GapGuard-ClassStrat,clean_defect_positive_guard
89,Det/images/train/00783117.png,1,01,filename_bucket_1000:783,DE,learnable_hard,0.5814866989,0.53,0.3641384859,0.99844813179027,GapGuard-ClassStrat,clean_defect_positive_guard
90,Det/images/train/00737659.png,1,02,filename_bucket_1000:737,RB,learnable_hard,0.5733082784,0.575,0.2867107036,0.9984366857745673,GapGuard-ClassStrat,clean_defect_positive_guard
91,Det/images/train/00333416.png,1,00,filename_bucket_1000:333,OB,learnable_hard,0.5611130298,0.49,0.3804867007,0.9984303055680205,GapGuard-ClassStrat,clean_defect_positive_guard
92,Det/images/train/00304674.png,1,06,filename_bucket_1000:304,FS,learnable_hard,0.4009392808,0.28,0.3395857979,0.9984168865443146,GapGuard-ClassStrat,clean_defect_positive_guard
93,Det/images/train/00926762.png,1,00,filename_bucket_1000:926,PF,learnable_hard,0.4014573028,0.37,0.3721728125,0.9984143763221688,GapGuard-ClassStrat,clean_defect_positive_guard
94,Det/images/train/00914467.png,1,04,filename_bucket_1000:914,AF,learnable_hard,0.5145260529,0.41,0.296401583,0.9984020453826401,GapGuard-ClassStrat,clean_defect_positive_guard
95,Det/images/train/00597563.png,1,03,filename_bucket_1000:597,RB,learnable_hard,0.5887554461,0.515,0.3294008051,0.9983324648261483,GapGuard-ClassStrat,clean_defect_positive_guard
96,Det/images/train/00654508.png,1,02,filename_bucket_1000:654,DE,learnable_hard,0.5823692714,0.52,0.3785106651,0.9983287573125148,GapGuard-ClassStrat,clean_defect_positive_guard
97,Det/images/train/00453683.png,1,03,filename_bucket_1000:453,OB,learnable_hard,0.5530343623,0.505,0.3630709792,0.9983256592724894,GapGuard-ClassStrat,clean_defect_positive_guard
98,Det/images/train/01106629.png,1,00,filename_bucket_1000:1106,FS,learnable_hard,0.4488077217,0.38,0.3058351216,0.9983113456472149,GapGuard-ClassStrat,clean_defect_positive_guard
99,Det/images/train/00558942.png,1,06,filename_bucket_1000:558,PF,learnable_hard,0.4858711572,0.41,0.3327448828,0.9983086680769224,GapGuard-ClassStrat,clean_defect_positive_guard
100,Det/images/train/00551739.png,1,02,filename_bucket_1000:551,AF,learnable_hard,0.5356487758,0.505,0.3133510747,0.9982955150747644,GapGuard-ClassStrat,clean_defect_positive_guard
101,Det/images/train/00235446.png,1,07,filename_bucket_1000:235,RB,learnable_hard,0.6288658554,0.54,0.3010223956,0.9982282438777001,GapGuard-ClassStrat,clean_defect_positive_guard
102,Det/images/train/01029273.png,1,09,filename_bucket_1000:1029,OB,learnable_hard,0.312311151,0.23,0.3307206825,0.9982210129769655,GapGuard-ClassStrat,clean_defect_positive_guard
103,Det/images/train/01184566.png,1,04,filename_bucket_1000:1184,DE,learnable_hard,0.3834908079,0.29,0.336731949,0.9982093828347719,GapGuard-ClassStrat,clean_defect_positive_guard
104,Det/images/train/01141750.png,1,08,filename_bucket_1000:1141,FS,learnable_hard,0.397996121,0.335,0.335075738,0.9982058047501143,GapGuard-ClassStrat,clean_defect_positive_guard
105,Det/images/train/00296555.png,1,01,filename_bucket_1000:296,PF,learnable_hard,0.5165201754,0.43,0.3594914436,0.9982029598316776,GapGuard-ClassStrat,clean_defect_positive_guard
106,Det/images/train/00260840.png,1,09,filename_bucket_1000:260,AF,learnable_hard,0.6162481737,0.57,0.302161237,0.9981889847668888,GapGuard-ClassStrat,clean_defect_positive_guard
107,Det/images/train/01223227.png,1,03,filename_bucket_1000:1223,RB,learnable_hard,0.6588579465,0.625,0.2911954947,0.9981240229292888,GapGuard-ClassStrat,clean_defect_positive_guard
108,Det/images/train/00610853.png,1,05,filename_bucket_1000:610,OB,learnable_hard,0.399571075,0.32,0.3355804878,0.9981163666814311,GapGuard-ClassStrat,clean_defect_positive_guard
109,Det/images/train/00346061.png,1,07,filename_bucket_1000:346,FS,learnable_hard,0.5055228907,0.395,0.3090766258,0.9981002638530164,GapGuard-ClassStrat,clean_defect_positive_guard
110,Det/images/train/01244416.png,1,04,filename_bucket_1000:1244,PF,learnable_hard,0.5285565771,0.47,0.3516511426,0.9980972515864339,GapGuard-ClassStrat,clean_defect_positive_guard
111,Det/images/train/00588753.png,1,04,filename_bucket_1000:588,DE,learnable_hard,0.5401258921,0.52,0.3419418124,0.9980900083570351,GapGuard-ClassStrat,clean_defect_positive_guard
112,Det/images/train/00184720.png,1,05,filename_bucket_1000:184,AF,learnable_hard,0.5568479145,0.515,0.3268274527,0.9980824544590154,GapGuard-ClassStrat,clean_defect_positive_guard
113,Det/images/train/00566700.png,1,07,filename_bucket_1000:566,RB,learnable_hard,0.3682371784,0.275,0.2798641171,0.9980198019808748,GapGuard-ClassStrat,clean_defect_positive_guard
114,Det/images/train/00333075.png,1,00,filename_bucket_1000:333,OB,learnable_hard,0.4936104612,0.38,0.3621921042,0.9980117203859092,GapGuard-ClassStrat,clean_defect_positive_guard
115,Det/images/train/01152745.png,1,08,filename_bucket_1000:1152,FS,learnable_hard,0.5551661244,0.535,0.3556250405,0.9979947229559172,GapGuard-ClassStrat,clean_defect_positive_guard
116,Det/images/train/01225771.png,1,01,filename_bucket_1000:1225,PF,learnable_hard,0.5450647299,0.525,0.3469528531,0.9979915433411886,GapGuard-ClassStrat,clean_defect_positive_guard
117,Det/images/train/00852042.png,1,02,filename_bucket_1000:852,AF,learnable_hard,0.3440300743,0.22,0.2945712611,0.9979759241511266,GapGuard-ClassStrat,clean_defect_positive_guard
118,Det/images/train/01213491.png,1,03,filename_bucket_1000:1213,DE,learnable_hard,0.4523391626,0.415,0.3969405927,0.9979706338792975,GapGuard-ClassStrat,clean_defect_positive_guard
119,Det/images/train/00216281.png,1,08,filename_bucket_1000:216,RB,learnable_hard,0.5935569811,0.615,0.2989013679,0.9979155810324589,GapGuard-ClassStrat,clean_defect_positive_guard
120,Det/images/train/00598937.png,1,06,filename_bucket_1000:598,OB,learnable_hard,0.6028801581,0.56,0.3382018644,0.9979070740903874,GapGuard-ClassStrat,clean_defect_positive_guard
121,Det/images/train/00287871.png,1,08,filename_bucket_1000:287,FS,learnable_hard,0.6335512328,0.57,0.3330361792,0.9978891820588145,GapGuard-ClassStrat,clean_defect_positive_guard
122,Det/images/train/00827026.png,1,09,filename_bucket_1000:827,PF,learnable_hard,0.4837558815,0.47,0.3881021922,0.9978858350959308,GapGuard-ClassStrat,clean_defect_positive_guard
123,Det/images/train/01217886.png,1,06,filename_bucket_1000:1217,AF,learnable_hard,0.4056606632,0.265,0.2758408781,0.9978693938432535,GapGuard-ClassStrat,clean_defect_positive_guard
124,Det/images/train/00700178.png,1,09,filename_bucket_1000:700,DE,learnable_hard,0.4532715561,0.45,0.3430494864,0.9978512594015605,GapGuard-ClassStrat,clean_defect_positive_guard
125,Det/images/train/00685763.png,1,08,filename_bucket_1000:685,RB,learnable_hard,0.5002854106,0.39,0.2798873098,0.997811360084048,GapGuard-ClassStrat,clean_defect_positive_guard
126,Det/images/train/00617984.png,1,05,filename_bucket_1000:617,OB,learnable_hard,0.5924625459,0.58,0.3660673189,0.9978024277948648,GapGuard-ClassStrat,clean_defect_positive_guard
127,Det/images/train/00465507.png,1,00,filename_bucket_1000:465,FS,learnable_hard,0.7070728525,0.7,0.3152746957,0.9977836411617099,GapGuard-ClassStrat,clean_defect_positive_guard
128,Det/images/train/00763612.png,1,07,filename_bucket_1000:763,PF,learnable_hard,0.7025989374,0.71,0.3703987188,0.9977801268506848,GapGuard-ClassStrat,clean_defect_positive_guard
129,Det/images/train/01155280.png,1,07,filename_bucket_1000:1155,AF,learnable_hard,0.5006078773,0.325,0.2971681002,0.9977628635353739,GapGuard-ClassStrat,clean_defect_positive_guard
130,Det/images/train/00556734.png,1,04,filename_bucket_1000:556,DE,learnable_hard,0.4520747614,0.405,0.3733054466,0.9977318849238221,GapGuard-ClassStrat,clean_defect_positive_guard
131,Det/images/train/00947058.png,1,03,filename_bucket_1000:947,RB,learnable_hard,0.4387411425,0.265,0.242108291,0.9977071391356356,GapGuard-ClassStrat,clean_defect_positive_guard
132,Det/images/train/00173332.png,1,04,filename_bucket_1000:173,OB,learnable_hard,0.4788635436,0.405,0.328156434,0.9976977814993437,GapGuard-ClassStrat,clean_defect_positive_guard
133,Det/images/train/00313441.png,1,01,filename_bucket_1000:313,FS,learnable_hard,0.4908832589,0.47,0.3351845083,0.9976781002646113,GapGuard-ClassStrat,clean_defect_positive_guard
134,Det/images/train/00558940.png,1,06,filename_bucket_1000:558,PF,learnable_hard,0.5434947966,0.435,0.3373139858,0.9976744186054338,GapGuard-ClassStrat,clean_defect_positive_guard
135,Det/images/train/00560859.png,1,01,filename_bucket_1000:560,AF,learnable_hard,0.6540082333,0.615,0.3196018938,0.9976563332274936,GapGuard-ClassStrat,clean_defect_positive_guard
136,Det/images/train/00861217.png,1,09,filename_bucket_1000:861,DE,learnable_hard,0.547770955,0.52,0.327290636,0.997612510446085,GapGuard-ClassStrat,clean_defect_positive_guard
137,Det/images/train/00575569.png,1,00,filename_bucket_1000:575,RB,learnable_hard,0.587873076,0.59,0.274048843,0.997602918187216,GapGuard-ClassStrat,clean_defect_positive_guard
138,Det/images/train/00642071.png,1,01,filename_bucket_1000:642,OB,learnable_hard,0.6540706014,0.64,0.3428583717,0.9975931352038153,GapGuard-ClassStrat,clean_defect_positive_guard
139,Det/images/train/00200953.png,1,02,filename_bucket_1000:200,FS,learnable_hard,0.7275501784,0.715,0.3129542899,0.9975725593675085,GapGuard-ClassStrat,clean_defect_positive_guard
140,Det/images/train/00720466.png,1,09,filename_bucket_1000:720,PF,learnable_hard,0.6326227918,0.67,0.3416336776,0.9975687103601886,GapGuard-ClassStrat,clean_defect_positive_guard
141,Det/images/train/01188504.png,1,01,filename_bucket_1000:1188,AF,learnable_hard,0.5526975105,0.5,0.2682005917,0.9975498029196141,GapGuard-ClassStrat,clean_defect_positive_guard
142,Det/images/train/00968624.png,1,09,filename_bucket_1000:968,RB,learnable_hard,0.4133515537,0.265,0.2879482343,0.9974986972388024,GapGuard-ClassStrat,clean_defect_positive_guard
143,Det/images/train/01289905.png,1,01,filename_bucket_1000:1289,DE,learnable_hard,0.4298395076,0.37,0.3667514472,0.9974931359683472,GapGuard-ClassStrat,clean_defect_positive_guard
144,Det/images/train/01015120.png,1,03,filename_bucket_1000:1015,OB,learnable_hard,0.4034893052,0.355,0.3396692938,0.997488488908293,GapGuard-ClassStrat,clean_defect_positive_guard
145,Det/images/train/00309372.png,1,00,filename_bucket_1000:309,FS,learnable_hard,0.6513264718,0.635,0.3284232085,0.9974670184704029,GapGuard-ClassStrat,clean_defect_positive_guard
146,Det/images/train/00699467.png,1,02,filename_bucket_1000:699,PF,learnable_hard,0.5709544969,0.525,0.3673439495,0.9974630021149363,GapGuard-ClassStrat,clean_defect_positive_guard
147,Det/images/train/01172187.png,1,07,filename_bucket_1000:1172,AF,learnable_hard,0.3864719617,0.24,0.271046396,0.9974432726117372,GapGuard-ClassStrat,clean_defect_positive_guard
148,Det/images/train/01077830.png,1,01,filename_bucket_1000:1077,RB,learnable_hard,0.2964043072,0.175,0.2962934388,0.9973944762903916,GapGuard-ClassStrat,clean_defect_positive_guard
149,Det/images/train/00304681.png,1,06,filename_bucket_1000:304,OB,learnable_hard,0.3485120801,0.265,0.3488521827,0.9973838426127649,GapGuard-ClassStrat,clean_defect_positive_guard
