queue_id,decision,canonical_title,primary_url_checked,source_authority,checked_at,reading_scope,direct_rq_ids,relevance_class,problem_summary_zh,method_overview_zh,conclusion_summary_zh,critical_review_zh,stage1_transfer_zh,cannot_infer_zh,exclusion_reason,reviewer
"RG7847D09333510B20","ELIGIBLE_BROAD","Efficient Adversarial Contrastive Learning via Robustness-Aware Coreset Selection","https://arxiv.org/pdf/2302.03857","OFFICIAL_REPOSITORY","2026-08-10T00:10:58+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ3;RQ4;RQ6","DIRECT_INTERVENTION","论文研究对抗对比学习计算昂贵时，如何选择能保持鲁棒表征的有限训练子集。","RCS 将集合选择写成最小化对抗表征差异的子模近似目标，并用贪心策略在固定子集比例下选择 coreset。","在多个数据集、子集比例和下游任务中，RCS 相对同规模随机子集提高鲁棒表现并接近全量训练。","该方法目标是对抗表征而非 FN95，且 coreset 从头训练与 Stage1 基础数据加 replay 的干预结构不同。","可迁移的是在 D 层按集合边际覆盖而非独立样本分数选取，并保留同预算随机集合对照。","不能认为表征差异最小的子集必然降低 normal 高尾且保护 weak defect 低尾。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG32BC581910F4800D","ELIGIBLE_BROAD","Online hard example mining vs. fixed oversampling strategy for segmentation of new multiple sclerosis lesions from longitudinal FLAIR MRI","https://www.frontiersin.org/articles/10.3389/fnins.2022.1004050/pdf","PRIMARY_PUBLISHER","2026-08-10T00:10:58+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ2;RQ5;RQ6;RQ7","STRICT_CONTROL_NEGATIVE","论文直接检验在线困难样本挖掘是否优于固定正例过采样，以分割新发多发性硬化病灶。","动量教师对候选 patch 计算当前分割误差并选最高误差样本训练，比较固定正例过采样和不同训练时长。","结果没有证明 OHEM 优于固定过采样；固定方案取得最佳点的证据更强，OHEM 主要把敏感度与精确率沿折中方向移动。","研究仅有单次训练验证划分且没有数据增强，论文也明确承认这些限制，因此不能外推稳定性。","这是关键负证据：当前 loss 最大只表示困难，不保证同预算效用；评价必须同时看漏检和误报。","不能由单个医学分割实验断言所有 HEM 无效，但足以否定困难度天然等于价值的前提。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG7E677DD0FC313E33","ELIGIBLE_BROAD","Unsupervised Fine-Tuning Data Selection for ASR Using Self-Supervised Speech Models","https://arxiv.org/pdf/2212.01661","OFFICIAL_REPOSITORY","2026-08-10T00:10:58+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ4;RQ6","DIRECT_INTERVENTION","论文研究固定十小时转写预算下，怎样从九百六十小时语音池选择微调子集并降低 WER 方差。","作者比较预训练 loss 高低尾、PBPE 困惑度、时长、说话人和主题覆盖；每种规则生成八个随机子集并与纯随机十小时对照。","单纯高 loss 或低 loss 与随机几乎持平，保证说话人、主题和词汇覆盖后 PBPE 才能在部分设置超过随机。","各规则仍含随机抽样且按 dev-other 选最佳检查点，不能把差异完全归因于单一选样分数。","强力支持 D：随机基线之所以难打败，可能是天然覆盖来源与内容；Stage1 必须报告视频和模式覆盖。","不能把语音词汇困惑度直接迁移到图像，也不能声称 loss 高尾在任何任务都无用。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG6EB3043E42C08BA8","ELIGIBLE_BROAD","Remember More by Recalling Less: Investigating the Role of Batch Size in Continual Learning with Experience Replay (Student Abstract)","https://ojs.aaai.org/index.php/AAAI/article/download/17958/17763","PRIMARY_PUBLISHER","2026-08-10T00:10:58+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ5;RQ6;RQ8","DIRECT_INTERVENTION","论文研究持续学习中每次从记忆缓冲区回放多少样本，以及更多回放是否一定减少遗忘。","作者固定缓冲区和在线批量，改变 buffer batch size，在 CIFAR、MNIST 和 mini-ImageNet 上各运行十次并检查学习率重权。","大回放批量在困难数据上明显更差，简单提高回放损失权重也没有消除差异，说明曝光强度存在非单调效应。","这是两页学生摘要，机制分析和控制变量有限，持续学习的数据分布也不同于 Stage1 的 i.i.d. 基础训练。","可迁移为 RQ5 的必要消融：固定 unique 样本时分别控制每轮 slots、repeat 和累计曝光，不能只报样本数。","不能从该实验推得 Stage1 的最佳比例，也不能把小批量优势写成普遍规律。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG15F255E1789E8F42","ELIGIBLE_BROAD","Automatic Curriculum Learning With Over-repetition Penalty for Dialogue Policy Learning","https://ojs.aaai.org/index.php/AAAI/article/download/17709/17516","PRIMARY_PUBLISHER","2026-08-10T00:10:58+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ4;RQ5;RQ6","TRANSFER_COMPONENT","论文研究随机用户目标采样为何使对话强化学习低效且不稳定，以及如何动态安排课程。","ACL-DQN 教师根据学生当前学习进度选择目标，以掌握阈值推进难度，并用每个目标的累计选择次数施加重复惩罚。","模拟与人评显示动态掌握课程优于随机 DQN 和固定易到难课程；去掉重复惩罚后选择会集中并降低稳定性。","教师奖励、课程难度和重复惩罚同时作用，论文没有按 Stage1 口径对齐总 replay exposure。","可迁移为顺序机制：R 判断当前是否仍可学习，D 约束重复集中，且课程推进必须依赖实际掌握而非固定 epoch。","不能复制强化学习奖励为图像价值分数，也不能认为固定易到难一定有效。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG58E5DAFC741F617B","ELIGIBLE_BROAD","Unsupervised feature selection via self-paced learning and low-redundant regularization","https://arxiv.org/pdf/2112.07227","OFFICIAL_REPOSITORY","2026-08-10T00:10:58+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ4;RQ5","TRANSFER_COMPONENT","论文研究无监督特征选择中噪声、冗余和不合理样本学习顺序造成的鲁棒性下降。","SPLR 以当前重构损失给样本软权重，随年龄参数逐步纳入复杂样本，并联合子空间、局部流形和低冗余特征正则。","九个数据集的聚类实验和收敛分析显示组合目标优于多数特征选择基线，但不同数据集并非全部占优。","主要干预对象是特征而非有限预算训练照片，且样本课程与多个正则项耦合，没有同预算随机 replay。","可迁移的是软门控优于硬阈值的候选思想，以及在 D 层显式惩罚冗余而非只排最高困难度。","不能把该方法当作样本 replay 复现，也不能从聚类准确率推出 FN95 收益。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG97EB18B8A5831355","ELIGIBLE_BROAD","Self-Paced Curriculum Learning for Visual Question Answering on Remote Sensing Data","https://elib.dlr.de/146238/1/IGARSS_YUAN.pdf","OFFICIAL_REPOSITORY","2026-08-10T00:10:58+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ5;RQ8","DIRECT_MECHANISM","论文研究遥感视觉问答中问题难度差异是否应通过训练阶段课程和自步权重处理。","方法把问题类型先验和长度作为初始难度，再依据上一 epoch 的损失范围更新年龄阈值，比较硬权重、软权重和联合课程。","两套数据与三次训练显示软 SPCL 总体改善，但部分问题类型或设置中基线及其他变体更好。","没有同预算随机样本对照，且课程只在早期十五轮初始化权重，增益不能归因于持续动态 replay。","可迁移的是 epoch lag、先验与当前状态分离、软权重消融，以及训练早期 loss 尚不可靠这一风险。","不能推出从易到难适合 Stage1，也不能把三次运行视为跨 seed 稳定确认。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG439267E702B435CD","ELIGIBLE_BROAD","SELC: Self-Ensemble Label Correction Improves Learning with Noisy Labels","https://www.ijcai.org/proceedings/2022/0455.pdf","PRIMARY_PUBLISHER","2026-08-10T00:10:58+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ5;RQ8","DIRECT_MECHANISM","论文研究网络先学习干净模式、随后记忆错误标签时，如何识别转折点并保留早期可靠预测。","SELC 用历史预测的指数移动平均逐步替换原噪声监督，并以训练损失两分量距离的峰值估计记忆噪声转折点。","合成、实例依赖和真实标签噪声实验显示历史集成可改善末轮准确率，且转折点检测不需要测试集。","它修改标签和损失而非选择有限 replay 集合，三次试验也不足以证明样本级效用跨 seed 稳定。","可迁移到 Q：同时记录置信均值、振荡、损失分布分离与转折点，避免仅凭末轮 loss 判定噪声。","不能把高振荡自动等同于错标签，也不能声称 EMA 预测本身会扩大 Stage1 分数间隔。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG2BD0F59797B19AD4","ELIGIBLE_BROAD","ELFS: Label-Free Coreset Selection with Proxy Training Dynamics","https://arxiv.org/pdf/2406.04273","OFFICIAL_REPOSITORY","2026-08-10T00:10:58+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ4;RQ6","DIRECT_INTERVENTION","论文研究无标签条件下怎样估计训练动态难度并在多个剪枝率选择信息充分且有代表性的 coreset。","ELFS 用深度聚类伪标签计算 AUM、forgetting 或 EL2N，再先剪除极端困难尾部并从另一端收缩到预算。","四个视觉基准上方法在报告的各剪枝率超过随机；消融显示更换三种动态分数影响很小，截取区间更关键。","论文没有清楚报告独立训练 seed 数，且用伪标签验证集搜索困难剪枝率，存在选择超参数的额外监督。","强力支持无权重 Q 后 D：先剔除不可学极端，再覆盖中高难区域；不同动态分数应作为析因而非混合总分。","不能由其结果断言 ELFS 跨 seed 稳压随机，也不能把一次性 coreset 结论直接当作追加 replay 结论。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG19827FEECA4BADC0","ELIGIBLE_BROAD","Airport Detection Using End-to-End Convolutional Neural Network with Hard Example Mining","https://mdpi-res.com/d_attachment/remotesensing/remotesensing-09-01198/article_deploy/remotesensing-09-01198-v2.pdf","PRIMARY_PUBLISHER","2026-08-10T00:10:58+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ2;RQ6;RQ7","DIRECT_INTERVENTION","论文研究机场与复杂背景严重不平衡时，在线高损失正负样本挖掘能否改善检测。","HEM 层在每次迭代按分类与定位损失联合选择正负候选，并配合正负类分别归一化的 weight-balanced loss。","五折数据划分下，HEM 的最终 AP 高于随机、启发式和仅困难负例挖掘，并改善精确率召回率折中。","HEM 与平衡损失、检测架构耦合，表格没有报告跨初始化方差，因而无法确认样本规则本身的稳定因果效应。","可保留为 hardness 可能有用的正例，但必须拆开正负方向、同预算随机和业务局部前沿后再迁移。","不能据此推翻旧 Stage1 的随机结果，也不能认为高 loss 在所有二分类任务中都正向。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG25D68D75CB87D4EF","ELIGIBLE_BROAD","Effects of Label Noise on Deep Learning-Based Skin Cancer Classification","https://www.frontiersin.org/articles/10.3389/fmed.2020.00177/pdf","PRIMARY_PUBLISHER","2026-08-10T00:10:58+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ8","TRANSFER_COMPONENT","论文用同一批皮肤镜图像的皮肤科多数意见和活检金标准，研究系统性标签口径差异对分类器的影响。","作者构造训练标签与测试标签的四种组合，进行四折交叉验证和十次随机模拟，比较准确率、敏感度与特异度。","模型在训练测试口径一致时表现较高，但跨口径测试显著下降，说明网络可以稳定学习标注者的系统性错误。","样本量仅八百余张且只用 ResNet50，不研究选样或 replay；活检病例本身也偏向困难边缘案例。","对 Q 的关键迁移是模型一致性不等于标签正确，必须保留人工复核、来源口径和近重复组等外部证据。","不能从训练轨迹稳定直接判定 clean，也不能由医学标签差异估计 Stage1 的实际噪声率。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG7533D64E4CAC51D9","ELIGIBLE_BROAD","SEEP: Training Dynamics Grounds Latent Representation Search for Mitigating Backdoor Poisoning Attacks","https://aclanthology.org/2024.tacl-1.55.pdf","OFFICIAL_REPOSITORY","2026-08-10T00:10:58+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ4;RQ6","DIRECT_MECHANISM","论文研究高级文本后门攻击下，仅靠现有异常分数难以同时高精度和高召回识别污染训练样本的问题。","SEEP 用跨 epoch 真实标签逆置信度寻找高精度污染种子，再在末层表征中以近邻传播和密度停止规则扩展集合。","四类攻击、四个数据集和三次独立运行显示方法显著降低攻击成功率，但混合表征场景会误删大量干净样本。","攻击触发器会形成特殊簇，与自然错标或 clean-hard 不同；固定最高百分之一种子阈值也来自预实验。","可迁移为 Q 后 D 的两阶段门控：高精度动态种子加表征邻域扩展，并显式报告误删率和保留率。","不能将逆置信度高样本视为普通高价值回流样本，也不能把后门检测效果外推到 FN95 utility。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG33CEC9E185CAB661","ELIGIBLE_BROAD","Data Banzhaf: A Robust Data Valuation Framework for Machine Learning","https://proceedings.mlr.press/v206/wang23e/wang23e.pdf","PRIMARY_PUBLISHER","2026-08-10T00:10:58+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ3;RQ4;RQ6;RQ8","DIRECT_INTERVENTION","论文研究 SGD 随机性导致数据 Shapley 和 LOO 价值排名跨运行不稳定的问题。","作者以集合效用的平均边际贡献定义 Banzhaf 值，证明其 semivalue 安全裕度最大，并用最大样本复用 Monte Carlo 估计。","五 seed 稳定性和十三数据集加权训练显示 Banzhaf 排名更稳且常优于均匀权重，但并非每个数据集都取得最佳结果。","效用计算需要反复训练大量子集，部分实验用 held-out test accuracy 构造效用，不适合直接作为 Stage1 开发协议。","可迁移的是价值必须相对已选集合和随机训练取期望，并把跨 seed 排名稳定性独立于最终干预效用报告。","不能把 Banzhaf 分值直接算在十二万图上作为最终排名，也不能用测试集参与价值构造。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG24619E6A9B7207D1","ELIGIBLE_BROAD","Latent State Models of Training Dynamics","https://arxiv.org/pdf/2308.09543","OFFICIAL_REPOSITORY","2026-08-10T00:10:58+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ8","DIRECT_MECHANISM","论文研究初始化与数据顺序随机性怎样形成不同训练轨迹，以及为何部分运行更慢或更差。","方法从每个 checkpoint 提取十四种权重统计量，用 Gaussian HMM 在四十个 seed 的序列上学习离散训练状态和转移图。","研究发现慢收敛 detour 状态与 seed 敏感性相关；架构和超参数稳定化后分叉轨迹可消失，且差异常在早期出现。","分析单位是整条 run 而非单张样本，HMM 假设离散、线性、马尔可夫状态，不能自动解释样本 utility。","可迁移为 Stage1 过程调查：比较好坏 seed 的状态分叉、早期异常和后期 detour，而不只看 epoch200 终点。","不能从某个 run 的 detour 状态直接定位高价值照片，也不能把四十 seed 结果外推到当前架构而不复验。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG4BC68712C4D3BDB2","ELIGIBLE_BROAD","Efficient Contrastive Learning via Novel Data Augmentation and Curriculum Learning","https://aclanthology.org/2021.emnlp-main.138.pdf","OFFICIAL_REPOSITORY","2026-08-10T00:10:58+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ5;RQ8","TRANSFER_COMPONENT","论文研究持续预训练中怎样安排数据增强难度，以较低显存改善对比学习收敛和下游表现。","方法逐步提高 cutoff 与 PCA jittering 噪声，比较离散十阶段、连续增长和每步随机增强强度。","五个随机 seed 的中位数显示离散课程总体最好，连续课程因过快越过简单阶段而较差，但 CoLA 上无课程最好。","课程改变的是增强强度而非训练样本身份，且开发集多任务平均值不能对应 Stage1 的有限 replay 预算。","可迁移的是时间表必须与随机强度对照，连续变化和阶梯变化不能混称，且方法可能在不同终点方向反转。","不能据此设定 Stage1 的线性衰减比例，也不能把增强难度当作样本可学习性 R。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
