queue_id,decision,canonical_title,primary_url_checked,source_authority,checked_at,reading_scope,direct_rq_ids,relevance_class,problem_summary_zh,method_overview_zh,conclusion_summary_zh,critical_review_zh,stage1_transfer_zh,cannot_infer_zh,exclusion_reason,reviewer
"RG68DFFA9A635943B1","ELIGIBLE_BROAD","Semi-Supervised Learning for Maximizing the Partial AUC","https://ojs.aaai.org/index.php/AAAI/article/download/5846/5702","PRIMARY_PUBLISHER","2026-08-10T01:23:34+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ8","TARGET_METRIC","论文研究只关心 ROC 指定假阳性率区间时，如何利用未标注数据直接优化 partial AUC，而非平均整个分类空间。","作者推导正例加未标注和负例加未标注的两种 pAUC 近似，并将有标签 pAUC 与两项平滑半监督 pairwise 目标联合训练。","九个异常检测数据集、三个局部 FPR 区间和三十次随机划分显示，方法在多数设置达到最优或统计上不劣于最优，局部目标通常优于普通交叉熵。","方法需要已知或估计未标注正例比例，多个损失权重和早停均在验证集调节；它没有研究训练样本选择或固定 FN 上限。","Stage1 可迁移两端尾部 pairwise 局部目标，用独立 val_target 构造 FN95 关键方向，并继续以原始整数安全前沿作最终评价。","不能把该论文的 FPR 区间直接等同于 FN≤95，也不能据此证明用局部 pAUC 梯度选出的回流样本会优于随机。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG1CEDCFA1127E574E","ELIGIBLE_BROAD","CS-Shapley: Class-wise Shapley Values for Data Valuation in Classification","https://arxiv.org/pdf/2211.06800","OFFICIAL_REPOSITORY","2026-08-10T01:23:34+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ3;RQ4;RQ7","DIRECT_INTERVENTION","论文指出普通整体准确率 Shapley 难以区分样本对本类与他类的相反作用，因而可能误排有害或错标样本。","CS-Shapley 定义类别条件价值函数，分别度量样本对类内准确率和类外环境的边际贡献，并用截断 Monte Carlo 按类别近似。","九个数据集、四类传统分类器的删除、噪声标签检测和跨模型迁移实验中，该方法总体优于 TMC-Shapley、Beta-Shapley 与留一法，但并非每个数据集都最佳。","删除高值样本后的性能下降提供了干预证据，但没有严格同预算随机基线；近似代价高，多分类结果较弱，向深网迁移主要依赖简单模型代理。","Stage1 可借鉴把 normal 收益和 defect 伤害分开记录，并用删除或回流干预验证排序，而非把二者压成一个不透明总分。","不能据此认定类别 Shapley 可承受十二万图像两百轮估值，也不能把删除效应的排序直接等价为重复曝光的边际价值。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG8C763C55DBD85090","ELIGIBLE_BROAD","In-the-Wild Model Organisms: Mitigating Undesirable Emergent Behaviors in Production LLM Post-Training via Data Attribution","https://arxiv.org/pdf/2602.11079","OFFICIAL_REPOSITORY","2026-08-10T01:23:34+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ3;RQ5;RQ7;RQ8","DIRECT_INTERVENTION","论文研究生产级偏好训练中，如何从内部激活变化追溯造成不良行为的训练对，并通过真实数据干预验证归因。","方法将训练对的激活差向量与目标行为变化向量做余弦相似度排序，比较 LESS 梯度归因、LLM 评审和随机，并执行过滤、标签交换及来源模型级删除后重训。","小干预时梯度法和 LLM 评审更强，规模扩大后激活法持续改善；过滤三万对将有害率降低约六成三，标签交换降低约七成八，来源级删除约八成五。","这是少见的因果重训证据和预算分层反转，但只研究一个模型家族和一种行为；区间主要由评估样本 bootstrap 得到，未报告独立训练 seed 重复。","Stage1 可迁移目标方向归因、不同预算分别比较、负随机基线以及来源组级干预，并重点检查小预算与大预算排序是否反转。","不能把激活相似度直接当图像 replay 价值，也不能把 bootstrap 评估区间误写成跨初始化稳定性证据。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG254E81CD85A50D22","ELIGIBLE_BROAD","Deep Learning on a Data Diet: Finding Important Examples Early in\n Training","https://arxiv.org/pdf/2107.07075","OFFICIAL_REPOSITORY","2026-08-10T01:23:34+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ2;RQ4;RQ5;RQ7","DIRECT_INTERVENTION","论文研究能否在训练早期识别对泛化重要的样本，并区分困难样本、冗余样本和噪声尾部。","作者提出期望梯度范数 GraNd 与误差向量范数 EL2N，以十次独立评分轨迹取平均，再用不同初始化重训所选子集并和全量及同规模随机比较。","中等剪枝率下早期 EL2N 可保留甚至略升准确率；极端剪枝会因覆盖不足骤降，滑动窗口还显示最最高分约五百个样本应被排除，标签噪声越大该现象越明显。","论文纠正过初始化 GraNd 的历史实现错误，并显示单网络分数不及多轨迹平均；其任务是静态剪枝而非额外 replay，但对最高难度尾部的负结果非常直接。","Stage1 应保留 current-loss 或 EL2N 作为困难度对照，同时独立测试可靠性门控和覆盖约束，并按预算寻找 Goldilocks 区间。","不能把小 GraNd 解释成绝对无用，也不能把大 EL2N 解释成必然有价值；删除和重复训练的作用方向仍需真实回流干预。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGBBDE7FEFA3C75C54","ELIGIBLE_BROAD","Learning to Weight Parameters for Training Data Attribution","https://arxiv.org/pdf/2506.05647","OFFICIAL_REPOSITORY","2026-08-10T01:23:34+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ3;RQ7","DIRECT_MECHANISM","论文研究梯度归因把所有参数组等权处理的问题，并检验不同层和功能模块是否携带质量不同的归因信号。","作者为参数组学习非负权重，用已有归因排名自监督优化信噪比目标，再将权重应用于 TracIn、TRAK、EK-FAC 等梯度归因；训练、权重学习与评估数据严格分离。","图像分类、语言建模和扩散模型实验显示参数组归因能力高度异质，学习权重普遍提高 LDS、错标检测和一步 tail-patch 指标。","权重从基础归因法自举，继承其偏差；主要指标是归因一致性而非完整重训效用，tail-patch 只有一步，且层级权重仍较粗。","Stage1 若采分类头梯度，应明确它只是低成本 proxy，并用独立 val_target 学方向、在真实 replay 中验证；还可比较头部与更深层参数组。","不能把更高 LDS 或一步概率提升等同于两百轮 FN95 改善，也不能称最后一层 alignment 为完整 influence。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG498032B5B2C37843","ELIGIBLE_BROAD","DERLight: A Deep Reinforcement Learning Traffic Light Control Algorithm with Dual Experience Replay","https://jit.ndhu.edu.tw/article/download/3014/3038","AUTHOR_HOSTED","2026-08-10T01:23:34+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ5;RQ6","TRANSFER_COMPONENT","论文研究交通信号强化学习中，怎样在普通经验池之外保存高即时奖励经验，并动态调节第二经验池的训练次数。","DERLight 从基础池随机采样，同时把即时奖励高于历史平均且高于奖励范围中位数的转移放入优先池，并用由奖励变化拟合的动态 epoch 决定额外更新。","八个仿真和真实交通流上，完整 DERLight 多数情况下缩短行程时间并提高吞吐，训练时间也略降。","系统同时改变奖励、双池和训练频率，未提供同算法同预算的随机优先池消融或多 seed；所谓优先经验价值因此无法单独识别。","Stage1 只可借鉴把 replay 槽位、启动概率和额外 optimizer step 全部记账，并设置相同累计曝光与随机池对照。","不能把高即时奖励对应到分类样本高价值，也不能据此声称动态 epoch 本身优于随机回流或适合固定二分类训练。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG0124A17CB6368968","ELIGIBLE_BROAD","Less is More: Data Pruning for Faster Adversarial Training","https://arxiv.org/pdf/2302.12366","OFFICIAL_REPOSITORY","2026-08-10T01:23:34+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ3;RQ5;RQ6;RQ7","DIRECT_INTERVENTION","论文研究对抗训练计算成本高时，能否周期性选择较小数据子集，在牺牲较少鲁棒性的同时获得显著加速。","Adv-GLISTER 选择使验证对抗损失更优的子集，Adv-GRAD-MATCH 选择与全训练对抗梯度匹配的加权子集，并每二十或四十轮刷新一次。","在 CIFAR-10/100 的 TRADES 与 MART 中，方法取得约二到五倍加速，但干净准确率和 AutoAttack 鲁棒率通常低于全量训练，部分强攻击点才优于 Bullet-Train。","论文主要目标是效率而非同预算泛化；表中没有严格随机子集对照，且作者承认复杂数据上准确率与鲁棒性下降，所以结论不能简化为梯度选择有效。","Stage1 可迁移验证目标驱动选择、周期刷新、选择次数消融和实际计算记账，并把随机同规模子集列为不可缺少的额外对照。","不能据此宣称 GradMatch 或 GLISTER 稳压随机，也不能把对抗鲁棒性上的局部点直接外推到 FN95 安全前沿。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG4E7AAB3589A6092D","ELIGIBLE_BROAD","Play it Straight: An Intelligent Data Pruning Technique for Green-AI","https://link.springer.com/content/pdf/10.1007/978-3-031-78977-9_5.pdf","PRIMARY_PUBLISHER","2026-08-10T01:23:34+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ2;RQ5;RQ6;RQ7","DIRECT_INTERVENTION","论文研究怎样避免预先猜固定剪枝率，并在目标准确率约束下动态加入数据以降低训练能耗。","方法先用每轮随机子集训练做 boot，再按当前模型的不确定性与预测误差组合逐轮加入 Top-K，累计所选样本继续参与后续微调。","CIFAR-10/100 上，它在多个目标准确率下比全量、RS2、主动学习和多种剪枝方法耗能更低；但不同不确定性规则差异小，复杂数据的部分目标仍无法达到。","比较的是达到目标精度的总能耗，各方法学习率日程和重训方式不同；没有报告独立 seed，RS2 虽是随机基线但并非严格匹配累计样本曝光。","Stage1 可迁移按阶段逐步出结果、记录达到业务约束的成本，以及 boot 随机探索后再利用；动态方法仍须精确对齐曝光与 steps。","不能由节能曲线推出选中图片有稳定 utility，也不能把置信度加误差的 Top-K 当成已经优于随机的价值函数。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGBAA87164263B59C0","ELIGIBLE_BROAD","Competence-based Multimodal Curriculum Learning for Medical Report Generation","https://arxiv.org/pdf/2206.14579","OFFICIAL_REPOSITORY","2026-08-10T01:23:34+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ6;RQ8","TRANSFER_COMPONENT","论文研究医学报告生成中视觉和文本难度不同步时，怎样根据当前模型能力动态选择尚未学好的课程，而不是固定一个难度总分。","作者构造四种视觉或文本难度排序，按 competence 函数逐步开放数据，并以各课程当前 perplexity 选择最未学好的课程继续训练。","两个医学影像数据集和多个生成基线中，CMCL 在多数指标上改善；消融显示直接相加四个难度最差，动态选择通常优于随机或固定顺序路线。","动态路线与样本难度、训练顺序同时改变，实验未报告独立 seed 和严格曝光匹配；任务是多模态生成而非二分类局部安全指标。","Stage1 可迁移按状态选择未学好的分层、避免任意相加困难度，并将路线随机、固定顺序和动态选择作为独立消融。","不能据此认定 perplexity 最大的照片应回流，也不能把医学文本生成指标提升直接映射为 normal 与 defect 尾部同时改善。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGDFFB17E0E6BB85BC","ELIGIBLE_BROAD","Self-Paced Learning for Latent Variable Models","https://ai.stanford.edu/~koller/Papers/Kumar+al:NIPS10.pdf","OFFICIAL_REPOSITORY","2026-08-10T01:23:34+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ6;RQ8","DIRECT_MECHANISM","论文研究非凸潜变量模型容易陷入坏局部最优时，是否应让模型先学习当前能拟合的样本集合，再逐步加入更难数据。","方法以二值样本权重和模型参数构成双凸目标，交替选择低当前损失样本并更新参数，再退火阈值直到全数据进入训练。","四类任务上自步学习通常得到更低目标值，并在多个实验改善训练或测试误差；作者还展示了先易后难可帮助最终定位原本困难样本。","论文强调容易性属于样本集合与当前模型，而非照片固定属性；但优化只保证局部解，部分 MNIST 任务测试误差与普通 CCCP 相同，且没有随机顺序预算对照。","Stage1 可迁移状态条件化价值、burn-in 与逐步开放候选池，并把训练时序作为因果变量，而不是给每张图永久贴难易标签。","不能据此推断容易样本总应先学、困难样本总应后学，也不能把潜变量目标值改进等同于跨 seed 的 FN95 改进。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG1FCBA1C8BB92814A","ELIGIBLE_BROAD","TEAL: New Selection Strategy for Small Buffers in Experience Replay Class Incremental Learning","https://arxiv.org/pdf/2407.00673","OFFICIAL_REPOSITORY","2026-08-10T01:23:34+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ5;RQ6;RQ7","DIRECT_INTERVENTION","论文研究类增量学习中经验缓存很小时，随机、中心点或不确定性选样为何难以同时保持代表性和多样性。","TEAL 在每类 embedding 空间按递增簇数迭代聚类，从尚未覆盖的大簇中选局部典型样本，并保存可随新类别到来逐步裁剪的优先序列。","四到十次重复的实验显示，小缓存下 TEAL 相对随机和不确定性提高约二到四个百分点，并可增强多种 replay 方法；缓存变大时相对优势缩小且有个别设置不再占优。","它对选择策略做了较干净的固定缓存比较并报告重复，但属于类增量遗忘；embedding 由已训练模型生成，迭代聚类成本和任务顺序均影响结果。","Stage1 可迁移每视频或特征簇覆盖、预算越小时越强的 D 约束，以及同一评分下对比 Top-K、聚类和随机采样。","不能据此断言典型样本永远优于随机，也不能把保存旧类代表性直接解释为降低 normal 高尾且保护 defect 低尾。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGB6C56F058DC5ED57","ELIGIBLE_BROAD","AFLN-DGCL: Adaptive Feature Learning Network with Difficulty-Guided Curriculum Learning for skin lesion segmentation","https://research.polyu.edu.hk/en/publications/afln-dgcl-adaptive-feature-learning-network-with-difficulty-guide/","OFFICIAL_REPOSITORY","2026-08-10T01:23:34+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ6","TRANSFER_COMPONENT","论文研究皮肤病灶分割中困难与容易样本训练失衡引起的过拟合，并提出分阶段难度课程作为系统组件。","机构原始记录说明系统包含自适应特征网络、多尺度集成、Difficulty-Guided Curriculum Learning 的阶梯训练和最大连通域后处理。","摘要报告在 ISIC 2016、2017、2018 上取得较高 DICE、JAC 和 ACC，并将稳定表现归因于完整框架。","当前合法来源只有机构记录与摘要，无法核对难度公式、课程比例、随机基线、seed 和独立消融；多个网络及后处理模块也共同变化。","Stage1 仅把它登记为阶段式困难课程的跨领域线索，后续若进入 SCREENED 层必须先取得全文并核对方法与消融。","不能由摘要级完整系统结果推出难度课程有效，更不能据此设计具体 replay 阈值、预算或声称优于随机。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
