img_path,img_rel_path,gt,pred,p_abnormal,p_normal,top1_label,top1_prob,top2_label,top2_prob,top3_label,top3_prob,heuristic_group,heuristic_reason
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00292889.png,train\Normal\00292889.png,Normal,Abnormal,0.851074,0.14917,Abnormal,0.851074,Normal,0.14917,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00375607.png,train\Normal\00375607.png,Normal,Abnormal,0.848633,0.151489,Abnormal,0.848633,Normal,0.151489,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00500159.png,train\Normal\00500159.png,Normal,Abnormal,0.84668,0.153076,Abnormal,0.84668,Normal,0.153076,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00019908.png,train\Normal\00019908.png,Normal,Abnormal,0.82666,0.173218,Abnormal,0.82666,Normal,0.173218,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00431431.png,train\Normal\00431431.png,Normal,Abnormal,0.823242,0.176758,Abnormal,0.823242,Normal,0.176758,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00314643.png,train\Normal\00314643.png,Normal,Abnormal,0.793457,0.206299,Abnormal,0.793457,Normal,0.206299,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00405652.png,train\Normal\00405652.png,Normal,Abnormal,0.789062,0.21106,Abnormal,0.789062,Normal,0.21106,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00397824.png,train\Normal\00397824.png,Normal,Abnormal,0.782227,0.217896,Abnormal,0.782227,Normal,0.217896,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00421443.png,train\Normal\00421443.png,Normal,Abnormal,0.781738,0.21814,Abnormal,0.781738,Normal,0.21814,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00161664.png,train\Normal\00161664.png,Normal,Abnormal,0.773438,0.226318,Abnormal,0.773438,Normal,0.226318,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00317919.png,train\Normal\00317919.png,Normal,Abnormal,0.752441,0.247681,Abnormal,0.752441,Normal,0.247681,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00288653.png,train\Normal\00288653.png,Normal,Abnormal,0.735352,0.264893,Abnormal,0.735352,Normal,0.264893,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00281638.png,train\Normal\00281638.png,Normal,Abnormal,0.73291,0.26709,Abnormal,0.73291,Normal,0.26709,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00022588.png,train\Normal\00022588.png,Normal,Abnormal,0.731934,0.267822,Abnormal,0.731934,Normal,0.267822,,0.0,水膜,饱和度较低且整体亮度变化平缓。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00348831.png,train\Normal\00348831.png,Normal,Abnormal,0.712402,0.287598,Abnormal,0.712402,Normal,0.287598,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00350801.png,train\Normal\00350801.png,Normal,Abnormal,0.693359,0.306641,Abnormal,0.693359,Normal,0.306641,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00300113.png,train\Normal\00300113.png,Normal,Abnormal,0.683594,0.316406,Abnormal,0.683594,Normal,0.316406,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00458420.png,train\Normal\00458420.png,Normal,Abnormal,0.675781,0.324463,Abnormal,0.675781,Normal,0.324463,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00388181.png,train\Normal\00388181.png,Normal,Abnormal,0.674805,0.325439,Abnormal,0.674805,Normal,0.325439,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00414024.png,train\Normal\00414024.png,Normal,Abnormal,0.65918,0.341064,Abnormal,0.65918,Normal,0.341064,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00453020.png,train\Normal\00453020.png,Normal,Abnormal,0.64502,0.354736,Abnormal,0.64502,Normal,0.354736,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00314789.png,train\Normal\00314789.png,Normal,Abnormal,0.63916,0.361084,Abnormal,0.63916,Normal,0.361084,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00365492.png,train\Normal\00365492.png,Normal,Abnormal,0.633789,0.366211,Abnormal,0.633789,Normal,0.366211,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00347413.png,train\Normal\00347413.png,Normal,Abnormal,0.631348,0.368896,Abnormal,0.631348,Normal,0.368896,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00359446.png,train\Normal\00359446.png,Normal,Abnormal,0.623535,0.376465,Abnormal,0.623535,Normal,0.376465,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00449921.png,train\Normal\00449921.png,Normal,Abnormal,0.621582,0.378662,Abnormal,0.621582,Normal,0.378662,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00437560.png,train\Normal\00437560.png,Normal,Abnormal,0.604004,0.395752,Abnormal,0.604004,Normal,0.395752,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00022864.png,train\Normal\00022864.png,Normal,Abnormal,0.600586,0.399414,Abnormal,0.600586,Normal,0.399414,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00141992.png,train\Normal\00141992.png,Normal,Abnormal,0.594238,0.405762,Abnormal,0.594238,Normal,0.405762,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00339405.png,train\Normal\00339405.png,Normal,Abnormal,0.59375,0.40625,Abnormal,0.59375,Normal,0.40625,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00160245.png,train\Normal\00160245.png,Normal,Abnormal,0.59082,0.40918,Abnormal,0.59082,Normal,0.40918,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00351805.png,train\Normal\00351805.png,Normal,Abnormal,0.588867,0.411377,Abnormal,0.588867,Normal,0.411377,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00022239.png,train\Normal\00022239.png,Normal,Abnormal,0.572754,0.427246,Abnormal,0.572754,Normal,0.427246,,0.0,水膜,饱和度较低且整体亮度变化平缓。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00341441.png,train\Normal\00341441.png,Normal,Abnormal,0.571777,0.428467,Abnormal,0.571777,Normal,0.428467,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00331791.png,train\Normal\00331791.png,Normal,Abnormal,0.571289,0.428711,Abnormal,0.571289,Normal,0.428711,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00025314.png,train\Normal\00025314.png,Normal,Abnormal,0.568359,0.431885,Abnormal,0.568359,Normal,0.431885,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00143693.png,train\Normal\00143693.png,Normal,Abnormal,0.551758,0.448242,Abnormal,0.551758,Normal,0.448242,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00158209.png,train\Normal\00158209.png,Normal,Abnormal,0.537109,0.462646,Abnormal,0.537109,Normal,0.462646,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00340160.png,train\Normal\00340160.png,Normal,Abnormal,0.53418,0.466064,Abnormal,0.53418,Normal,0.466064,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00384016.png,train\Normal\00384016.png,Normal,Abnormal,0.53418,0.465576,Abnormal,0.53418,Normal,0.465576,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00261378.png,train\Normal\00261378.png,Normal,Abnormal,0.530762,0.469482,Abnormal,0.530762,Normal,0.469482,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00314262.png,train\Normal\00314262.png,Normal,Abnormal,0.527344,0.4729,Abnormal,0.527344,Normal,0.4729,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00016807.png,train\Normal\00016807.png,Normal,Abnormal,0.524902,0.475098,Abnormal,0.524902,Normal,0.475098,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00397769.png,train\Normal\00397769.png,Normal,Abnormal,0.520508,0.479248,Abnormal,0.520508,Normal,0.479248,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00491047.png,train\Normal\00491047.png,Normal,Normal,0.498047,0.501953,Normal,0.501953,Abnormal,0.498047,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00382971.png,train\Normal\00382971.png,Normal,Normal,0.487793,0.512207,Normal,0.512207,Abnormal,0.487793,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00499653.png,train\Normal\00499653.png,Normal,Normal,0.481445,0.518555,Normal,0.518555,Abnormal,0.481445,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00462787.png,train\Normal\00462787.png,Normal,Normal,0.474365,0.525391,Normal,0.525391,Abnormal,0.474365,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00428317.png,train\Normal\00428317.png,Normal,Normal,0.471191,0.528809,Normal,0.528809,Abnormal,0.471191,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00313867.png,train\Normal\00313867.png,Normal,Normal,0.462646,0.537109,Normal,0.537109,Abnormal,0.462646,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00312268.png,train\Normal\00312268.png,Normal,Normal,0.461182,0.539062,Normal,0.539062,Abnormal,0.461182,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00471490.png,train\Normal\00471490.png,Normal,Normal,0.45752,0.54248,Normal,0.54248,Abnormal,0.45752,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00317503.png,train\Normal\00317503.png,Normal,Normal,0.456299,0.543945,Normal,0.543945,Abnormal,0.456299,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00018926.png,train\Normal\00018926.png,Normal,Normal,0.447998,0.552246,Normal,0.552246,Abnormal,0.447998,,0.0,水膜,饱和度较低且整体亮度变化平缓。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00345686.png,train\Normal\00345686.png,Normal,Normal,0.446045,0.554199,Normal,0.554199,Abnormal,0.446045,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00463730.png,train\Normal\00463730.png,Normal,Normal,0.436279,0.563965,Normal,0.563965,Abnormal,0.436279,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00321463.png,train\Normal\00321463.png,Normal,Normal,0.429932,0.570312,Normal,0.570312,Abnormal,0.429932,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00344448.png,train\Normal\00344448.png,Normal,Normal,0.427979,0.571777,Normal,0.571777,Abnormal,0.427979,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00354695.png,train\Normal\00354695.png,Normal,Normal,0.425293,0.574707,Normal,0.574707,Abnormal,0.425293,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00473308.png,train\Normal\00473308.png,Normal,Normal,0.423584,0.57666,Normal,0.57666,Abnormal,0.423584,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00399031.png,train\Normal\00399031.png,Normal,Normal,0.421875,0.578125,Normal,0.578125,Abnormal,0.421875,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00013447.png,train\Normal\00013447.png,Normal,Normal,0.419434,0.580566,Normal,0.580566,Abnormal,0.419434,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00368992.png,train\Normal\00368992.png,Normal,Normal,0.412109,0.587891,Normal,0.587891,Abnormal,0.412109,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00479528.png,train\Normal\00479528.png,Normal,Normal,0.408691,0.591309,Normal,0.591309,Abnormal,0.408691,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00369033.png,train\Normal\00369033.png,Normal,Normal,0.404785,0.595215,Normal,0.595215,Abnormal,0.404785,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00341812.png,train\Normal\00341812.png,Normal,Normal,0.404541,0.595215,Normal,0.595215,Abnormal,0.404541,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00315400.png,train\Normal\00315400.png,Normal,Normal,0.401855,0.598145,Normal,0.598145,Abnormal,0.401855,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00306773.png,train\Normal\00306773.png,Normal,Normal,0.39624,0.603516,Normal,0.603516,Abnormal,0.39624,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00038009.png,train\Normal\00038009.png,Normal,Normal,0.391357,0.608887,Normal,0.608887,Abnormal,0.391357,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00400764.png,train\Normal\00400764.png,Normal,Normal,0.387695,0.612305,Normal,0.612305,Abnormal,0.387695,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00035450.png,train\Normal\00035450.png,Normal,Normal,0.370361,0.629395,Normal,0.629395,Abnormal,0.370361,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00277841.png,train\Normal\00277841.png,Normal,Normal,0.368408,0.631836,Normal,0.631836,Abnormal,0.368408,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00481075.png,train\Normal\00481075.png,Normal,Normal,0.366211,0.633789,Normal,0.633789,Abnormal,0.366211,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00350271.png,train\Normal\00350271.png,Normal,Normal,0.365479,0.634277,Normal,0.634277,Abnormal,0.365479,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00006200.png,train\Normal\00006200.png,Normal,Normal,0.362793,0.637207,Normal,0.637207,Abnormal,0.362793,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00402029.png,train\Normal\00402029.png,Normal,Normal,0.361328,0.638672,Normal,0.638672,Abnormal,0.361328,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00348805.png,train\Normal\00348805.png,Normal,Normal,0.360596,0.639648,Normal,0.639648,Abnormal,0.360596,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00374379.png,train\Normal\00374379.png,Normal,Normal,0.360596,0.63916,Normal,0.63916,Abnormal,0.360596,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00444328.png,train\Normal\00444328.png,Normal,Normal,0.360352,0.639648,Normal,0.639648,Abnormal,0.360352,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00153734.png,train\Normal\00153734.png,Normal,Normal,0.359375,0.640625,Normal,0.640625,Abnormal,0.359375,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00314982.png,train\Normal\00314982.png,Normal,Normal,0.35791,0.64209,Normal,0.64209,Abnormal,0.35791,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00001524.png,train\Normal\00001524.png,Normal,Normal,0.357178,0.642578,Normal,0.642578,Abnormal,0.357178,,0.0,反光,高亮区域比例偏高且亮度波动明显。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00132693.png,train\Normal\00132693.png,Normal,Normal,0.357178,0.643066,Normal,0.643066,Abnormal,0.357178,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00477476.png,train\Normal\00477476.png,Normal,Normal,0.355957,0.644043,Normal,0.644043,Abnormal,0.355957,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00383285.png,train\Normal\00383285.png,Normal,Normal,0.350586,0.649414,Normal,0.649414,Abnormal,0.350586,,0.0,污渍,亮度与颜色波动同时较强。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00039977.png,train\Normal\00039977.png,Normal,Normal,0.348877,0.651367,Normal,0.651367,Abnormal,0.348877,,0.0,其他,未命中显著启发式规则。
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\train\Normal\00285297.png,train\Normal\00285297.png,Normal,Normal,0.345459,0.654297,Normal,0.654297,Abnormal,0.345459,,0.0,污渍,亮度与颜色波动同时较强。
