row_id,img_id,split,gt_label,gt_index,img_rel_path,img_path,pred_label,pred_index,correct,top5_correct,top1_prob,top2_label,top2_prob,top3_label,top3_prob,margin,entropy,entropy_norm,p_normal,p_abnormal,abnormal_conf,width,height,aspect_ratio,embedding_index,top5_labels_json,top5_probs_json,probs_json
646,00335759,val,Normal,1,val/Normal/00335759.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00335759.png,Abnormal,0,0,1,0.9997811913490295,Normal,0.00021881921566091478,Normal,0.00021881921566091478,0.9995623721333686,0.0020628321555012544,0.002976037720927951,0.00021881921566091478,0.9997811807843391,0.9997811807843391,480,576,0.833333,646,"[""Abnormal"", ""Normal""]","[0.9997811913490295, 0.00021881921566091478]","{""Abnormal"": 0.9997811913490295, ""Normal"": 0.00021881921566091478}"
647,00339297,val,Normal,1,val/Normal/00339297.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00339297.png,Abnormal,0,0,1,0.9856464266777039,Normal,0.01435360312461853,Normal,0.01435360312461853,0.9712928235530853,0.07516322904072115,0.10843761779424972,0.01435360312461853,0.9856463968753815,0.9856463968753815,352,288,1.222222,647,"[""Abnormal"", ""Normal""]","[0.9856464266777039, 0.01435360312461853]","{""Abnormal"": 0.9856464266777039, ""Normal"": 0.01435360312461853}"
649,00343781,val,Normal,1,val/Normal/00343781.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00343781.png,Abnormal,0,0,1,0.9930590391159058,Normal,0.0069409082643687725,Normal,0.0069409082643687725,0.986118130851537,0.04141536997148663,0.05974974887444545,0.0069409082643687725,0.9930590917356312,0.9930590917356312,352,288,1.222222,649,"[""Abnormal"", ""Normal""]","[0.9930590391159058, 0.0069409082643687725]","{""Abnormal"": 0.9930590391159058, ""Normal"": 0.0069409082643687725}"
651,00346933,val,Normal,1,val/Normal/00346933.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00346933.png,Abnormal,0,0,1,0.9348095655441284,Normal,0.06519043445587158,Normal,0.06519043445587158,0.8696191310882568,0.24101653205563847,0.3477133555689255,0.06519043445587158,0.9348095655441284,0.9348095655441284,352,288,1.222222,651,"[""Abnormal"", ""Normal""]","[0.9348095655441284, 0.06519043445587158]","{""Abnormal"": 0.9348095655441284, ""Normal"": 0.06519043445587158}"
655,00360512,val,Normal,1,val/Normal/00360512.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00360512.png,Abnormal,0,0,1,0.6637433171272278,Normal,0.33625665307044983,Normal,0.33625665307044983,0.32748666405677795,0.638521276590688,0.9211914792394758,0.33625665307044983,0.6637433469295502,0.6637433469295502,352,288,1.222222,655,"[""Abnormal"", ""Normal""]","[0.6637433171272278, 0.33625665307044983]","{""Abnormal"": 0.6637433171272278, ""Normal"": 0.33625665307044983}"
661,00365919,val,Normal,1,val/Normal/00365919.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00365919.png,Abnormal,0,0,1,0.5277193188667297,Normal,0.47228068113327026,Normal,0.47228068113327026,0.05543863773345947,0.6916096711429873,0.9977818427888346,0.47228068113327026,0.5277193188667297,0.5277193188667297,352,288,1.222222,661,"[""Abnormal"", ""Normal""]","[0.5277193188667297, 0.47228068113327026]","{""Abnormal"": 0.5277193188667297, ""Normal"": 0.47228068113327026}"
673,00393811,val,Normal,1,val/Normal/00393811.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00393811.png,Abnormal,0,0,1,0.9606209397315979,Normal,0.03937901183962822,Normal,0.03937901183962822,0.9212419278919697,0.1659656141430277,0.2394377684822373,0.03937901183962822,0.9606209881603718,0.9606209881603718,352,288,1.222222,673,"[""Abnormal"", ""Normal""]","[0.9606209397315979, 0.03937901183962822]","{""Abnormal"": 0.9606209397315979, ""Normal"": 0.03937901183962822}"
674,00395167,val,Normal,1,val/Normal/00395167.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00395167.png,Abnormal,0,0,1,0.8863082528114319,Normal,0.11369176208972931,Normal,0.11369176208972931,0.7726164907217026,0.3541649062874458,0.5109519539578025,0.11369176208972931,0.8863082379102707,0.8863082379102707,352,288,1.222222,674,"[""Abnormal"", ""Normal""]","[0.8863082528114319, 0.11369176208972931]","{""Abnormal"": 0.8863082528114319, ""Normal"": 0.11369176208972931}"
675,00404389,val,Normal,1,val/Normal/00404389.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00404389.png,Abnormal,0,0,1,0.9999997615814209,Normal,2.921287318713439e-07,Normal,2.921287318713439e-07,0.999999469452689,4.63380827021358e-06,6.685172211867398e-06,2.921287318713439e-07,0.9999997078712681,0.9999997078712681,352,288,1.222222,675,"[""Abnormal"", ""Normal""]","[0.9999997615814209, 2.921287318713439e-07]","{""Abnormal"": 0.9999997615814209, ""Normal"": 2.921287318713439e-07}"
678,00411896,val,Normal,1,val/Normal/00411896.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00411896.png,Abnormal,0,0,1,0.5709827542304993,Normal,0.42901724576950073,Normal,0.42901724576950073,0.14196550846099854,0.6830359525637425,0.9854125815125806,0.42901724576950073,0.5709827542304993,0.5709827542304993,352,288,1.222222,678,"[""Abnormal"", ""Normal""]","[0.5709827542304993, 0.42901724576950073]","{""Abnormal"": 0.5709827542304993, ""Normal"": 0.42901724576950073}"
680,00414220,val,Normal,1,val/Normal/00414220.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00414220.png,Abnormal,0,0,1,0.9995819926261902,Normal,0.0004180497780907899,Normal,0.0004180497780907899,0.9991639428480994,0.0036703096649271624,0.0052951375521172505,0.0004180497780907899,0.9995819502219092,0.9995819502219092,352,288,1.222222,680,"[""Abnormal"", ""Normal""]","[0.9995819926261902, 0.0004180497780907899]","{""Abnormal"": 0.9995819926261902, ""Normal"": 0.0004180497780907899}"
682,00421207,val,Normal,1,val/Normal/00421207.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00421207.png,Abnormal,0,0,1,0.9978986978530884,Normal,0.002101234160363674,Normal,0.002101234160363674,0.9957974636927247,0.015053685610642588,0.02171787757757561,0.002101234160363674,0.9978987658396363,0.9978987658396363,352,288,1.222222,682,"[""Abnormal"", ""Normal""]","[0.9978986978530884, 0.002101234160363674]","{""Abnormal"": 0.9978986978530884, ""Normal"": 0.002101234160363674}"
684,00430291,val,Normal,1,val/Normal/00430291.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00430291.png,Abnormal,0,0,1,0.9987572431564331,Normal,0.0012427701149135828,Normal,0.0012427701149135828,0.9975144730415195,0.009556628922296714,0.013787301153813509,0.0012427701149135828,0.9987572298850864,0.9987572298850864,352,288,1.222222,684,"[""Abnormal"", ""Normal""]","[0.9987572431564331, 0.0012427701149135828]","{""Abnormal"": 0.9987572431564331, ""Normal"": 0.0012427701149135828}"
685,00432761,val,Normal,1,val/Normal/00432761.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00432761.png,Abnormal,0,0,1,0.9890648126602173,Normal,0.010935177095234394,Normal,0.010935177095234394,0.9781296355649829,0.060255928414416446,0.08693092910763899,0.010935177095234394,0.9890648229047656,0.9890648229047656,352,288,1.222222,685,"[""Abnormal"", ""Normal""]","[0.9890648126602173, 0.010935177095234394]","{""Abnormal"": 0.9890648126602173, ""Normal"": 0.010935177095234394}"
687,00439924,val,Normal,1,val/Normal/00439924.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00439924.png,Abnormal,0,0,1,0.9986417889595032,Normal,0.001358187641017139,Normal,0.001358187641017139,0.997283601318486,0.010323505332948204,0.014893669948435141,0.001358187641017139,0.9986418123589829,0.9986418123589829,352,288,1.222222,687,"[""Abnormal"", ""Normal""]","[0.9986417889595032, 0.001358187641017139]","{""Abnormal"": 0.9986417889595032, ""Normal"": 0.001358187641017139}"
692,00457432,val,Normal,1,val/Normal/00457432.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00457432.png,Abnormal,0,0,1,0.9997708201408386,Normal,0.0002291450509801507,Normal,0.0002291450509801507,0.9995416750898585,0.0021496538641472837,0.003101294969433084,0.0002291450509801507,0.9997708549490198,0.9997708549490198,352,288,1.222222,692,"[""Abnormal"", ""Normal""]","[0.9997708201408386, 0.0002291450509801507]","{""Abnormal"": 0.9997708201408386, ""Normal"": 0.0002291450509801507}"
693,00458372,val,Normal,1,val/Normal/00458372.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00458372.png,Abnormal,0,0,1,0.8715848922729492,Normal,0.12841510772705078,Normal,0.12841510772705078,0.7431697845458984,0.3833627481088627,0.5530755355582211,0.12841510772705078,0.8715848922729492,0.8715848922729492,352,288,1.222222,693,"[""Abnormal"", ""Normal""]","[0.8715848922729492, 0.12841510772705078]","{""Abnormal"": 0.8715848922729492, ""Normal"": 0.12841510772705078}"
697,00464860,val,Normal,1,val/Normal/00464860.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00464860.png,Abnormal,0,0,1,0.9969730377197266,Normal,0.00302696879953146,Normal,0.00302696879953146,0.9939460689201951,0.020579381326939556,0.029689771384938633,0.00302696879953146,0.9969730312004685,0.9969730312004685,352,288,1.222222,697,"[""Abnormal"", ""Normal""]","[0.9969730377197266, 0.00302696879953146]","{""Abnormal"": 0.9969730377197266, ""Normal"": 0.00302696879953146}"
708,00489593,val,Normal,1,val/Normal/00489593.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00489593.png,Abnormal,0,0,1,0.7086001038551331,Normal,0.29139986634254456,Normal,0.29139986634254456,0.4172002375125885,0.6034003659524827,0.8705227156302325,0.29139986634254456,0.7086001336574554,0.7086001336574554,352,288,1.222222,708,"[""Abnormal"", ""Normal""]","[0.7086001038551331, 0.29139986634254456]","{""Abnormal"": 0.7086001038551331, ""Normal"": 0.29139986634254456}"
712,00498582,val,Normal,1,val/Normal/00498582.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00498582.png,Abnormal,0,0,1,0.9499216675758362,Normal,0.050078313797712326,Normal,0.050078313797712326,0.8998433537781239,0.19874578668744275,0.28672956085154944,0.050078313797712326,0.9499216862022877,0.9499216862022877,352,288,1.222222,712,"[""Abnormal"", ""Normal""]","[0.9499216675758362, 0.050078313797712326]","{""Abnormal"": 0.9499216675758362, ""Normal"": 0.050078313797712326}"
715,00508667,val,Normal,1,val/Normal/00508667.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00508667.png,Abnormal,0,0,1,0.9849783182144165,Normal,0.015021746046841145,Normal,0.015021746046841145,0.9699565721675754,0.07797342844848923,0.11249187854374583,0.015021746046841145,0.9849782539531589,0.9849782539531589,352,288,1.222222,715,"[""Abnormal"", ""Normal""]","[0.9849783182144165, 0.015021746046841145]","{""Abnormal"": 0.9849783182144165, ""Normal"": 0.015021746046841145}"
