model,ratio_id,ratio_percent,dataset_name,action,split,class_name,selected_rank,source_rel_path,target_rel_path,p_abnormal,top1_label,heuristic_group
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00024176.png,train/Normal/00024176.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00024843.png,train/Normal/00024843.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00024888.png,train/Normal/00024888.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00025266.png,train/Normal/00025266.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00025269.png,train/Normal/00025269.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00025314.png,train/Normal/00025314.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00025320.png,train/Normal/00025320.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00026699.png,train/Normal/00026699.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00026823.png,train/Normal/00026823.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00027237.png,train/Normal/00027237.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00027243.png,train/Normal/00027243.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00027337.png,train/Normal/00027337.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00028645.png,train/Normal/00028645.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00029682.png,train/Normal/00029682.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00030510.png,train/Normal/00030510.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00030816.png,train/Normal/00030816.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00032145.png,train/Normal/00032145.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00034962.png,train/Normal/00034962.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00035450.png,train/Normal/00035450.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00035470.png,train/Normal/00035470.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00036092.png,train/Normal/00036092.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00036096.png,train/Normal/00036096.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00036675.png,train/Normal/00036675.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00037108.png,train/Normal/00037108.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00037369.png,train/Normal/00037369.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00037936.png,train/Normal/00037936.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00038009.png,train/Normal/00038009.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00038163.png,train/Normal/00038163.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00038559.png,train/Normal/00038559.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00039605.png,train/Normal/00039605.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00039912.png,train/Normal/00039912.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00039977.png,train/Normal/00039977.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00040866.png,train/Normal/00040866.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00129852.png,train/Normal/00129852.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00130666.png,train/Normal/00130666.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00131297.png,train/Normal/00131297.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00131557.png,train/Normal/00131557.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00131753.png,train/Normal/00131753.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00131773.png,train/Normal/00131773.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00131779.png,train/Normal/00131779.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00132004.png,train/Normal/00132004.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00132236.png,train/Normal/00132236.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00132581.png,train/Normal/00132581.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00132603.png,train/Normal/00132603.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00132681.png,train/Normal/00132681.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00132693.png,train/Normal/00132693.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00133710.png,train/Normal/00133710.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00134593.png,train/Normal/00134593.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00134888.png,train/Normal/00134888.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00136647.png,train/Normal/00136647.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00136698.png,train/Normal/00136698.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00136785.png,train/Normal/00136785.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00137177.png,train/Normal/00137177.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00137383.png,train/Normal/00137383.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00137553.png,train/Normal/00137553.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00138046.png,train/Normal/00138046.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00138920.png,train/Normal/00138920.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00139207.png,train/Normal/00139207.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00139289.png,train/Normal/00139289.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00140153.png,train/Normal/00140153.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00140312.png,train/Normal/00140312.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00140318.png,train/Normal/00140318.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00140487.png,train/Normal/00140487.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00140564.png,train/Normal/00140564.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00140961.png,train/Normal/00140961.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00141196.png,train/Normal/00141196.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00141209.png,train/Normal/00141209.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00141550.png,train/Normal/00141550.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00141603.png,train/Normal/00141603.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00141838.png,train/Normal/00141838.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00141989.png,train/Normal/00141989.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00141992.png,train/Normal/00141992.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00142762.png,train/Normal/00142762.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00142827.png,train/Normal/00142827.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00143068.png,train/Normal/00143068.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00143563.png,train/Normal/00143563.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00143693.png,train/Normal/00143693.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00144313.png,train/Normal/00144313.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00144495.png,train/Normal/00144495.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00144755.png,train/Normal/00144755.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00144931.png,train/Normal/00144931.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00146294.png,train/Normal/00146294.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00147703.png,train/Normal/00147703.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00147837.png,train/Normal/00147837.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00148278.png,train/Normal/00148278.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00149186.png,train/Normal/00149186.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00149417.png,train/Normal/00149417.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00149587.png,train/Normal/00149587.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00149792.png,train/Normal/00149792.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00150185.png,train/Normal/00150185.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00150795.png,train/Normal/00150795.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00150824.png,train/Normal/00150824.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00151012.png,train/Normal/00151012.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00151300.png,train/Normal/00151300.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00151951.png,train/Normal/00151951.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00153734.png,train/Normal/00153734.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00154162.png,train/Normal/00154162.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00155192.png,train/Normal/00155192.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00156694.png,train/Normal/00156694.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00157623.png,train/Normal/00157623.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00157820.png,train/Normal/00157820.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00158209.png,train/Normal/00158209.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00159087.png,train/Normal/00159087.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00159421.png,train/Normal/00159421.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00159576.png,train/Normal/00159576.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00160245.png,train/Normal/00160245.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00160450.png,train/Normal/00160450.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00160652.png,train/Normal/00160652.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00160704.png,train/Normal/00160704.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00161664.png,train/Normal/00161664.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00162245.png,train/Normal/00162245.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00163562.png,train/Normal/00163562.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00164737.png,train/Normal/00164737.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00164738.png,train/Normal/00164738.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00165205.png,train/Normal/00165205.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00165618.png,train/Normal/00165618.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00166790.png,train/Normal/00166790.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00167010.png,train/Normal/00167010.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00168417.png,train/Normal/00168417.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00168458.png,train/Normal/00168458.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00169117.png,train/Normal/00169117.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00169128.png,train/Normal/00169128.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00169695.png,train/Normal/00169695.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00260097.png,train/Normal/00260097.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00260107.png,train/Normal/00260107.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00260567.png,train/Normal/00260567.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00260752.png,train/Normal/00260752.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00261144.png,train/Normal/00261144.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00261230.png,train/Normal/00261230.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00261378.png,train/Normal/00261378.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00261718.png,train/Normal/00261718.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00261758.png,train/Normal/00261758.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00261935.png,train/Normal/00261935.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00262072.png,train/Normal/00262072.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00262077.png,train/Normal/00262077.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00262389.png,train/Normal/00262389.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00262391.png,train/Normal/00262391.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00262753.png,train/Normal/00262753.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00262769.png,train/Normal/00262769.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00262946.png,train/Normal/00262946.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00263746.png,train/Normal/00263746.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00263807.png,train/Normal/00263807.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00264175.png,train/Normal/00264175.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00264236.png,train/Normal/00264236.png,,,
yolo11m,hn00,0,yolo11m_gate2_formal_hn00,mirror,train,Normal,,train/Normal/00264997.png,train/Normal/00264997.png,,,
