model,ratio_id,ratio_percent,dataset_name,action,split,class_name,selected_rank,source_rel_path,target_rel_path,p_abnormal,top1_label,heuristic_group
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,24,train/Normal/00022588.png,train/Normal/00022588_hn1.png,0.731934,Abnormal,水膜
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,25,train/Normal/00348831.png,train/Normal/00348831_hn1.png,0.712402,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,26,train/Normal/00350801.png,train/Normal/00350801_hn1.png,0.693359,Abnormal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,27,train/Normal/00300113.png,train/Normal/00300113_hn1.png,0.683594,Abnormal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,28,train/Normal/00458420.png,train/Normal/00458420_hn1.png,0.675781,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,29,train/Normal/00388181.png,train/Normal/00388181_hn1.png,0.674805,Abnormal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,30,train/Normal/00414024.png,train/Normal/00414024_hn1.png,0.65918,Abnormal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,31,train/Normal/00453020.png,train/Normal/00453020_hn1.png,0.64502,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,32,train/Normal/00314789.png,train/Normal/00314789_hn1.png,0.63916,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,33,train/Normal/00365492.png,train/Normal/00365492_hn1.png,0.633789,Abnormal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,34,train/Normal/00347413.png,train/Normal/00347413_hn1.png,0.631348,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,35,train/Normal/00359446.png,train/Normal/00359446_hn1.png,0.623535,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,36,train/Normal/00449921.png,train/Normal/00449921_hn1.png,0.621582,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,37,train/Normal/00437560.png,train/Normal/00437560_hn1.png,0.604004,Abnormal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,38,train/Normal/00022864.png,train/Normal/00022864_hn1.png,0.600586,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,39,train/Normal/00141992.png,train/Normal/00141992_hn1.png,0.594238,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,40,train/Normal/00339405.png,train/Normal/00339405_hn1.png,0.59375,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,41,train/Normal/00160245.png,train/Normal/00160245_hn1.png,0.59082,Abnormal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,42,train/Normal/00351805.png,train/Normal/00351805_hn1.png,0.588867,Abnormal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,43,train/Normal/00022239.png,train/Normal/00022239_hn1.png,0.572754,Abnormal,水膜
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,44,train/Normal/00341441.png,train/Normal/00341441_hn1.png,0.571777,Abnormal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,45,train/Normal/00331791.png,train/Normal/00331791_hn1.png,0.571289,Abnormal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,46,train/Normal/00025314.png,train/Normal/00025314_hn1.png,0.568359,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,47,train/Normal/00143693.png,train/Normal/00143693_hn1.png,0.551758,Abnormal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,48,train/Normal/00158209.png,train/Normal/00158209_hn1.png,0.537109,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,49,train/Normal/00340160.png,train/Normal/00340160_hn1.png,0.53418,Abnormal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,50,train/Normal/00384016.png,train/Normal/00384016_hn1.png,0.53418,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,51,train/Normal/00261378.png,train/Normal/00261378_hn1.png,0.530762,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,52,train/Normal/00314262.png,train/Normal/00314262_hn1.png,0.527344,Abnormal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,53,train/Normal/00016807.png,train/Normal/00016807_hn1.png,0.524902,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,54,train/Normal/00397769.png,train/Normal/00397769_hn1.png,0.520508,Abnormal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,55,train/Normal/00491047.png,train/Normal/00491047_hn1.png,0.498047,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,56,train/Normal/00382971.png,train/Normal/00382971_hn1.png,0.487793,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,57,train/Normal/00499653.png,train/Normal/00499653_hn1.png,0.481445,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,58,train/Normal/00462787.png,train/Normal/00462787_hn1.png,0.474365,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,59,train/Normal/00428317.png,train/Normal/00428317_hn1.png,0.471191,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,60,train/Normal/00313867.png,train/Normal/00313867_hn1.png,0.462646,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,61,train/Normal/00312268.png,train/Normal/00312268_hn1.png,0.461182,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,62,train/Normal/00471490.png,train/Normal/00471490_hn1.png,0.45752,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,63,train/Normal/00317503.png,train/Normal/00317503_hn1.png,0.456299,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,64,train/Normal/00018926.png,train/Normal/00018926_hn1.png,0.447998,Normal,水膜
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,65,train/Normal/00345686.png,train/Normal/00345686_hn1.png,0.446045,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,66,train/Normal/00463730.png,train/Normal/00463730_hn1.png,0.436279,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,67,train/Normal/00321463.png,train/Normal/00321463_hn1.png,0.429932,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,68,train/Normal/00344448.png,train/Normal/00344448_hn1.png,0.427979,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,69,train/Normal/00354695.png,train/Normal/00354695_hn1.png,0.425293,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,70,train/Normal/00473308.png,train/Normal/00473308_hn1.png,0.423584,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,71,train/Normal/00399031.png,train/Normal/00399031_hn1.png,0.421875,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,72,train/Normal/00013447.png,train/Normal/00013447_hn1.png,0.419434,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,73,train/Normal/00368992.png,train/Normal/00368992_hn1.png,0.412109,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,74,train/Normal/00479528.png,train/Normal/00479528_hn1.png,0.408691,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,75,train/Normal/00369033.png,train/Normal/00369033_hn1.png,0.404785,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,76,train/Normal/00341812.png,train/Normal/00341812_hn1.png,0.404541,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,77,train/Normal/00315400.png,train/Normal/00315400_hn1.png,0.401855,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,78,train/Normal/00306773.png,train/Normal/00306773_hn1.png,0.39624,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,79,train/Normal/00038009.png,train/Normal/00038009_hn1.png,0.391357,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,80,train/Normal/00400764.png,train/Normal/00400764_hn1.png,0.387695,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,81,train/Normal/00035450.png,train/Normal/00035450_hn1.png,0.370361,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,82,train/Normal/00277841.png,train/Normal/00277841_hn1.png,0.368408,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,83,train/Normal/00481075.png,train/Normal/00481075_hn1.png,0.366211,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,84,train/Normal/00350271.png,train/Normal/00350271_hn1.png,0.365479,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,85,train/Normal/00006200.png,train/Normal/00006200_hn1.png,0.362793,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,86,train/Normal/00402029.png,train/Normal/00402029_hn1.png,0.361328,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,87,train/Normal/00348805.png,train/Normal/00348805_hn1.png,0.360596,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,88,train/Normal/00374379.png,train/Normal/00374379_hn1.png,0.360596,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,89,train/Normal/00444328.png,train/Normal/00444328_hn1.png,0.360352,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,90,train/Normal/00153734.png,train/Normal/00153734_hn1.png,0.359375,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,91,train/Normal/00314982.png,train/Normal/00314982_hn1.png,0.35791,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,92,train/Normal/00001524.png,train/Normal/00001524_hn1.png,0.357178,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,93,train/Normal/00132693.png,train/Normal/00132693_hn1.png,0.357178,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,94,train/Normal/00477476.png,train/Normal/00477476_hn1.png,0.355957,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,95,train/Normal/00383285.png,train/Normal/00383285_hn1.png,0.350586,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,96,train/Normal/00039977.png,train/Normal/00039977_hn1.png,0.348877,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,97,train/Normal/00285297.png,train/Normal/00285297_hn1.png,0.345459,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,98,train/Normal/00498029.png,train/Normal/00498029_hn1.png,0.344727,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,99,train/Normal/00399106.png,train/Normal/00399106_hn1.png,0.343994,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,100,train/Normal/00491113.png,train/Normal/00491113_hn1.png,0.34082,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,101,train/Normal/00380312.png,train/Normal/00380312_hn1.png,0.3396,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,102,train/Normal/00509588.png,train/Normal/00509588_hn1.png,0.337891,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,103,train/Normal/00137177.png,train/Normal/00137177_hn1.png,0.335693,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,104,train/Normal/00421255.png,train/Normal/00421255_hn1.png,0.329834,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,105,train/Normal/00436092.png,train/Normal/00436092_hn1.png,0.32373,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,106,train/Normal/00312330.png,train/Normal/00312330_hn1.png,0.323486,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,107,train/Normal/00405592.png,train/Normal/00405592_hn1.png,0.323486,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,108,train/Normal/00341239.png,train/Normal/00341239_hn1.png,0.32251,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,109,train/Normal/00391827.png,train/Normal/00391827_hn1.png,0.317139,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,110,train/Normal/00029682.png,train/Normal/00029682_hn1.png,0.316895,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,111,train/Normal/00288624.png,train/Normal/00288624_hn1.png,0.313965,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,112,train/Normal/00306064.png,train/Normal/00306064_hn1.png,0.312744,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,113,train/Normal/00279179.png,train/Normal/00279179_hn1.png,0.309814,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,114,train/Normal/00387104.png,train/Normal/00387104_hn1.png,0.307129,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,115,train/Normal/00159576.png,train/Normal/00159576_hn1.png,0.303223,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,116,train/Normal/00276363.png,train/Normal/00276363_hn1.png,0.30127,Normal,水膜
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,117,train/Normal/00503763.png,train/Normal/00503763_hn1.png,0.298584,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,118,train/Normal/00308456.png,train/Normal/00308456_hn1.png,0.296143,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,119,train/Normal/00315540.png,train/Normal/00315540_hn1.png,0.296143,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,120,train/Normal/00278336.png,train/Normal/00278336_hn1.png,0.294922,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,121,train/Normal/00002861.png,train/Normal/00002861_hn1.png,0.292969,Normal,水膜
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,122,train/Normal/00417012.png,train/Normal/00417012_hn1.png,0.291748,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,123,train/Normal/00018652.png,train/Normal/00018652_hn1.png,0.289795,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,124,train/Normal/00342738.png,train/Normal/00342738_hn1.png,0.289062,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,125,train/Normal/00464987.png,train/Normal/00464987_hn1.png,0.286621,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,126,train/Normal/00360211.png,train/Normal/00360211_hn1.png,0.28418,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,127,train/Normal/00163562.png,train/Normal/00163562_hn1.png,0.283691,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,128,train/Normal/00415827.png,train/Normal/00415827_hn1.png,0.283203,Normal,阴影
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,129,train/Normal/00315086.png,train/Normal/00315086_hn1.png,0.280273,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,130,train/Normal/00462155.png,train/Normal/00462155_hn1.png,0.280029,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,131,train/Normal/00278211.png,train/Normal/00278211_hn1.png,0.279053,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,132,train/Normal/00032145.png,train/Normal/00032145_hn1.png,0.2771,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,133,train/Normal/00431168.png,train/Normal/00431168_hn1.png,0.275146,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,134,train/Normal/00480646.png,train/Normal/00480646_hn1.png,0.275146,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,135,train/Normal/00414877.png,train/Normal/00414877_hn1.png,0.274902,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,136,train/Normal/00457555.png,train/Normal/00457555_hn1.png,0.274414,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,137,train/Normal/00423666.png,train/Normal/00423666_hn1.png,0.265869,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,138,train/Normal/00298702.png,train/Normal/00298702_hn1.png,0.265137,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,139,train/Normal/00429058.png,train/Normal/00429058_hn1.png,0.259521,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,140,train/Normal/00444256.png,train/Normal/00444256_hn1.png,0.259521,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,141,train/Normal/00387838.png,train/Normal/00387838_hn1.png,0.257568,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,142,train/Normal/00324327.png,train/Normal/00324327_hn1.png,0.256836,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,143,train/Normal/00416011.png,train/Normal/00416011_hn1.png,0.256836,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,144,train/Normal/00002449.png,train/Normal/00002449_hn1.png,0.252197,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,145,train/Normal/00486991.png,train/Normal/00486991_hn1.png,0.24585,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,146,train/Normal/00446817.png,train/Normal/00446817_hn1.png,0.245239,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,147,train/Normal/00344240.png,train/Normal/00344240_hn1.png,0.245117,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,148,train/Normal/00394189.png,train/Normal/00394189_hn1.png,0.244995,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,149,train/Normal/00027237.png,train/Normal/00027237_hn1.png,0.241455,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,150,train/Normal/00482040.png,train/Normal/00482040_hn1.png,0.241089,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,151,train/Normal/00020509.png,train/Normal/00020509_hn1.png,0.237549,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,152,train/Normal/00488176.png,train/Normal/00488176_hn1.png,0.235718,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,153,train/Normal/00399982.png,train/Normal/00399982_hn1.png,0.233154,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,154,train/Normal/00027337.png,train/Normal/00027337_hn1.png,0.231934,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,155,train/Normal/00439640.png,train/Normal/00439640_hn1.png,0.231445,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,156,train/Normal/00484751.png,train/Normal/00484751_hn1.png,0.230347,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,157,train/Normal/00322236.png,train/Normal/00322236_hn1.png,0.230103,Normal,污渍
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,158,train/Normal/00491599.png,train/Normal/00491599_hn1.png,0.225342,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,159,train/Normal/00133710.png,train/Normal/00133710_hn1.png,0.222656,Normal,其他
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,160,train/Normal/00513364.png,train/Normal/00513364_hn1.png,0.222046,Normal,反光
yolo11m,hn20,20,yolo11m_gate2_formal_hn20,duplicate_hn,train,Normal,161,train/Normal/00005623.png,train/Normal/00005623_hn1.png,0.216919,Normal,其他
