rank_desc,img_rel_path,p_abnormal,in_top250,image_stub
122,train\Normal\00417012.png,0.291748,True,00417012
123,train\Normal\00018652.png,0.289795,True,00018652
124,train\Normal\00342738.png,0.289062,True,00342738
125,train\Normal\00464987.png,0.286621,True,00464987
126,train\Normal\00360211.png,0.28418,True,00360211
127,train\Normal\00163562.png,0.283691,True,00163562
128,train\Normal\00415827.png,0.283203,True,00415827
129,train\Normal\00315086.png,0.280273,True,00315086
130,train\Normal\00462155.png,0.280029,True,00462155
131,train\Normal\00278211.png,0.279053,True,00278211
132,train\Normal\00032145.png,0.2771,True,00032145
133,train\Normal\00431168.png,0.275146,True,00431168
134,train\Normal\00480646.png,0.275146,True,00480646
135,train\Normal\00414877.png,0.274902,True,00414877
136,train\Normal\00457555.png,0.274414,True,00457555
137,train\Normal\00423666.png,0.265869,True,00423666
138,train\Normal\00298702.png,0.265137,True,00298702
139,train\Normal\00429058.png,0.259521,True,00429058
140,train\Normal\00444256.png,0.259521,True,00444256
141,train\Normal\00387838.png,0.257568,True,00387838
142,train\Normal\00324327.png,0.256836,True,00324327
143,train\Normal\00416011.png,0.256836,True,00416011
144,train\Normal\00002449.png,0.252197,True,00002449
145,train\Normal\00486991.png,0.24585,True,00486991
146,train\Normal\00446817.png,0.245239,True,00446817
147,train\Normal\00344240.png,0.245117,True,00344240
148,train\Normal\00394189.png,0.244995,True,00394189
149,train\Normal\00027237.png,0.241455,True,00027237
150,train\Normal\00482040.png,0.241089,True,00482040
151,train\Normal\00020509.png,0.237549,True,00020509
152,train\Normal\00488176.png,0.235718,True,00488176
153,train\Normal\00399982.png,0.233154,True,00399982
154,train\Normal\00027337.png,0.231934,True,00027337
155,train\Normal\00439640.png,0.231445,True,00439640
156,train\Normal\00484751.png,0.230347,True,00484751
157,train\Normal\00322236.png,0.230103,True,00322236
158,train\Normal\00491599.png,0.225342,True,00491599
159,train\Normal\00133710.png,0.222656,True,00133710
160,train\Normal\00513364.png,0.222046,True,00513364
161,train\Normal\00005623.png,0.216919,True,00005623
162,train\Normal\00335773.png,0.216309,True,00335773
163,train\Normal\00497776.png,0.21582,True,00497776
164,train\Normal\00136785.png,0.215576,True,00136785
165,train\Normal\00147703.png,0.213989,True,00147703
166,train\Normal\00267490.png,0.210083,True,00267490
167,train\Normal\00315548.png,0.209717,True,00315548
168,train\Normal\00335278.png,0.208618,True,00335278
169,train\Normal\00422423.png,0.205566,True,00422423
170,train\Normal\00320863.png,0.204712,True,00320863
171,train\Normal\00140153.png,0.20166,True,00140153
172,train\Normal\00162245.png,0.200928,True,00162245
173,train\Normal\00159087.png,0.199219,True,00159087
174,train\Normal\00375408.png,0.195679,True,00375408
175,train\Normal\00038559.png,0.19397,True,00038559
176,train\Normal\00415416.png,0.192993,True,00415416
177,train\Normal\00401374.png,0.191284,True,00401374
178,train\Normal\00015075.png,0.183838,True,00015075
179,train\Normal\00313509.png,0.183838,True,00313509
180,train\Normal\00396948.png,0.183838,True,00396948
181,train\Normal\00444253.png,0.181885,True,00444253
182,train\Normal\00351117.png,0.175781,True,00351117
183,train\Normal\00022206.png,0.174438,True,00022206
184,train\Normal\00491918.png,0.172852,True,00491918
185,train\Normal\00337016.png,0.172607,True,00337016
186,train\Normal\00168417.png,0.172119,True,00168417
187,train\Normal\00437039.png,0.170776,True,00437039
188,train\Normal\00012805.png,0.167725,True,00012805
189,train\Normal\00034962.png,0.167236,True,00034962
190,train\Normal\00138046.png,0.167236,True,00138046
191,train\Normal\00471904.png,0.16626,True,00471904
192,train\Normal\00021408.png,0.165405,True,00021408
193,train\Normal\00338697.png,0.164673,True,00338697
194,train\Normal\00134593.png,0.16272,True,00134593
195,train\Normal\00004306.png,0.160889,True,00004306
196,train\Normal\00313631.png,0.160278,True,00313631
197,train\Normal\00322339.png,0.160156,True,00322339
198,train\Normal\00165618.png,0.159302,True,00165618
199,train\Normal\00471047.png,0.159302,True,00471047
200,train\Normal\00486171.png,0.159302,True,00486171
201,train\Normal\00353710.png,0.15918,True,00353710
202,train\Normal\00371952.png,0.158813,True,00371952
203,train\Normal\00313362.png,0.158691,True,00313362
204,train\Normal\00441098.png,0.155762,True,00441098
205,train\Normal\00331052.png,0.15564,True,00331052
206,train\Normal\00271057.png,0.154907,True,00271057
207,train\Normal\00275398.png,0.154175,True,00275398
208,train\Normal\00377670.png,0.154175,True,00377670
209,train\Normal\00146294.png,0.152588,True,00146294
210,train\Normal\00000367.png,0.152222,True,00000367
211,train\Normal\00335362.png,0.151245,True,00335362
212,train\Normal\00002051.png,0.150269,True,00002051
213,train\Normal\00298724.png,0.149902,True,00298724
214,train\Normal\00373194.png,0.149048,True,00373194
215,train\Normal\00462814.png,0.147827,True,00462814
216,train\Normal\00319692.png,0.141846,True,00319692
217,train\Normal\00314328.png,0.139038,True,00314328
218,train\Normal\00375346.png,0.137207,True,00375346
219,train\Normal\00008225.png,0.136597,True,00008225
220,train\Normal\00518591.png,0.136353,True,00518591
221,train\Normal\00395151.png,0.13562,True,00395151
222,train\Normal\00296371.png,0.13501,True,00296371
223,train\Normal\00412822.png,0.131958,True,00412822
224,train\Normal\00015255.png,0.131226,True,00015255
225,train\Normal\00486860.png,0.128296,True,00486860
226,train\Normal\00452559.png,0.127808,True,00452559
227,train\Normal\00411687.png,0.126953,True,00411687
228,train\Normal\00442574.png,0.126831,True,00442574
229,train\Normal\00369013.png,0.126465,True,00369013
230,train\Normal\00005039.png,0.125977,True,00005039
231,train\Normal\00143068.png,0.124878,True,00143068
232,train\Normal\00291282.png,0.124207,True,00291282
233,train\Normal\00431704.png,0.123779,True,00431704
234,train\Normal\00451302.png,0.121765,True,00451302
235,train\Normal\00271718.png,0.121704,True,00271718
236,train\Normal\00437877.png,0.121155,True,00437877
237,train\Normal\00291401.png,0.120972,True,00291401
238,train\Normal\00518078.png,0.12085,True,00518078
239,train\Normal\00477572.png,0.120117,True,00477572
240,train\Normal\00497455.png,0.119324,True,00497455
241,train\Normal\00490366.png,0.11908,True,00490366
242,train\Normal\00488120.png,0.118286,True,00488120
243,train\Normal\00407075.png,0.117798,True,00407075
244,train\Normal\00496516.png,0.117798,True,00496516
245,train\Normal\00473181.png,0.115845,True,00473181
246,train\Normal\00320225.png,0.115479,True,00320225
247,train\Normal\00515962.png,0.114868,True,00515962
248,train\Normal\00361813.png,0.113892,True,00361813
249,train\Normal\00167010.png,0.113586,True,00167010
250,train\Normal\00410243.png,0.113281,True,00410243
251,train\Normal\00360221.png,0.111633,False,00360221
252,train\Normal\00005593.png,0.110779,False,00005593
253,train\Normal\00417106.png,0.110596,False,00417106
254,train\Normal\00476519.png,0.110474,False,00476519
255,train\Normal\00444255.png,0.108826,False,00444255
256,train\Normal\00313628.png,0.108276,False,00313628
257,train\Normal\00010590.png,0.106995,False,00010590
258,train\Normal\00350647.png,0.10614,False,00350647
259,train\Normal\00452958.png,0.105652,False,00452958
260,train\Normal\00388925.png,0.105469,False,00388925
261,train\Normal\00485056.png,0.105103,False,00485056
262,train\Normal\00139207.png,0.105042,False,00139207
263,train\Normal\00318822.png,0.104736,False,00318822
264,train\Normal\00347487.png,0.103821,False,00347487
265,train\Normal\00024843.png,0.103455,False,00024843
266,train\Normal\00505107.png,0.101318,False,00505107
267,train\Normal\00003923.png,0.100464,False,00003923
268,train\Normal\00271373.png,0.09967,False,00271373
269,train\Normal\00444425.png,0.098938,False,00444425
270,train\Normal\00319182.png,0.098572,False,00319182
271,train\Normal\00493156.png,0.097107,False,00493156
272,train\Normal\00415101.png,0.096252,False,00415101
273,train\Normal\00349210.png,0.09613,False,00349210
274,train\Normal\00334486.png,0.095764,False,00334486
275,train\Normal\00506618.png,0.095459,False,00506618
276,train\Normal\00023039.png,0.095154,False,00023039
277,train\Normal\00278219.png,0.09491,False,00278219
278,train\Normal\00268507.png,0.093567,False,00268507
279,train\Normal\00350795.png,0.093567,False,00350795
280,train\Normal\00379680.png,0.092712,False,00379680
281,train\Normal\00472596.png,0.092285,False,00472596
282,train\Normal\00317810.png,0.091736,False,00317810
283,train\Normal\00448024.png,0.091614,False,00448024
284,train\Normal\00321691.png,0.091553,False,00321691
285,train\Normal\00317310.png,0.089783,False,00317310
286,train\Normal\00306407.png,0.089478,False,00306407
287,train\Normal\00342917.png,0.089233,False,00342917
288,train\Normal\00351625.png,0.088562,False,00351625
289,train\Normal\00370970.png,0.088135,False,00370970
290,train\Normal\00429433.png,0.088013,False,00429433
291,train\Normal\00302088.png,0.087463,False,00302088
292,train\Normal\00159421.png,0.087402,False,00159421
293,train\Normal\00001073.png,0.086792,False,00001073
294,train\Normal\00037108.png,0.086548,False,00037108
295,train\Normal\00160704.png,0.085388,False,00160704
296,train\Normal\00139289.png,0.085205,False,00139289
297,train\Normal\00001280.png,0.084473,False,00001280
298,train\Normal\00412770.png,0.084045,False,00412770
299,train\Normal\00396630.png,0.08252,False,00396630
300,train\Normal\00147837.png,0.082092,False,00147837
301,train\Normal\00319302.png,0.08136,False,00319302
302,train\Normal\00015405.png,0.080994,False,00015405
303,train\Normal\00141209.png,0.080261,False,00141209
304,train\Normal\00373480.png,0.078491,False,00373480
305,train\Normal\00419362.png,0.078125,False,00419362
306,train\Normal\00313768.png,0.077942,False,00313768
307,train\Normal\00487269.png,0.077698,False,00487269
308,train\Normal\00468352.png,0.077515,False,00468352
309,train\Normal\00326904.png,0.077332,False,00326904
310,train\Normal\00407527.png,0.07666,False,00407527
311,train\Normal\00391815.png,0.076477,False,00391815
312,train\Normal\00332366.png,0.076172,False,00332366
313,train\Normal\00378014.png,0.07605,False,00378014
314,train\Normal\00447983.png,0.075012,False,00447983
315,train\Normal\00384733.png,0.074951,False,00384733
316,train\Normal\00364622.png,0.074524,False,00364622
317,train\Normal\00027243.png,0.074219,False,00027243
318,train\Normal\00453997.png,0.074158,False,00453997
319,train\Normal\00286788.png,0.074097,False,00286788
320,train\Normal\00512204.png,0.074097,False,00512204
321,train\Normal\00444483.png,0.073059,False,00444483
322,train\Normal\00315066.png,0.072754,False,00315066
323,train\Normal\00353079.png,0.07251,False,00353079
324,train\Normal\00366181.png,0.072205,False,00366181
325,train\Normal\00334919.png,0.071777,False,00334919
326,train\Normal\00002244.png,0.071472,False,00002244
327,train\Normal\00344411.png,0.070923,False,00344411
328,train\Normal\00444646.png,0.070862,False,00444646
329,train\Normal\00009997.png,0.070557,False,00009997
330,train\Normal\00314950.png,0.069702,False,00314950
331,train\Normal\00355721.png,0.069641,False,00355721
332,train\Normal\00392567.png,0.069641,False,00392567
333,train\Normal\00169695.png,0.069275,False,00169695
334,train\Normal\00295030.png,0.068909,False,00295030
335,train\Normal\00355276.png,0.068726,False,00355276
336,train\Normal\00419740.png,0.068115,False,00419740
337,train\Normal\00319353.png,0.067383,False,00319353
338,train\Normal\00503530.png,0.066101,False,00503530
339,train\Normal\00260107.png,0.066101,False,00260107
340,train\Normal\00017954.png,0.06604,False,00017954
341,train\Normal\00337300.png,0.065918,False,00337300
342,train\Normal\00423791.png,0.065857,False,00423791
343,train\Normal\00141550.png,0.065369,False,00141550
344,train\Normal\00268831.png,0.064697,False,00268831
345,train\Normal\00509903.png,0.064575,False,00509903
346,train\Normal\00415850.png,0.06427,False,00415850
347,train\Normal\00334065.png,0.064148,False,00334065
348,train\Normal\00327377.png,0.064087,False,00327377
349,train\Normal\00319129.png,0.064026,False,00319129
350,train\Normal\00026699.png,0.063477,False,00026699
351,train\Normal\00001607.png,0.063354,False,00001607
352,train\Normal\00037369.png,0.062866,False,00037369
353,train\Normal\00444237.png,0.062805,False,00444237
354,train\Normal\00404685.png,0.062439,False,00404685
355,train\Normal\00395703.png,0.061646,False,00395703
356,train\Normal\00275907.png,0.061188,False,00275907
357,train\Normal\00335256.png,0.057983,False,00335256
358,train\Normal\00327931.png,0.057709,False,00327931
359,train\Normal\00334276.png,0.057373,False,00334276
360,train\Normal\00005176.png,0.05719,False,00005176
361,train\Normal\00262946.png,0.057007,False,00262946
362,train\Normal\00336779.png,0.056702,False,00336779
363,train\Normal\00470957.png,0.056488,False,00470957
364,train\Normal\00144313.png,0.056458,False,00144313
365,train\Normal\00519695.png,0.05603,False,00519695
366,train\Normal\00169117.png,0.055054,False,00169117
367,train\Normal\00017978.png,0.054993,False,00017978
368,train\Normal\00450850.png,0.054688,False,00450850
369,train\Normal\00315823.png,0.054596,False,00315823
370,train\Normal\00335048.png,0.054504,False,00335048
371,train\Normal\00354090.png,0.054443,False,00354090
372,train\Normal\00333534.png,0.054138,False,00333534
373,train\Normal\00275839.png,0.053802,False,00275839
374,train\Normal\00288856.png,0.053497,False,00288856
375,train\Normal\00518824.png,0.053467,False,00518824
376,train\Normal\00297595.png,0.052917,False,00297595
377,train\Normal\00421009.png,0.052765,False,00421009
378,train\Normal\00157820.png,0.052612,False,00157820
379,train\Normal\00410201.png,0.052277,False,00410201
380,train\Normal\00462963.png,0.052094,False,00462963
381,train\Normal\00353072.png,0.051178,False,00353072
382,train\Normal\00358836.png,0.051178,False,00358836
383,train\Normal\00375812.png,0.051178,False,00375812
384,train\Normal\00414886.png,0.050995,False,00414886
385,train\Normal\00319431.png,0.050598,False,00319431
386,train\Normal\00473778.png,0.050323,False,00473778
387,train\Normal\00413822.png,0.049927,False,00413822
388,train\Normal\00305582.png,0.049713,False,00305582
389,train\Normal\00141196.png,0.049316,False,00141196
390,train\Normal\00292195.png,0.049133,False,00292195
391,train\Normal\00360876.png,0.049133,False,00360876
392,train\Normal\00276153.png,0.048645,False,00276153
393,train\Normal\00368680.png,0.048553,False,00368680
394,train\Normal\00364944.png,0.048096,False,00364944
395,train\Normal\00477681.png,0.048035,False,00477681
396,train\Normal\00307410.png,0.047913,False,00307410
397,train\Normal\00160450.png,0.047699,False,00160450
398,train\Normal\00497571.png,0.047607,False,00497571
399,train\Normal\00518617.png,0.047211,False,00518617
400,train\Normal\00476870.png,0.046997,False,00476870
401,train\Normal\00455944.png,0.046906,False,00455944
402,train\Normal\00269706.png,0.0466,False,00269706
403,train\Normal\00415203.png,0.046417,False,00415203
404,train\Normal\00439622.png,0.046204,False,00439622
405,train\Normal\00396924.png,0.045959,False,00396924
406,train\Normal\00513086.png,0.045105,False,00513086
407,train\Normal\00478280.png,0.045013,False,00478280
408,train\Normal\00286228.png,0.045013,False,00286228
409,train\Normal\00335349.png,0.044312,False,00335349
410,train\Normal\00482208.png,0.044312,False,00482208
411,train\Normal\00473557.png,0.04422,False,00473557
412,train\Normal\00141989.png,0.044098,False,00141989
413,train\Normal\00283590.png,0.044098,False,00283590
414,train\Normal\00335722.png,0.043945,False,00335722
415,train\Normal\00310064.png,0.043762,False,00310064
416,train\Normal\00400355.png,0.043518,False,00400355
417,train\Normal\00341235.png,0.042999,False,00341235
418,train\Normal\00324873.png,0.042633,False,00324873
419,train\Normal\00514235.png,0.042236,False,00514235
420,train\Normal\00373636.png,0.042175,False,00373636
421,train\Normal\00470953.png,0.041962,False,00470953
422,train\Normal\00462684.png,0.041656,False,00462684
423,train\Normal\00448134.png,0.041626,False,00448134
424,train\Normal\00512358.png,0.041473,False,00512358
425,train\Normal\00516141.png,0.041473,False,00516141
426,train\Normal\00017719.png,0.041412,False,00017719
427,train\Normal\00294728.png,0.04068,False,00294728
428,train\Normal\00346992.png,0.040588,False,00346992
429,train\Normal\00365505.png,0.040588,False,00365505
430,train\Normal\00282188.png,0.040466,False,00282188
431,train\Normal\00137383.png,0.040375,False,00137383
432,train\Normal\00515945.png,0.040283,False,00515945
433,train\Normal\00315592.png,0.039673,False,00315592
434,train\Normal\00428748.png,0.039673,False,00428748
435,train\Normal\00405007.png,0.039612,False,00405007
436,train\Normal\00361087.png,0.039429,False,00361087
437,train\Normal\00319459.png,0.039337,False,00319459
438,train\Normal\00374317.png,0.039337,False,00374317
439,train\Normal\00021272.png,0.039337,False,00021272
440,train\Normal\00262072.png,0.039276,False,00262072
441,train\Normal\00367784.png,0.039246,False,00367784
442,train\Normal\00319587.png,0.039001,False,00319587
443,train\Normal\00436522.png,0.038635,False,00436522
444,train\Normal\00283666.png,0.038147,False,00283666
445,train\Normal\00365656.png,0.038147,False,00365656
446,train\Normal\00269153.png,0.037933,False,00269153
447,train\Normal\00365215.png,0.037842,False,00365215
448,train\Normal\00485091.png,0.037598,False,00485091
449,train\Normal\00136647.png,0.037292,False,00136647
450,train\Normal\00142827.png,0.037201,False,00142827
451,train\Normal\00282092.png,0.03714,False,00282092
452,train\Normal\00138920.png,0.036957,False,00138920
453,train\Normal\00485135.png,0.036713,False,00485135
454,train\Normal\00017004.png,0.03653,False,00017004
455,train\Normal\00430023.png,0.036438,False,00430023
456,train\Normal\00326451.png,0.036377,False,00326451
457,train\Normal\00132581.png,0.036011,False,00132581
458,train\Normal\00285901.png,0.035889,False,00285901
459,train\Normal\00512850.png,0.035889,False,00512850
460,train\Normal\00007156.png,0.035675,False,00007156
461,train\Normal\00332265.png,0.035645,False,00332265
462,train\Normal\00342014.png,0.035583,False,00342014
463,train\Normal\00409935.png,0.035431,False,00409935
464,train\Normal\00514888.png,0.03537,False,00514888
465,train\Normal\00300708.png,0.035278,False,00300708
466,train\Normal\00380856.png,0.034607,False,00380856
467,train\Normal\00317604.png,0.034271,False,00317604
468,train\Normal\00294075.png,0.033875,False,00294075
469,train\Normal\00400350.png,0.033722,False,00400350
470,train\Normal\00361346.png,0.033508,False,00361346
471,train\Normal\00131773.png,0.033417,False,00131773
472,train\Normal\00471539.png,0.033325,False,00471539
473,train\Normal\00394845.png,0.033081,False,00394845
474,train\Normal\00392387.png,0.033051,False,00392387
475,train\Normal\00492942.png,0.03302,False,00492942
476,train\Normal\00452804.png,0.032867,False,00452804
477,train\Normal\00324814.png,0.032684,False,00324814
478,train\Normal\00415399.png,0.032654,False,00415399
479,train\Normal\00017743.png,0.032623,False,00017743
480,train\Normal\00468329.png,0.032288,False,00468329
481,train\Normal\00460123.png,0.032227,False,00460123
482,train\Normal\00141603.png,0.032166,False,00141603
483,train\Normal\00478953.png,0.032135,False,00478953
484,train\Normal\00169128.png,0.032104,False,00169128
485,train\Normal\00320066.png,0.03186,False,00320066
486,train\Normal\00001969.png,0.031555,False,00001969
487,train\Normal\00266973.png,0.031464,False,00266973
488,train\Normal\00457687.png,0.031403,False,00457687
489,train\Normal\00503491.png,0.031403,False,00503491
490,train\Normal\00503554.png,0.031403,False,00503554
491,train\Normal\00503886.png,0.031235,False,00503886
492,train\Normal\00320598.png,0.031113,False,00320598
493,train\Normal\00164738.png,0.031113,False,00164738
494,train\Normal\00447282.png,0.031082,False,00447282
495,train\Normal\00441252.png,0.030823,False,00441252
496,train\Normal\00326041.png,0.030731,False,00326041
497,train\Normal\00513125.png,0.030502,False,00513125
498,train\Normal\00443257.png,0.030441,False,00443257
499,train\Normal\00370937.png,0.03038,False,00370937
500,train\Normal\00399455.png,0.030045,False,00399455
501,train\Normal\00398507.png,0.029648,False,00398507
502,train\Normal\00493064.png,0.029312,False,00493064
503,train\Normal\00036675.png,0.029251,False,00036675
504,train\Normal\00325941.png,0.029083,False,00325941
505,train\Normal\00140487.png,0.0289,False,00140487
506,train\Normal\00380835.png,0.02887,False,00380835
507,train\Normal\00339939.png,0.028763,False,00339939
508,train\Normal\00333690.png,0.028763,False,00333690
509,train\Normal\00431150.png,0.028625,False,00431150
510,train\Normal\00392555.png,0.028488,False,00392555
511,train\Normal\00450770.png,0.028381,False,00450770
512,train\Normal\00283500.png,0.028244,False,00283500
513,train\Normal\00349183.png,0.028168,False,00349183
514,train\Normal\00131557.png,0.027618,False,00131557
515,train\Normal\00291946.png,0.027451,False,00291946
516,train\Normal\00298653.png,0.027451,False,00298653
517,train\Normal\00319648.png,0.027435,False,00319648
518,train\Normal\00001120.png,0.027298,False,00001120
519,train\Normal\00282367.png,0.027008,False,00282367
520,train\Normal\00355824.png,0.027008,False,00355824
521,train\Normal\00352876.png,0.026917,False,00352876
522,train\Normal\00282706.png,0.026886,False,00282706
523,train\Normal\00272751.png,0.02684,False,00272751
524,train\Normal\00350233.png,0.026733,False,00350233
525,train\Normal\00318080.png,0.026581,False,00318080
526,train\Normal\00355791.png,0.026581,False,00355791
527,train\Normal\00363108.png,0.026535,False,00363108
528,train\Normal\00407259.png,0.026306,False,00407259
529,train\Normal\00445191.png,0.026306,False,00445191
530,train\Normal\00315752.png,0.026184,False,00315752
531,train\Normal\00461702.png,0.026077,False,00461702
532,train\Normal\00402854.png,0.026062,False,00402854
533,train\Normal\00150795.png,0.025955,False,00150795
534,train\Normal\00166790.png,0.02594,False,00166790
535,train\Normal\00305412.png,0.02562,False,00305412
536,train\Normal\00284601.png,0.025467,False,00284601
537,train\Normal\00326982.png,0.025436,False,00326982
538,train\Normal\00448282.png,0.025299,False,00448282
539,train\Normal\00471981.png,0.025299,False,00471981
540,train\Normal\00382520.png,0.025009,False,00382520
541,train\Normal\00324401.png,0.025009,False,00324401
542,train\Normal\00497435.png,0.024918,False,00497435
543,train\Normal\00306432.png,0.024918,False,00306432
544,train\Normal\00327809.png,0.02475,False,00327809
545,train\Normal\00402744.png,0.024704,False,00402744
546,train\Normal\00315784.png,0.024628,False,00315784
547,train\Normal\00341557.png,0.024612,False,00341557
548,train\Normal\00367419.png,0.024521,False,00367419
549,train\Normal\00512071.png,0.024521,False,00512071
550,train\Normal\00357022.png,0.024353,False,00357022
551,train\Normal\00367496.png,0.024277,False,00367496
552,train\Normal\00516874.png,0.02417,False,00516874
553,train\Normal\00428736.png,0.024139,False,00428736
554,train\Normal\00011589.png,0.024124,False,00011589
555,train\Normal\00005285.png,0.023956,False,00005285
556,train\Normal\00314059.png,0.023895,False,00314059
557,train\Normal\00164737.png,0.023819,False,00164737
