setting_id,setting_name,score_variant,image_id,img_rel_path,path_stub,pool_rank,pool_score_anchor,embedding_index,calibrated_p,raw_tta_variance,R,C,D,S,pi,duplication_count,selected_flag
A2,weighted_hn14_risk_only,risk_only,Normal_00375607,train/Normal/00375607.png,train/Normal/00375607.png,12,0.848633,6060,0.821435,0.113597,0.565493,0.0,0.620306,0.565493,0.02322053,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00344448,train/Normal/00344448.png,train/Normal/00344448.png,68,0.427979,5914,0.779284,0.003691,0.480872,0.115837,0.984704,0.480872,0.016791,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00429058,train/Normal/00429058.png,train/Normal/00429058.png,139,0.259521,6209,0.777585,0.106874,0.477605,0.0,0.879116,0.477605,0.01656363,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00437560,train/Normal/00437560.png,train/Normal/00437560.png,37,0.604004,6223,0.766383,0.032697,0.456344,0.0,0.636401,0.456344,0.01512176,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00261378,train/Normal/00261378.png,train/Normal/00261378.png,51,0.530762,5590,0.763189,0.045415,0.450369,0.0,0.852346,0.450369,0.01472837,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00021678,train/Normal/00021678.png,train/Normal/00021678.png,9,0.868164,5453,0.736392,0.017872,0.4018,2.9e-05,0.065818,0.4018,0.01172297,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00331791,train/Normal/00331791.png,train/Normal/00331791.png,45,0.571289,5864,0.709733,0.058172,0.356232,0.0,0.713354,0.356232,0.00921475,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00457555,train/Normal/00457555.png,train/Normal/00457555.png,136,0.274414,6285,0.709223,0.002168,0.355387,0.281921,0.838255,0.355387,0.00917109,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00394189,train/Normal/00394189.png,train/Normal/00394189.png,148,0.244995,6109,0.706199,0.01427,0.350397,0.00024,0.200044,0.350397,0.00891535,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00491599,train/Normal/00491599.png,train/Normal/00491599.png,158,0.225342,6390,0.698519,0.077246,0.337882,0.0,0.981739,0.337882,0.00828987,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00484751,train/Normal/00484751.png,train/Normal/00484751.png,156,0.230347,6368,0.69597,0.024367,0.33378,1e-06,0.937632,0.33378,0.00808981,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00359446,train/Normal/00359446.png,train/Normal/00359446.png,35,0.623535,5968,0.668761,0.004598,0.291542,0.068203,0.861164,0.291542,0.00617191,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00369033,train/Normal/00369033.png,train/Normal/00369033.png,75,0.404785,6019,0.661753,0.216088,0.281125,0.0,0.872796,0.281125,0.00573874,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00421443,train/Normal/00421443.png,train/Normal/00421443.png,19,0.781738,6198,0.657352,0.075997,0.274681,0.0,0.661695,0.274681,0.00547867,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00405652,train/Normal/00405652.png,train/Normal/00405652.png,17,0.789062,6147,0.653026,0.173641,0.268419,0.0,0.686108,0.268419,0.00523172,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00161664,train/Normal/00161664.png,train/Normal/00161664.png,20,0.773438,5570,0.65053,0.00689,0.264839,0.017885,0.858609,0.264839,0.00509309,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00008225,train/Normal/00008225.png,train/Normal/00008225.png,219,0.136597,5428,0.613429,0.109999,0.214457,0.0,0.668187,0.214457,0.00333963,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00348805,train/Normal/00348805.png,train/Normal/00348805.png,87,0.360596,5924,0.576764,0.032018,0.169885,0.0,0.966914,0.169885,0.00209569,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00160245,train/Normal/00160245.png,train/Normal/00160245.png,41,0.59082,5566,0.554144,0.002291,0.144974,0.26238,0.540779,0.144974,0.00152615,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00490366,train/Normal/00490366.png,train/Normal/00490366.png,241,0.11908,6387,0.553423,0.086546,0.144214,0.0,0.923516,0.144214,0.00151019,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00373194,train/Normal/00373194.png,train/Normal/00373194.png,214,0.149048,6045,0.546223,0.105916,0.136718,0.0,0.983971,0.136718,0.00135728,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00402029,train/Normal/00402029.png,train/Normal/00402029.png,86,0.361328,6136,0.448843,0.264598,0.054992,0.0,0.922895,0.054992,0.00021959,1,1
A2,weighted_hn14_risk_only,risk_only,Normal_00505638,train/Normal/00505638.png,train/Normal/00505638.png,8,0.886719,6426,0.804369,0.019534,0.530407,1.1e-05,0.777726,0.530407,0.02042848,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00138046,train/Normal/00138046.png,train/Normal/00138046.png,190,0.167236,5516,0.79978,0.324777,0.521164,0.0,0.733085,0.521164,0.0197227,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00296371,train/Normal/00296371.png,train/Normal/00296371.png,222,0.13501,5720,0.785571,0.07118,0.493059,0.0,0.902817,0.493059,0.01765287,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00397769,train/Normal/00397769.png,train/Normal/00397769.png,54,0.520508,6119,0.74171,0.076347,0.411219,0.0,0.932227,0.411219,0.01227903,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00462787,train/Normal/00462787.png,train/Normal/00462787.png,58,0.474365,6307,0.69618,0.171673,0.334116,0.0,0.88561,0.334116,0.0081061,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00292889,train/Normal/00292889.png,train/Normal/00292889.png,11,0.851074,5706,0.677872,0.01759,0.305366,3.5e-05,0.409466,0.305366,0.0067711,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00278336,train/Normal/00278336.png,train/Normal/00278336.png,120,0.294922,5659,0.669451,0.003573,0.292577,0.124101,0.918947,0.292577,0.00621581,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00491113,train/Normal/00491113.png,train/Normal/00491113.png,100,0.34082,6389,0.669152,0.144141,0.292128,0.0,0.743217,0.292128,0.00619675,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00022521,train/Normal/00022521.png,train/Normal/00022521.png,10,0.854492,5456,0.665212,0.012179,0.286242,0.000815,0.444613,0.286242,0.00594955,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00027237,train/Normal/00027237.png,train/Normal/00027237.png,149,0.241455,5470,0.661518,0.008988,0.280779,0.005252,0.915655,0.280779,0.00572462,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00387838,train/Normal/00387838.png,train/Normal/00387838.png,141,0.257568,6094,0.634462,0.025799,0.242368,0.0,0.941631,0.242368,0.00426548,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00022864,train/Normal/00022864.png,train/Normal/00022864.png,38,0.600586,5458,0.630068,0.041336,0.236396,0.0,0.823138,0.236396,0.00405787,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00444256,train/Normal/00444256.png,train/Normal/00444256.png,140,0.259521,6238,0.628268,0.187195,0.233971,0.0,0.958562,0.233971,0.00397504,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00341441,train/Normal/00341441.png,train/Normal/00341441.png,44,0.571777,5905,0.62584,0.058263,0.23072,0.0,0.957978,0.23072,0.00386534,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00288653,train/Normal/00288653.png,train/Normal/00288653.png,22,0.735352,5692,0.621294,0.00727,0.224694,0.014325,0.865552,0.224694,0.00366607,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00365492,train/Normal/00365492.png,train/Normal/00365492.png,33,0.633789,5996,0.595098,0.323946,0.191525,0.0,0.879715,0.191525,0.0026636,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00147703,train/Normal/00147703.png,train/Normal/00147703.png,165,0.213989,5543,0.587091,0.034848,0.181916,0.0,0.940958,0.181916,0.00240303,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00022588,train/Normal/00022588.png,train/Normal/00022588.png,24,0.731934,5457,0.584145,0.081925,0.178442,0.0,0.079027,0.178442,0.00231213,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00281638,train/Normal/00281638.png,train/Normal/00281638.png,23,0.73291,5661,0.583652,0.005666,0.177863,0.036553,0.786179,0.177863,0.00229715,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00491047,train/Normal/00491047.png,train/Normal/00491047.png,55,0.498047,6388,0.577355,0.028801,0.170563,0.0,0.690503,0.170563,0.00211245,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00313867,train/Normal/00313867.png,train/Normal/00313867.png,60,0.462646,5767,0.573534,0.097806,0.166208,0.0,0.783267,0.166208,0.00200596,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00421255,train/Normal/00421255.png,train/Normal/00421255.png,104,0.329834,6197,0.57239,0.064916,0.164915,0.0,0.917138,0.164915,0.00197487,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00486171,train/Normal/00486171.png,train/Normal/00486171.png,200,0.159302,6372,0.571961,0.072425,0.164431,0.0,0.92476,0.164431,0.00196329,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00471904,train/Normal/00471904.png,train/Normal/00471904.png,191,0.16626,6324,0.571836,0.007506,0.16429,0.012481,0.971772,0.16429,0.00195993,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00354695,train/Normal/00354695.png,train/Normal/00354695.png,69,0.425293,5947,0.569188,0.198591,0.161323,0.0,0.974461,0.161323,0.00188978,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00347413,train/Normal/00347413.png,train/Normal/00347413.png,34,0.631348,5921,0.565095,0.04266,0.156789,0.0,0.0,0.156789,0.00178504,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00377670,train/Normal/00377670.png,train/Normal/00377670.png,208,0.154175,6070,0.563724,0.113225,0.155284,0.0,0.921403,0.155284,0.00175094,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00006200,train/Normal/00006200.png,train/Normal/00006200.png,85,0.362793,5423,0.563605,0.002473,0.155154,0.235922,0.848779,0.155154,0.00174801,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00423666,train/Normal/00423666.png,train/Normal/00423666.png,137,0.265869,6200,0.56193,0.065897,0.153327,0.0,0.939804,0.153327,0.00170708,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00321463,train/Normal/00321463.png,train/Normal/00321463.png,67,0.429932,5820,0.560669,0.056484,0.151958,0.0,0.890612,0.151958,0.00167674,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00383285,train/Normal/00383285.png,train/Normal/00383285.png,95,0.350586,6090,0.557153,0.011334,0.148175,0.001335,0.914728,0.148175,0.00159429,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00153734,train/Normal/00153734.png,train/Normal/00153734.png,90,0.359375,5556,0.553532,0.21345,0.144329,0.0,0.847728,0.144329,0.0015126,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00035450,train/Normal/00035450.png,train/Normal/00035450.png,81,0.370361,5479,0.552279,0.022327,0.143009,2e-06,0.890289,0.143009,0.00148506,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00019908,train/Normal/00019908.png,train/Normal/00019908.png,14,0.82666,5449,0.543986,0.002508,0.13443,0.231149,0.797051,0.13443,0.00131223,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00339405,train/Normal/00339405.png,train/Normal/00339405.png,40,0.59375,5898,0.539682,0.060022,0.130083,0.0,0.876243,0.130083,0.00122874,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00130666,train/Normal/00130666.png,train/Normal/00130666.png,4,0.904297,5495,0.527603,0.038144,0.118262,0.0,0.825395,0.118262,0.00101557,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00518078,train/Normal/00518078.png,train/Normal/00518078.png,238,0.12085,6471,0.527359,0.168766,0.11803,0.0,0.784933,0.11803,0.00101159,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00414877,train/Normal/00414877.png,train/Normal/00414877.png,135,0.274902,6181,0.527215,0.053386,0.117892,0.0,0.809976,0.117892,0.00100922,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00324327,train/Normal/00324327.png,train/Normal/00324327.png,142,0.256836,5836,0.523256,0.020681,0.114146,6e-06,0.781807,0.114146,0.0009461,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00503763,train/Normal/00503763.png,train/Normal/00503763.png,117,0.298584,6422,0.520395,0.002549,0.111477,0.22568,0.926747,0.111477,0.00090238,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00141992,train/Normal/00141992.png,train/Normal/00141992.png,39,0.594238,5532,0.519364,0.054289,0.110523,0.0,0.663358,0.110523,0.000887,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00018926,train/Normal/00018926.png,train/Normal/00018926.png,64,0.447998,5448,0.516772,0.043733,0.108142,0.0,0.254574,0.108142,0.00084919,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00132693,train/Normal/00132693.png,train/Normal/00132693.png,93,0.357178,5506,0.51618,0.009479,0.107602,0.003943,0.842531,0.107602,0.00084073,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00414024,train/Normal/00414024.png,train/Normal/00414024.png,30,0.65918,6178,0.51556,0.040741,0.107038,0.0,0.902689,0.107038,0.00083194,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00271718,train/Normal/00271718.png,train/Normal/00271718.png,235,0.121704,5632,0.512693,0.020693,0.104449,6e-06,0.796838,0.104449,0.00079218,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00022239,train/Normal/00022239.png,train/Normal/00022239.png,43,0.572754,5455,0.510537,0.023931,0.102522,1e-06,0.610846,0.102522,0.00076322,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00428317,train/Normal/00428317.png,train/Normal/00428317.png,59,0.471191,6206,0.508977,0.568895,0.101139,0.0,0.808896,0.101139,0.00074277,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00322339,train/Normal/00322339.png,train/Normal/00322339.png,197,0.160156,5826,0.508344,0.023004,0.100581,1e-06,0.890541,0.100581,0.0007346,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00335278,train/Normal/00335278.png,train/Normal/00335278.png,168,0.208618,5883,0.501895,0.001586,0.09498,0.396041,0.594393,0.09498,0.00065506,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00277841,train/Normal/00277841.png,train/Normal/00277841.png,82,0.368408,5656,0.49731,0.007956,0.091095,0.009596,0.807513,0.091095,0.00060257,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00038009,train/Normal/00038009.png,train/Normal/00038009.png,79,0.391357,5487,0.496818,0.014004,0.090683,0.000281,0.939765,0.090683,0.00059713,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00136785,train/Normal/00136785.png,train/Normal/00136785.png,164,0.215576,5512,0.496039,0.032095,0.090033,0.0,0.977592,0.090033,0.0005886,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00453020,train/Normal/00453020.png,train/Normal/00453020.png,31,0.64502,6275,0.490731,0.086569,0.085663,0.0,0.983968,0.085663,0.00053285,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00497776,train/Normal/00497776.png,train/Normal/00497776.png,163,0.21582,6412,0.490592,0.628121,0.08555,0.0,0.909109,0.08555,0.00053144,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00306773,train/Normal/00306773.png,train/Normal/00306773.png,78,0.39624,5749,0.487386,0.068928,0.082965,0.0,0.914474,0.082965,0.00049981,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00486860,train/Normal/00486860.png,train/Normal/00486860.png,225,0.128296,6376,0.482034,0.097019,0.078738,0.0,0.874993,0.078738,0.00045018,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00340160,train/Normal/00340160.png,train/Normal/00340160.png,49,0.53418,5901,0.479829,0.015133,0.077028,0.000145,0.555144,0.077028,0.00043084,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00143693,train/Normal/00143693.png,train/Normal/00143693.png,47,0.551758,5537,0.4701,0.009723,0.06971,0.003419,0.869112,0.06971,0.00035286,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00415416,train/Normal/00415416.png,train/Normal/00415416.png,176,0.192993,6186,0.467497,0.20341,0.067815,0.0,0.950103,0.067815,0.00033394,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00486991,train/Normal/00486991.png,train/Normal/00486991.png,145,0.24585,6377,0.465365,0.024856,0.066281,0.0,0.960022,0.066281,0.000319,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00331052,train/Normal/00331052.png,train/Normal/00331052.png,205,0.15564,5863,0.463599,1.370035,0.065025,0.0,0.778552,0.065025,0.00030703,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00449921,train/Normal/00449921.png,train/Normal/00449921.png,36,0.621582,6264,0.462856,0.414239,0.064499,0.0,0.918655,0.064499,0.00030208,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00473308,train/Normal/00473308.png,train/Normal/00473308.png,70,0.423584,6331,0.460251,0.201874,0.062675,0.0,0.813007,0.062675,0.00028524,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00314789,train/Normal/00314789.png,train/Normal/00314789.png,32,0.63916,5773,0.459513,0.1824,0.062162,0.0,0.866027,0.062162,0.00028059,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00000367,train/Normal/00000367.png,train/Normal/00000367.png,210,0.152222,5400,0.457398,0.002206,0.060706,0.275733,0.810037,0.060706,0.0002676,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00444253,train/Normal/00444253.png,train/Normal/00444253.png,181,0.181885,6236,0.457247,0.024221,0.060603,1e-06,0.983026,0.060603,0.00026669,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00387104,train/Normal/00387104.png,train/Normal/00387104.png,114,0.307129,6093,0.456088,0.167475,0.059813,0.0,0.780224,0.059813,0.00025978,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00306064,train/Normal/00306064.png,train/Normal/00306064.png,112,0.312744,5746,0.455943,0.082113,0.059714,0.0,0.889345,0.059714,0.00025892,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00401374,train/Normal/00401374.png,train/Normal/00401374.png,177,0.191284,6134,0.445669,0.111808,0.052944,0.0,0.77189,0.052944,0.00020354,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00298702,train/Normal/00298702.png,train/Normal/00298702.png,138,0.265137,5732,0.43959,0.026421,0.04913,0.0,0.738499,0.04913,0.00017527,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00317503,train/Normal/00317503.png,train/Normal/00317503.png,63,0.456299,5789,0.43868,0.051336,0.048571,0.0,0.961504,0.048571,0.00017131,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00315548,train/Normal/00315548.png,train/Normal/00315548.png,167,0.209717,5781,0.438275,0.662029,0.048324,0.0,0.71814,0.048324,0.00016957,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00382971,train/Normal/00382971.png,train/Normal/00382971.png,56,0.487793,6089,0.435482,0.005881,0.046633,0.03224,0.342908,0.046633,0.00015791,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00451302,train/Normal/00451302.png,train/Normal/00451302.png,234,0.121765,6268,0.435224,0.003718,0.046479,0.114024,0.899872,0.046479,0.00015687,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00002861,train/Normal/00002861.png,train/Normal/00002861.png,121,0.292969,5415,0.43408,0.008662,0.045796,0.006354,0.451568,0.045796,0.00015229,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00400764,train/Normal/00400764.png,train/Normal/00400764.png,80,0.387695,6133,0.432139,0.00626,0.044649,0.025838,0.988064,0.044649,0.00014476,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00314982,train/Normal/00314982.png,train/Normal/00314982.png,91,0.35791,5775,0.431407,0.028183,0.044221,0.0,0.790306,0.044221,0.000142,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00350271,train/Normal/00350271.png,train/Normal/00350271.png,84,0.365479,5932,0.431336,0.066261,0.044179,0.0,0.811056,0.044179,0.00014173,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00338697,train/Normal/00338697.png,train/Normal/00338697.png,193,0.164673,5896,0.430723,0.058393,0.043822,0.0,0.875281,0.043822,0.00013944,0,0
A2,weighted_hn14_risk_only,risk_only,Normal_00452559,train/Normal/00452559.png,train/Normal/00452559.png,226,0.127808,6271,0.430052,0.168661,0.043433,0.0,0.948473,0.043433,0.00013698,0,0
