setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
R-Q4,r_q4_bucket_uniform151,R,Q4,13,Normal_00414877,train/Normal/00414877.png,135,0.545151,0.000394,0.275232,0.809976,0.000394,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,14,Normal_00141992,train/Normal/00141992.png,39,0.546359,0.000379,0.269291,0.663358,0.000379,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,15,Normal_00347413,train/Normal/00347413.png,34,0.546493,0.000377,0.356674,0.0,0.000377,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,16,Normal_00313867,train/Normal/00313867.png,60,0.548107,0.000357,0.09408,0.783267,0.000357,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,17,Normal_00022588,train/Normal/00022588.png,24,0.553232,0.000301,0.138094,0.079027,0.000301,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,18,Normal_00130666,train/Normal/00130666.png,4,0.558113,0.000256,0.397803,0.825395,0.000256,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,19,Normal_00491047,train/Normal/00491047.png,55,0.5607,0.000235,0.498569,0.690503,0.000235,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,20,Normal_00383285,train/Normal/00383285.png,95,0.561655,0.000227,0.760408,0.914727,0.000227,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,21,Normal_00518078,train/Normal/00518078.png,238,0.564389,0.000208,0.016934,0.784933,0.000208,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,22,Normal_00160245,train/Normal/00160245.png,41,0.565898,0.000197,0.94614,0.540779,0.000197,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,23,Normal_00421255,train/Normal/00421255.png,104,0.566035,0.000197,0.2083,0.917138,0.000197,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,24,Normal_00006200,train/Normal/00006200.png,85,0.568234,0.000183,0.941988,0.848779,0.000183,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,25,Normal_00035450,train/Normal/00035450.png,81,0.569888,0.000173,0.583005,0.890289,0.000173,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,26,Normal_00348805,train/Normal/00348805.png,87,0.589628,9e-05,0.461278,0.966914,9e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,27,Normal_00281638,train/Normal/00281638.png,23,0.591337,8.5e-05,0.872035,0.786179,8.5e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,28,Normal_00486171,train/Normal/00486171.png,200,0.593052,8e-05,0.173732,0.924759,8e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,29,Normal_00471904,train/Normal/00471904.png,191,0.593339,7.9e-05,0.834108,0.971772,7.9e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,30,Normal_00341441,train/Normal/00341441.png,44,0.594772,7.5e-05,0.244632,0.957978,7.5e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,31,Normal_00321463,train/Normal/00321463.png,67,0.596642,7.1e-05,0.255379,0.890612,7.1e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,32,Normal_00423666,train/Normal/00423666.png,137,0.598953,6.6e-05,0.20342,0.939804,6.6e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,33,Normal_00153734,train/Normal/00153734.png,90,0.600112,6.3e-05,0.005752,0.847728,6.3e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,34,Normal_00377670,train/Normal/00377670.png,208,0.600837,6.2e-05,0.064815,0.921403,6.2e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,35,Normal_00147703,train/Normal/00147703.png,165,0.604043,5.5e-05,0.430785,0.940958,5.5e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,36,Normal_00421443,train/Normal/00421443.png,19,0.622227,3e-05,0.159364,0.661695,3e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,37,Normal_00008225,train/Normal/00008225.png,219,0.627895,2.5e-05,0.07007,0.668186,2.5e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,38,Normal_00491113,train/Normal/00491113.png,100,0.639321,1.7e-05,0.030704,0.743217,1.7e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,39,Normal_00288653,train/Normal/00288653.png,22,0.642994,1.5e-05,0.838879,0.865552,1.5e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,40,Normal_00027237,train/Normal/00027237.png,149,0.649473,1.2e-05,0.804764,0.915655,1.2e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,41,Normal_00168417,train/Normal/00168417.png,186,0.655327,1e-05,0.338959,0.928851,1e-05,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,42,Normal_00022864,train/Normal/00022864.png,38,0.660103,9e-06,0.368271,0.823138,9e-06,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,43,Normal_00314643,train/Normal/00314643.png,16,0.661711,8e-06,0.475206,0.864666,8e-06,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,44,Normal_00365492,train/Normal/00365492.png,33,0.663497,8e-06,0.000398,0.879715,8e-06,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,45,Normal_00359446,train/Normal/00359446.png,35,0.660694,8e-06,0.894835,0.861164,8e-06,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,46,Normal_00288624,train/Normal/00288624.png,111,0.661371,8e-06,0.096244,0.930267,8e-06,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,47,Normal_00161664,train/Normal/00161664.png,20,0.664608,7e-06,0.846618,0.858609,7e-06,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,48,Normal_00387838,train/Normal/00387838.png,141,0.664095,7e-06,0.536083,0.941631,7e-06,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,49,Normal_00022521,train/Normal/00022521.png,10,0.669613,6e-06,0.745037,0.444613,6e-06,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,50,Normal_00278336,train/Normal/00278336.png,120,0.671534,6e-06,0.917277,0.918947,6e-06,0.02,3,1
