setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
C-Q5,c_q5_bucket_uniform151,C,Q5,25,Normal_00344240,train/Normal/00344240.png,147,0.755562,0.0,0.004612,0.888295,0.004612,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,26,Normal_00431704,train/Normal/00431704.png,233,0.387403,0.075767,0.004579,0.91397,0.004579,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,27,Normal_00471490,train/Normal/00471490.png,62,0.397417,0.054264,0.004279,0.938541,0.004279,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,28,Normal_00410243,train/Normal/00410243.png,250,0.150261,0.013239,0.002043,0.876968,0.002043,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,29,Normal_00335773,train/Normal/00335773.png,162,0.239651,0.260548,0.001896,0.821793,0.001896,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,30,Normal_00001524,train/Normal/00001524.png,92,0.446092,0.010712,0.001805,0.732658,0.001805,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,31,Normal_00402029,train/Normal/00402029.png,86,0.388889,0.072105,0.001671,0.922895,0.001671,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,32,Normal_00442574,train/Normal/00442574.png,228,0.218612,0.129218,0.000949,0.862032,0.000949,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,33,Normal_00335362,train/Normal/00335362.png,211,0.272976,0.791261,0.000469,0.859695,0.000469,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,34,Normal_00365492,train/Normal/00365492.png,33,0.663497,8e-06,0.000398,0.879715,0.000398,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,35,Normal_00138046,train/Normal/00138046.png,190,0.851851,0.0,0.00039,0.733085,0.00039,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,36,Normal_00380312,train/Normal/00380312.png,101,0.771987,0.0,0.000311,0.881019,0.000311,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,37,Normal_00513364,train/Normal/00513364.png,160,0.755375,0.0,0.000304,0.955997,0.000304,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,38,Normal_00437877,train/Normal/00437877.png,236,0.322004,0.670227,7e-05,0.939708,7e-05,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,39,Normal_00441098,train/Normal/00441098.png,204,0.223131,0.150221,4.7e-05,0.846307,4.7e-05,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,40,Normal_00449921,train/Normal/00449921.png,36,0.5414,0.000447,3.6e-05,0.918655,3.6e-05,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,41,Normal_00158209,train/Normal/00158209.png,48,0.894282,0.0,5e-06,0.32979,5e-06,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,42,Normal_00428317,train/Normal/00428317.png,59,0.423877,0.022463,1e-06,0.808896,1e-06,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,43,Normal_00300113,train/Normal/00300113.png,27,0.87663,0.0,0.0,0.898056,0.0,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,44,Normal_00312268,train/Normal/00312268.png,61,0.298085,0.672225,0.0,0.952743,0.0,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,45,Normal_00322236,train/Normal/00322236.png,157,0.263204,0.571279,0.0,0.836129,0.0,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,46,Normal_00497776,train/Normal/00497776.png,163,0.396833,0.05533,0.0,0.909109,0.0,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,47,Normal_00315548,train/Normal/00315548.png,167,0.346415,0.297059,0.0,0.71814,0.0,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,48,Normal_00422423,train/Normal/00422423.png,169,0.263204,0.571279,0.0,0.850181,0.0,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,49,Normal_00331052,train/Normal/00331052.png,205,0.344756,0.313949,0.0,0.778552,0.0,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,50,Normal_00497455,train/Normal/00497455.png,240,0.204924,0.081876,0.0,0.582544,0.0,0.02,3,1
