setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
R-Q1,r_q1_bucket_uniform151,R,Q1,19,Normal_00312268,train/Normal/00312268.png,61,0.298085,0.672225,0.0,0.952743,0.672225,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,20,Normal_00437877,train/Normal/00437877.png,236,0.322004,0.670227,7e-05,0.939708,0.670227,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,21,Normal_00312330,train/Normal/00312330.png,106,0.323076,0.646698,0.90797,0.907548,0.646698,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,22,Normal_00314262,train/Normal/00314262.png,52,0.266808,0.644207,0.035435,0.942989,0.644207,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,23,Normal_00313631,train/Normal/00313631.png,196,0.266361,0.634674,0.665676,0.615555,0.634674,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,24,Normal_00159087,train/Normal/00159087.png,173,0.326622,0.574612,0.429715,0.91297,0.574612,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,25,Normal_00322236,train/Normal/00322236.png,157,0.263204,0.571279,0.0,0.836129,0.571279,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,26,Normal_00422423,train/Normal/00422423.png,169,0.263204,0.571279,0.0,0.850181,0.571279,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,27,Normal_00162245,train/Normal/00162245.png,172,0.328028,0.548296,0.780402,0.915103,0.548296,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,28,Normal_00140153,train/Normal/00140153.png,171,0.329428,0.523299,0.01246,0.466009,0.523299,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,29,Normal_00308456,train/Normal/00308456.png,118,0.26046,0.521354,0.048829,0.881113,0.521354,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,30,Normal_00165618,train/Normal/00165618.png,198,0.259999,0.513408,0.242179,0.79485,0.513408,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,31,Normal_00477476,train/Normal/00477476.png,94,0.330821,0.49955,0.353772,0.845912,0.49955,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,32,Normal_00437039,train/Normal/00437039.png,187,0.331862,0.482516,0.649447,0.691215,0.482516,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,33,Normal_00167010,train/Normal/00167010.png,249,0.257681,0.475221,0.723188,0.821709,0.475221,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,34,Normal_00002449,train/Normal/00002449.png,144,0.335649,0.425299,0.902501,0.794403,0.425299,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,35,Normal_00446817,train/Normal/00446817.png,146,0.337355,0.401787,0.167346,0.903363,0.401787,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,36,Normal_00518591,train/Normal/00518591.png,220,0.33939,0.375433,0.404828,0.833902,0.375433,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,37,Normal_00034962,train/Normal/00034962.png,189,0.249111,0.357143,0.554562,0.796851,0.357143,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,38,Normal_00314328,train/Normal/00314328.png,217,0.249111,0.357143,0.850453,0.803615,0.357143,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,39,Normal_00399031,train/Normal/00399031.png,71,0.341077,0.354913,0.084026,0.876955,0.354913,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,40,Normal_00488176,train/Normal/00488176.png,152,0.247157,0.334618,0.148898,0.885004,0.334618,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,41,Normal_00342738,train/Normal/00342738.png,124,0.343756,0.324583,0.062156,0.909785,0.324583,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,42,Normal_00331052,train/Normal/00331052.png,205,0.344756,0.313949,0.0,0.778552,0.313949,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,43,Normal_00471047,train/Normal/00471047.png,199,0.24369,0.298097,0.131106,0.981957,0.298097,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,44,Normal_00315548,train/Normal/00315548.png,167,0.346415,0.297059,0.0,0.71814,0.297059,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,45,Normal_00361813,train/Normal/00361813.png,248,0.348395,0.278087,0.858257,0.52863,0.278087,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,46,Normal_00335773,train/Normal/00335773.png,162,0.239651,0.260548,0.001896,0.821793,0.260548,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,47,Normal_00027337,train/Normal/00027337.png,154,0.352646,0.241347,0.230135,0.820362,0.241347,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,48,Normal_00313362,train/Normal/00313362.png,203,0.235525,0.227073,0.600623,0.959238,0.227073,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,49,Normal_00341239,train/Normal/00341239.png,108,0.355236,0.221382,0.396482,0.879735,0.221382,0.02,3,1
R-Q1,r_q1_bucket_uniform151,R,Q1,50,Normal_00360211,train/Normal/00360211.png,126,0.355236,0.221382,0.782253,0.7524,0.221382,0.02,3,1
