setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
R-Q2,r_q2_bucket_uniform151,R,Q2,28,Normal_00498029,train/Normal/00498029.png,98,0.207995,0.090703,0.79841,0.836801,0.090703,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,29,Normal_00012805,train/Normal/00012805.png,188,0.207995,0.090703,0.782555,0.847306,0.090703,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,30,Normal_00345686,train/Normal/00345686.png,65,0.382012,0.09068,0.036399,0.853944,0.09068,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,31,Normal_00463730,train/Normal/00463730.png,66,0.382615,0.088878,0.410172,0.922481,0.088878,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,32,Normal_00497455,train/Normal/00497455.png,240,0.204924,0.081876,0.0,0.582544,0.081876,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,33,Normal_00018652,train/Normal/00018652.png,123,0.386211,0.078839,0.264084,0.646283,0.078839,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,34,Normal_00313509,train/Normal/00313509.png,179,0.386807,0.077286,0.288011,0.980712,0.077286,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,35,Normal_00401374,train/Normal/00401374.png,177,0.387403,0.075767,0.067072,0.77189,0.075767,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,36,Normal_00431704,train/Normal/00431704.png,233,0.387403,0.075767,0.004579,0.91397,0.075767,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,37,Normal_00402029,train/Normal/00402029.png,86,0.388889,0.072105,0.001671,0.922895,0.072105,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,38,Normal_00444328,train/Normal/00444328.png,89,0.39273,0.063439,0.053484,0.893106,0.063439,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,39,Normal_00016807,train/Normal/00016807.png,53,0.393612,0.061601,0.293059,0.806051,0.061601,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,40,Normal_00405592,train/Normal/00405592.png,107,0.395957,0.05697,0.739495,0.793964,0.05697,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,41,Normal_00267490,train/Normal/00267490.png,166,0.396249,0.056418,0.577941,0.748179,0.056418,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,42,Normal_00497776,train/Normal/00497776.png,163,0.396833,0.05533,0.0,0.909109,0.05533,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,43,Normal_00471490,train/Normal/00471490.png,62,0.397417,0.054264,0.004279,0.938541,0.054264,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,44,Normal_00314982,train/Normal/00314982.png,91,0.397417,0.054264,0.506071,0.790306,0.054264,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,45,Normal_00473308,train/Normal/00473308.png,70,0.397999,0.053221,0.007608,0.813007,0.053221,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,46,Normal_00462814,train/Normal/00462814.png,215,0.400613,0.04878,0.672234,0.726123,0.04878,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,47,Normal_00291401,train/Normal/00291401.png,237,0.187935,0.046475,0.076369,0.862082,0.046475,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,48,Normal_00387104,train/Normal/00387104.png,114,0.406088,0.040642,0.01747,0.780224,0.040642,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,49,Normal_00159576,train/Normal/00159576.png,115,0.406088,0.040642,0.785036,0.879226,0.040642,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,50,Normal_00306064,train/Normal/00306064.png,112,0.408663,0.0373,0.137468,0.889345,0.0373,0.02,4,1
