setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
C-Q2,c_q2_bucket_uniform151,C,Q2,12,Normal_00340160,train/Normal/00340160.png,49,0.488947,0.002567,0.693705,0.555144,0.693705,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,13,Normal_00350801,train/Normal/00350801.png,26,0.773486,0.0,0.680176,0.878667,0.680176,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,14,Normal_00462814,train/Normal/00462814.png,215,0.400613,0.04878,0.672234,0.726123,0.672234,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,15,Normal_00313631,train/Normal/00313631.png,196,0.266361,0.634674,0.665676,0.615555,0.665676,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,16,Normal_00391827,train/Normal/00391827.png,109,0.420248,0.025351,0.66469,0.827587,0.66469,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,17,Normal_00411687,train/Normal/00411687.png,227,0.225897,0.164735,0.658646,0.619413,0.658646,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,18,Normal_00292889,train/Normal/00292889.png,11,0.69364,3e-06,0.653714,0.409466,0.653714,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,19,Normal_00437039,train/Normal/00437039.png,187,0.331862,0.482516,0.649447,0.691215,0.649447,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,20,Normal_00021678,train/Normal/00021678.png,9,0.735438,1e-06,0.649275,0.065818,0.649275,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,21,Normal_00399106,train/Normal/00399106.png,99,0.318039,0.764945,0.63238,0.916535,0.63238,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,22,Normal_00505638,train/Normal/00505638.png,8,0.823072,0.0,0.623714,0.777725,0.623714,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,23,Normal_00324327,train/Normal/00324327.png,142,0.51079,0.00124,0.606663,0.781807,0.606663,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,24,Normal_00271718,train/Normal/00271718.png,235,0.508947,0.001318,0.606487,0.796838,0.606487,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,25,Normal_00313362,train/Normal/00313362.png,203,0.235525,0.227073,0.600623,0.959238,0.600623,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,26,Normal_00160652,train/Normal/00160652.png,5,0.859083,0.0,0.597395,0.811244,0.597395,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,27,Normal_00035450,train/Normal/00035450.png,81,0.569888,0.000173,0.583005,0.890289,0.583005,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,28,Normal_00276363,train/Normal/00276363.png,116,0.422762,0.023313,0.579213,0.870698,0.579213,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,29,Normal_00267490,train/Normal/00267490.png,166,0.396249,0.056418,0.577941,0.748179,0.577941,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,30,Normal_00322339,train/Normal/00322339.png,197,0.521472,0.000868,0.573544,0.890541,0.573544,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,31,Normal_00022239,train/Normal/00022239.png,43,0.528619,0.000684,0.560838,0.610846,0.560838,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,32,Normal_00444253,train/Normal/00444253.png,181,0.442295,0.012157,0.556921,0.983026,0.556921,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,33,Normal_00484751,train/Normal/00484751.png,156,0.70378,2e-06,0.55496,0.937632,0.55496,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,34,Normal_00034962,train/Normal/00034962.png,189,0.249111,0.357143,0.554562,0.796851,0.554562,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,35,Normal_00499653,train/Normal/00499653.png,57,0.907315,0.0,0.554156,0.526348,0.554156,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,36,Normal_00025314,train/Normal/00025314.png,46,0.269473,0.704044,0.552542,0.881581,0.552542,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,37,Normal_00486991,train/Normal/00486991.png,145,0.486312,0.002803,0.54844,0.960022,0.54844,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,38,Normal_00387838,train/Normal/00387838.png,141,0.664095,7e-06,0.536083,0.941631,0.536083,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,39,Normal_00500159,train/Normal/00500159.png,13,0.976645,0.0,0.530388,0.762644,0.530388,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,40,Normal_00298702,train/Normal/00298702.png,138,0.458466,0.007091,0.528086,0.738499,0.528086,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,41,Normal_00319692,train/Normal/00319692.png,216,0.224242,0.155893,0.52173,0.388052,0.52173,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,42,Normal_00479528,train/Normal/00479528.png,74,0.817243,0.0,0.519453,0.837139,0.519453,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,43,Normal_00314982,train/Normal/00314982.png,91,0.397417,0.054264,0.506071,0.790306,0.506071,0.02,4,1
C-Q2,c_q2_bucket_uniform151,C,Q2,44,Normal_00163562,train/Normal/00163562.png,127,0.366669,0.151227,0.501619,0.651966,0.501619,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,45,Normal_00329365,train/Normal/00329365.png,2,0.803752,0.0,0.500537,0.762608,0.500537,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,46,Normal_00491047,train/Normal/00491047.png,55,0.5607,0.000235,0.498569,0.690503,0.498569,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,47,Normal_00314643,train/Normal/00314643.png,16,0.661711,8e-06,0.475206,0.864666,0.475206,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,48,Normal_00278211,train/Normal/00278211.png,131,0.381711,0.091596,0.472629,0.796107,0.472629,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,49,Normal_00013447,train/Normal/00013447.png,72,0.446633,0.010521,0.466727,0.915857,0.466727,0.02,3,1
C-Q2,c_q2_bucket_uniform151,C,Q2,50,Normal_00348805,train/Normal/00348805.png,87,0.589628,9e-05,0.461278,0.966914,0.461278,0.02,3,1
