setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
G0,g0_uniform_random_pool250,baseline,G0,21,Normal_00347413,train/Normal/00347413.png,34,0.546493,0.000377,0.356674,0.0,0.631348,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,22,Normal_00359446,train/Normal/00359446.png,35,0.660694,8e-06,0.894835,0.861164,0.623535,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,23,Normal_00449921,train/Normal/00449921.png,36,0.5414,0.000447,3.6e-05,0.918655,0.621582,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,24,Normal_00437560,train/Normal/00437560.png,37,0.759712,0.0,0.45377,0.636401,0.604004,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,25,Normal_00022864,train/Normal/00022864.png,38,0.660103,9e-06,0.368271,0.823138,0.600586,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,26,Normal_00160245,train/Normal/00160245.png,41,0.565898,0.000197,0.94614,0.540779,0.59082,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,27,Normal_00351805,train/Normal/00351805.png,42,0.43025,0.018163,0.921498,0.67792,0.588867,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,28,Normal_00022239,train/Normal/00022239.png,43,0.528619,0.000684,0.560838,0.610846,0.572754,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,29,Normal_00143693,train/Normal/00143693.png,47,0.469922,0.00484,0.790596,0.869112,0.551758,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,30,Normal_00384016,train/Normal/00384016.png,50,0.675412,5e-06,0.092279,0.919335,0.53418,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,31,Normal_00261378,train/Normal/00261378.png,51,0.740462,1e-06,0.333701,0.852346,0.530762,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,32,Normal_00314262,train/Normal/00314262.png,52,0.266808,0.644207,0.035435,0.942989,0.527344,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,33,Normal_00016807,train/Normal/00016807.png,53,0.393612,0.061601,0.293059,0.806051,0.524902,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,34,Normal_00397769,train/Normal/00397769.png,54,0.73977,1e-06,0.158022,0.932227,0.520508,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,35,Normal_00382971,train/Normal/00382971.png,56,0.432729,0.016723,0.867516,0.342908,0.487793,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,36,Normal_00462787,train/Normal/00462787.png,58,0.747693,0.0,0.015785,0.88561,0.474365,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,37,Normal_00428317,train/Normal/00428317.png,59,0.423877,0.022463,1e-06,0.808896,0.471191,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,38,Normal_00312268,train/Normal/00312268.png,61,0.298085,0.672225,0.0,0.952743,0.461182,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,39,Normal_00317503,train/Normal/00317503.png,63,0.418566,0.026813,0.289211,0.961504,0.456299,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,40,Normal_00345686,train/Normal/00345686.png,65,0.382012,0.09068,0.036399,0.853944,0.446045,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,41,Normal_00463730,train/Normal/00463730.png,66,0.382615,0.088878,0.410172,0.922481,0.436279,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,42,Normal_00321463,train/Normal/00321463.png,67,0.596642,7.1e-05,0.255379,0.890612,0.429932,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,43,Normal_00344448,train/Normal/00344448.png,68,0.78654,0.0,0.914665,0.984704,0.427979,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,44,Normal_00354695,train/Normal/00354695.png,69,0.519491,0.000927,0.008236,0.974461,0.425293,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,45,Normal_00473308,train/Normal/00473308.png,70,0.397999,0.053221,0.007608,0.813007,0.423584,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,46,Normal_00399031,train/Normal/00399031.png,71,0.341077,0.354913,0.084026,0.876955,0.421875,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,47,Normal_00013447,train/Normal/00013447.png,72,0.446633,0.010521,0.466727,0.915857,0.419434,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,48,Normal_00368992,train/Normal/00368992.png,73,0.707851,2e-06,0.015187,0.760014,0.412109,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,49,Normal_00315400,train/Normal/00315400.png,77,0.320928,0.694704,0.220493,0.762706,0.401855,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,50,Normal_00306773,train/Normal/00306773.png,78,0.526631,0.000731,0.189052,0.914474,0.39624,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,51,Normal_00038009,train/Normal/00038009.png,79,0.500921,0.001722,0.712893,0.939765,0.391357,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,52,Normal_00400764,train/Normal/00400764.png,80,0.452835,0.008556,0.859606,0.988064,0.387695,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,53,Normal_00035450,train/Normal/00035450.png,81,0.569888,0.000173,0.583005,0.890289,0.370361,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,54,Normal_00277841,train/Normal/00277841.png,82,0.484731,0.002955,0.825087,0.807513,0.368408,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,55,Normal_00350271,train/Normal/00350271.png,84,0.444195,0.011411,0.201638,0.811056,0.365479,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,56,Normal_00006200,train/Normal/00006200.png,85,0.568234,0.000183,0.941988,0.848779,0.362793,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,57,Normal_00402029,train/Normal/00402029.png,86,0.388889,0.072105,0.001671,0.922895,0.361328,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,58,Normal_00348805,train/Normal/00348805.png,87,0.589628,9e-05,0.461278,0.966914,0.360596,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,59,Normal_00374379,train/Normal/00374379.png,88,0.43025,0.018163,0.026983,0.934116,0.360596,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,60,Normal_00001524,train/Normal/00001524.png,92,0.446092,0.010712,0.001805,0.732658,0.357178,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,61,Normal_00132693,train/Normal/00132693.png,93,0.511712,0.001202,0.795271,0.842531,0.357178,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,62,Normal_00477476,train/Normal/00477476.png,94,0.330821,0.49955,0.353772,0.845912,0.355957,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,63,Normal_00509588,train/Normal/00509588.png,102,0.464073,0.005883,0.037737,0.32195,0.337891,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,64,Normal_00137177,train/Normal/00137177.png,103,0.410088,0.03557,0.421048,0.906193,0.335693,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,65,Normal_00421255,train/Normal/00421255.png,104,0.566035,0.000197,0.2083,0.917138,0.329834,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,66,Normal_00436092,train/Normal/00436092.png,105,0.907414,0.0,0.09519,0.87857,0.32373,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,67,Normal_00312330,train/Normal/00312330.png,106,0.323076,0.646698,0.90797,0.907548,0.323486,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,68,Normal_00391827,train/Normal/00391827.png,109,0.420248,0.025351,0.66469,0.827587,0.317139,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,69,Normal_00279179,train/Normal/00279179.png,113,0.232371,0.204411,0.967177,0.889037,0.309814,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,70,Normal_00315540,train/Normal/00315540.png,119,0.365102,0.159337,0.794177,0.684043,0.296143,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,71,Normal_00278336,train/Normal/00278336.png,120,0.671534,6e-06,0.917277,0.918947,0.294922,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,72,Normal_00002861,train/Normal/00002861.png,121,0.444737,0.011207,0.811129,0.451568,0.292969,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,73,Normal_00018652,train/Normal/00018652.png,123,0.386211,0.078839,0.264084,0.646283,0.289795,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,74,Normal_00342738,train/Normal/00342738.png,124,0.343756,0.324583,0.062156,0.909785,0.289062,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,75,Normal_00464987,train/Normal/00464987.png,125,0.426378,0.020666,0.902479,0.654965,0.286621,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,76,Normal_00360211,train/Normal/00360211.png,126,0.355236,0.221382,0.782253,0.7524,0.28418,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,77,Normal_00163562,train/Normal/00163562.png,127,0.366669,0.151227,0.501619,0.651966,0.283691,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,78,Normal_00415827,train/Normal/00415827.png,128,0.426655,0.020476,0.208493,0.868206,0.283203,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,79,Normal_00315086,train/Normal/00315086.png,129,0.365102,0.159337,0.789107,1.0,0.280273,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,80,Normal_00032145,train/Normal/00032145.png,132,0.425823,0.021052,0.136691,0.804355,0.2771,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,81,Normal_00431168,train/Normal/00431168.png,133,0.701231,2e-06,0.403486,0.569517,0.275146,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,82,Normal_00480646,train/Normal/00480646.png,134,0.317312,0.783708,0.151611,0.740538,0.275146,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,83,Normal_00414877,train/Normal/00414877.png,135,0.545151,0.000394,0.275232,0.809976,0.274902,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,84,Normal_00457555,train/Normal/00457555.png,136,0.705063,2e-06,0.948956,0.838255,0.274414,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,85,Normal_00423666,train/Normal/00423666.png,137,0.598953,6.6e-05,0.20342,0.939804,0.265869,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,86,Normal_00298702,train/Normal/00298702.png,138,0.458466,0.007091,0.528086,0.738499,0.265137,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,87,Normal_00324327,train/Normal/00324327.png,142,0.51079,0.00124,0.606663,0.781807,0.256836,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,88,Normal_00002449,train/Normal/00002449.png,144,0.335649,0.425299,0.902501,0.794403,0.252197,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,89,Normal_00344240,train/Normal/00344240.png,147,0.755562,0.0,0.004612,0.888295,0.245117,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,90,Normal_00394189,train/Normal/00394189.png,148,0.710671,2e-06,0.708325,0.200044,0.244995,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,91,Normal_00020509,train/Normal/00020509.png,151,0.374413,0.116824,0.696612,0.889974,0.237549,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,92,Normal_00488176,train/Normal/00488176.png,152,0.247157,0.334618,0.148898,0.885004,0.235718,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,93,Normal_00399982,train/Normal/00399982.png,153,0.669439,6e-06,0.291491,0.787914,0.233154,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,94,Normal_00027337,train/Normal/00027337.png,154,0.352646,0.241347,0.230135,0.820362,0.231934,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,95,Normal_00484751,train/Normal/00484751.png,156,0.70378,2e-06,0.55496,0.937632,0.230347,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,96,Normal_00322236,train/Normal/00322236.png,157,0.263204,0.571279,0.0,0.836129,0.230103,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,97,Normal_00133710,train/Normal/00133710.png,159,0.318401,0.75575,0.152127,0.805383,0.222656,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,98,Normal_00335773,train/Normal/00335773.png,162,0.239651,0.260548,0.001896,0.821793,0.216309,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,99,Normal_00147703,train/Normal/00147703.png,165,0.604043,5.5e-05,0.430785,0.940958,0.213989,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,100,Normal_00315548,train/Normal/00315548.png,167,0.346415,0.297059,0.0,0.71814,0.209717,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,101,Normal_00335278,train/Normal/00335278.png,168,0.505788,0.001464,0.962398,0.594393,0.208618,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,102,Normal_00422423,train/Normal/00422423.png,169,0.263204,0.571279,0.0,0.850181,0.205566,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,103,Normal_00320863,train/Normal/00320863.png,170,0.702502,2e-06,0.923929,0.836474,0.204712,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,104,Normal_00162245,train/Normal/00162245.png,172,0.328028,0.548296,0.780402,0.915103,0.200928,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,105,Normal_00415416,train/Normal/00415416.png,176,0.414907,0.030291,0.007331,0.950103,0.192993,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,106,Normal_00401374,train/Normal/00401374.png,177,0.387403,0.075767,0.067072,0.77189,0.191284,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,107,Normal_00396948,train/Normal/00396948.png,180,0.319487,0.72889,0.819404,0.71226,0.183838,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,108,Normal_00022206,train/Normal/00022206.png,183,0.431353,0.017508,0.205853,0.698275,0.174438,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,109,Normal_00491918,train/Normal/00491918.png,184,0.274276,0.826299,0.35553,0.625892,0.172852,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,110,Normal_00337016,train/Normal/00337016.png,185,0.300421,0.726661,0.999928,0.154767,0.172607,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,111,Normal_00437039,train/Normal/00437039.png,187,0.331862,0.482516,0.649447,0.691215,0.170776,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,112,Normal_00012805,train/Normal/00012805.png,188,0.207995,0.090703,0.782555,0.847306,0.167725,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,113,Normal_00034962,train/Normal/00034962.png,189,0.249111,0.357143,0.554562,0.796851,0.167236,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,114,Normal_00471904,train/Normal/00471904.png,191,0.593339,7.9e-05,0.834108,0.971772,0.16626,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,115,Normal_00021408,train/Normal/00021408.png,192,0.168802,0.024561,0.763981,0.784723,0.165405,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,116,Normal_00338697,train/Normal/00338697.png,193,0.446633,0.010521,0.243865,0.875281,0.164673,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,117,Normal_00134593,train/Normal/00134593.png,194,0.371024,0.130793,0.005097,0.232506,0.16272,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,118,Normal_00004306,train/Normal/00004306.png,195,0.377164,0.106585,0.007643,0.813938,0.160889,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,119,Normal_00322339,train/Normal/00322339.png,197,0.521472,0.000868,0.573544,0.890541,0.160156,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,120,Normal_00165618,train/Normal/00165618.png,198,0.259999,0.513408,0.242179,0.79485,0.159302,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,121,Normal_00486171,train/Normal/00486171.png,200,0.593052,8e-05,0.173732,0.924759,0.159302,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,122,Normal_00353710,train/Normal/00353710.png,201,0.443924,0.011515,0.704978,0.986502,0.15918,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,123,Normal_00371952,train/Normal/00371952.png,202,0.450412,0.009275,0.05422,0.599802,0.158813,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,124,Normal_00313362,train/Normal/00313362.png,203,0.235525,0.227073,0.600623,0.959238,0.158691,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,125,Normal_00275398,train/Normal/00275398.png,207,0.220886,0.139391,0.029109,0.782761,0.154175,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,126,Normal_00377670,train/Normal/00377670.png,208,0.600837,6.2e-05,0.064815,0.921403,0.154175,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,127,Normal_00146294,train/Normal/00146294.png,209,0.373491,0.120467,0.040133,0.588357,0.152588,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,128,Normal_00000367,train/Normal/00000367.png,210,0.455788,0.007754,0.948085,0.810037,0.152222,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,129,Normal_00335362,train/Normal/00335362.png,211,0.272976,0.791261,0.000469,0.859695,0.151245,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,130,Normal_00002051,train/Normal/00002051.png,212,0.232371,0.204411,0.948933,0.860384,0.150269,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,131,Normal_00319692,train/Normal/00319692.png,216,0.224242,0.155893,0.52173,0.388052,0.141846,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,132,Normal_00314328,train/Normal/00314328.png,217,0.249111,0.357143,0.850453,0.803615,0.139038,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,133,Normal_00518591,train/Normal/00518591.png,220,0.33939,0.375433,0.404828,0.833902,0.136353,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,134,Normal_00296371,train/Normal/00296371.png,222,0.76956,0.0,0.179038,0.902817,0.13501,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,135,Normal_00412822,train/Normal/00412822.png,223,0.214561,0.112895,0.91398,0.690493,0.131958,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,136,Normal_00015255,train/Normal/00015255.png,224,0.288924,0.742708,0.460657,0.790946,0.131226,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,137,Normal_00486860,train/Normal/00486860.png,225,0.434651,0.015685,0.095887,0.874993,0.128296,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,138,Normal_00452559,train/Normal/00452559.png,226,0.479189,0.003554,0.013581,0.948472,0.127808,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,139,Normal_00442574,train/Normal/00442574.png,228,0.218612,0.129218,0.000949,0.862032,0.126831,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,140,Normal_00369013,train/Normal/00369013.png,229,0.418566,0.026813,0.906829,0.953911,0.126465,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,141,Normal_00451302,train/Normal/00451302.png,234,0.446903,0.010426,0.914068,0.899872,0.121765,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,142,Normal_00437877,train/Normal/00437877.png,236,0.322004,0.670227,7e-05,0.939708,0.121155,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,143,Normal_00291401,train/Normal/00291401.png,237,0.187935,0.046475,0.076369,0.862082,0.120972,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,144,Normal_00497455,train/Normal/00497455.png,240,0.204924,0.081876,0.0,0.582544,0.119324,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,145,Normal_00490366,train/Normal/00490366.png,241,0.533133,0.000589,0.123503,0.923516,0.11908,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,146,Normal_00407075,train/Normal/00407075.png,243,0.432729,0.016723,0.723217,0.628271,0.117798,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,147,Normal_00496516,train/Normal/00496516.png,244,0.281923,0.937899,0.264684,0.867034,0.117798,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,148,Normal_00473181,train/Normal/00473181.png,245,0.143754,0.010657,0.007165,0.744501,0.115845,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,149,Normal_00320225,train/Normal/00320225.png,246,0.273844,0.814473,0.196009,0.638883,0.115479,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,150,Normal_00515962,train/Normal/00515962.png,247,0.37686,0.107673,0.931979,0.611754,0.114868,0.004,1,1
G0,g0_uniform_random_pool250,baseline,G0,151,Normal_00167010,train/Normal/00167010.png,249,0.257681,0.475221,0.723188,0.821709,0.113586,0.004,1,1
