paper_id,artifact_role,url,destination,source_authority
LEGACY-P013,DEEP_FULL_TEXT,https://arxiv.org/pdf/2006.14651,sources/legacy_core/P013_Influence_Functions_Fragile_2021.pdf,OFFICIAL_REPOSITORY
LEGACY-P014,DEEP_FULL_TEXT,https://proceedings.neurips.cc/paper_files/paper/2022/file/7234e0c36fdbcb23e7bd56b68838999b-Paper-Conference.pdf,sources/legacy_core/P014_Influence_Question_PBRF_2022.pdf,PRIMARY_PUBLISHER
LEGACY-P015,DEEP_FULL_TEXT,https://proceedings.neurips.cc/paper_files/paper/2024/file/7af60ccb99c7a434a0d9d9c1fb00ca94-Paper-Conference.pdf,sources/legacy_core/P015_SOURCE_Approximate_Unrolling_2024.pdf,PRIMARY_PUBLISHER
LEGACY-P016,DEEP_FULL_TEXT,https://proceedings.mlr.press/v202/park23c/park23c.pdf,sources/legacy_core/P016_TRAK_2023.pdf,PRIMARY_PUBLISHER
LEGACY-P017,DEEP_FULL_TEXT,https://arxiv.org/pdf/1907.05550,sources/legacy_core/P017_Data_Echoing_2019.pdf,OFFICIAL_REPOSITORY
LEGACY-P018,DEEP_FULL_TEXT,https://proceedings.neurips.cc/paper/2020/file/74dbd1111727a31a2b825d615d80b2e7-Paper.pdf,sources/legacy_core/P018_Laggard_Data_Pipelines_2020.pdf,PRIMARY_PUBLISHER
LEGACY-P019,DEEP_FULL_TEXT,https://arxiv.org/pdf/2209.08660,sources/legacy_core/P019_Replay_Scheduling_TMLR_2023.pdf,OFFICIAL_REPOSITORY
LEGACY-P020,DEEP_FULL_TEXT,https://proceedings.neurips.cc/paper/2020/file/ea89621bee7c88b2c5be6681c8ef4906-Paper.pdf,sources/legacy_core/P020_Early_Learning_Regularization_NeurIPS_2020.pdf,PRIMARY_PUBLISHER
LEGACY-P021,DEEP_FULL_TEXT,https://proceedings.neurips.cc/paper_files/paper/2020/file/c6102b3727b2a7d8b1bb6981147081ef-Paper.pdf,sources/legacy_core/P021_AUM_NeurIPS_2020.pdf,PRIMARY_PUBLISHER
LEGACY-P022,DEEP_FULL_TEXT,https://proceedings.mlr.press/v70/arpit17a/arpit17a.pdf,sources/legacy_core/P022_A_Closer_Look_at_Memorization_ICML_2017.pdf,PRIMARY_PUBLISHER
LEGACY-P023,DEEP_FULL_TEXT,https://proceedings.neurips.cc/paper_files/paper/2021/file/cc7e2b878868cbae992d1fb743995d8f-Paper.pdf,sources/legacy_core/P023_Progressive_Early_Stopping_NeurIPS_2021.pdf,PRIMARY_PUBLISHER
LEGACY-P024,DEEP_FULL_TEXT,https://proceedings.mlr.press/v97/cotter19b/cotter19b.pdf,sources/legacy_core/P024_Training_Well_Generalizing_Classifiers_ICML_2019.pdf,PRIMARY_PUBLISHER
LEGACY-P025,DEEP_FULL_TEXT,https://pmc.ncbi.nlm.nih.gov/articles/PMC5804623/,sources/legacy_core/P025_Neyman_Pearson_Umbrella_NP_ROC_2018.pdf,OFFICIAL_REPOSITORY
LEGACY-P026,DEEP_FULL_TEXT,https://proceedings.mlr.press/v162/zhu22g/zhu22g.pdf,sources/legacy_core/P026_When_AUC_Meets_DRO_ICML_2022.pdf,PRIMARY_PUBLISHER
LEGACY-P027,DEEP_FULL_TEXT,https://proceedings.mlr.press/v28/narasimhan13.pdf,sources/legacy_core/P027_Structural_SVM_Partial_AUC_ICML_2013.pdf,PRIMARY_PUBLISHER
LEGACY-P028,DEEP_FULL_TEXT,https://proceedings.mlr.press/v139/yang21k/yang21k.pdf,sources/legacy_core/P028_Generic_TPAUC_ICML_2021.pdf,PRIMARY_PUBLISHER
LEGACY-P029,DEEP_FULL_TEXT,https://proceedings.mlr.press/v80/katharopoulos18a/katharopoulos18a.pdf,sources/legacy_core/P029_Importance_Sampling_2018.pdf,PRIMARY_PUBLISHER
LEGACY-P030,DEEP_FULL_TEXT,https://proceedings.neurips.cc/paper_files/paper/2019/file/e58cc5ca94270acaceed13bc82dfedf7-Paper.pdf,sources/legacy_core/P030_Meta_Weight_Net_2019.pdf,PRIMARY_PUBLISHER
LEGACY-P031,DEEP_FULL_TEXT,https://proceedings.mlr.press/v70/graves17a/graves17a.pdf,sources/legacy_core/P031_Automated_Curriculum_2017.pdf,PRIMARY_PUBLISHER
LEGACY-P032,DEEP_FULL_TEXT,https://proceedings.mlr.press/v97/hacohen19a/hacohen19a.pdf,sources/legacy_core/P032_Curriculum_Power_2019.pdf,PRIMARY_PUBLISHER
LEGACY-P033,DEEP_FULL_TEXT,https://proceedings.mlr.press/v139/sun21a/sun21a.pdf,sources/legacy_core/P033_AutoSampling_2021.pdf,PRIMARY_PUBLISHER
LEGACY-P034,DEEP_FULL_TEXT,https://proceedings.neurips.cc/paper_files/paper/2017/file/f87522788a2be2d171666752f97ddebb-Paper.pdf,sources/legacy_core/P034_Gradient_Episodic_Memory_2017.pdf,PRIMARY_PUBLISHER
LEGACY-P035,DEEP_FULL_TEXT,https://arxiv.org/pdf/1906.03671v2,sources/legacy_core/P035_BADGE_ICLR_2020.pdf,OFFICIAL_REPOSITORY
LEGACY-P036,DEEP_FULL_TEXT,https://proceedings.mlr.press/v267/chhabra25a/chhabra25a.pdf,sources/legacy_core/P036_Outlier_Gradient_Analysis_ICML_2025.pdf,PRIMARY_PUBLISHER
LEGACY-P037,DEEP_FULL_TEXT,https://proceedings.iclr.cc/paper_files/paper/2024/file/f646a4c970799f789e031b63161d018d-Paper-Conference.pdf,sources/legacy_core/P037_D2_Pruning_ICLR_2024.pdf,PRIMARY_PUBLISHER
LEGACY-P038,DEEP_FULL_TEXT,https://arxiv.org/pdf/2205.09329v2,sources/legacy_core/P038_Dataset_Pruning_ICLR_2023.pdf,OFFICIAL_REPOSITORY
LEGACY-P039,DEEP_FULL_TEXT,https://web.archive.org/web/20230314215630id_/http://openreview.net/pdf?id=7D5EECbOaf9,sources/legacy_core/P039_Moderate_Coreset_ICLR_2023.pdf,OFFICIAL_REPOSITORY
LEGACY-P040,DEEP_FULL_TEXT,https://proceedings.iclr.cc/paper_files/paper/2024/file/ad1d7a4df30a9c0c46b387815a774a84-Paper-Conference.pdf,sources/legacy_core/P040_InfoBatch_ICLR_2024.pdf,PRIMARY_PUBLISHER
LEGACY-P041,DEEP_FULL_TEXT,https://proceedings.neurips.cc/paper_files/paper/2019/file/fa7cdfad1a5aaf8370ebeda47a1ff1c3-Paper.pdf,sources/legacy_core/P041_Experience_Replay_NeurIPS_2019.pdf,PRIMARY_PUBLISHER
LEGACY-P042,DEEP_FULL_TEXT,https://proceedings.neurips.cc/paper_files/paper/2019/file/15825aee15eb335cc13f9b559f166ee8-Paper.pdf,sources/legacy_core/P042_MIR_NeurIPS_2019.pdf,PRIMARY_PUBLISHER
LEGACY-P043,DEEP_FULL_TEXT,https://proceedings.mlsys.org/paper_files/paper/2021/file/0184b0cd3cfb185989f858a1d9f5c1eb-Paper.pdf,sources/legacy_core/P043_Accounting_Variance_MLSys_2021.pdf,PRIMARY_PUBLISHER
LEGACY-P044,DEEP_FULL_TEXT,https://proceedings.neurips.cc/paper_files/paper/2018/file/a19744e268754fb0148b017647355b7b-Paper.pdf,sources/legacy_core/P044_CoTeaching_NeurIPS_2018.pdf,PRIMARY_PUBLISHER
LEGACY-P045,DEEP_FULL_TEXT,https://proceedings.mlr.press/v48/hardt16.pdf,sources/legacy_core/P045_SGD_Stability_ICML_2016.pdf,PRIMARY_PUBLISHER
LEGACY-P046,DEEP_FULL_TEXT,https://proceedings.mlr.press/v97/ghorbani19c/ghorbani19c.pdf,sources/legacy_core/P046_DataShapley_ICML_2019.pdf,PRIMARY_PUBLISHER
LEGACY-P047,DEEP_FULL_TEXT,https://proceedings.mlr.press/v119/ghorbani20a/ghorbani20a.pdf,sources/legacy_core/P047_DistributionalShapley_ICML_2020.pdf,PRIMARY_PUBLISHER
LEGACY-P048,DEEP_FULL_TEXT,https://proceedings.mlr.press/v151/kwon22a/kwon22a.pdf,sources/legacy_core/P048_BetaShapley_AISTATS_2022.pdf,PRIMARY_PUBLISHER
LEGACY-P049,DEEP_FULL_TEXT,https://proceedings.mlr.press/v206/wang23e/wang23e.pdf,sources/legacy_core/P049_DataBanzhaf_AISTATS_2023.pdf,PRIMARY_PUBLISHER
LEGACY-P050,DEEP_FULL_TEXT,https://jmlr.org/papers/volume23/20-1335/20-1335.pdf,sources/legacy_core/P050_Underspecification_JMLR_2022.pdf,PRIMARY_PUBLISHER
LEGACY-P051,DEEP_FULL_TEXT,https://proceedings.mlr.press/v162/ilyas22a/ilyas22a.pdf,sources/legacy_core/P051_Datamodels_ICML_2022.pdf,PRIMARY_PUBLISHER
LEGACY-P052,DEEP_FULL_TEXT,https://raw.githubusercontent.com/mlresearch/v235/main/assets/engstrom24a/engstrom24a.pdf,sources/legacy_core/P052_DsDm_ICML_2024.pdf,OFFICIAL_REPOSITORY
