query_id,database,exact_query,searched_at,result_start,result_end,raw_result_count,snapshot_path,snapshot_sha256,snapshot_bytes
OA015,OpenAlex,gradient conflict harmful detrimental training examples,2026-08-09T22:45:10.575740+08:00,1,100,3731,discovery/raw/openalex_v1/OA015.json,C3721B76D5DC37F8B4970EFB8369A2357CB4A20AFD919D67D76583DBE2106B15,3644712
OA016,OpenAlex,noisy label hard clean sample selection deep learning,2026-08-09T22:45:14.204897+08:00,1,100,16704,discovery/raw/openalex_v1/OA016.json,0A0C54EEB5826CD494B2EF5F94A9403FE058450A70CB916F286F674961E4B03D,2764138
OA017,OpenAlex,area under margin AUM mislabeled data training dynamics,2026-08-09T22:45:16.977265+08:00,1,84,84,discovery/raw/openalex_v1/OA017.json,816E3FB2373AA48ECA371AA96662E34F5FF5345F414A235CD854399743047885,1324109
OA018,OpenAlex,co teaching sample selection label noise hard examples,2026-08-09T22:45:19.372693+08:00,1,100,10591,discovery/raw/openalex_v1/OA018.json,84E9702A97A8DF2E076D6BCF7F854A8C274AB32C6A4BD59A7421A6E60E54CD43,2160211
OA019,OpenAlex,persistent high loss outlier detrimental training sample detection,2026-08-09T22:45:22.485347+08:00,1,100,1907,discovery/raw/openalex_v1/OA019.json,B92375A8E9B416104AE30E38CED6284D063DF4407A8B448AEF804552D12FD4A3,3029588
OA020,OpenAlex,confidence tracking distinguish hard clean noisy samples,2026-08-09T22:45:24.778862+08:00,1,100,5252,discovery/raw/openalex_v1/OA020.json,22AD9958A97F17CE0A93BA540FDACAFB56F184C6868FDAB677C59BB9930882BD,3000864
OA021,OpenAlex,difficulty diversity data pruning deep learning,2026-08-09T22:45:27.892601+08:00,1,100,12954,discovery/raw/openalex_v1/OA021.json,EA77F0D5D92666D5A29DECD93C0035C6BF59407B6CF3ED71D2CC600CEAAA973C,2803856
OA022,OpenAlex,coreset coverage facility location training data selection,2026-08-09T22:45:30.754770+08:00,1,100,113,discovery/raw/openalex_v1/OA022.json,67A8616B3E817EE93A7FE9372B308BBB2AA4D29C68C266E2100B3B4156814466,1662555
OA023,OpenAlex,active learning uncertainty diversity random baseline deep learning,2026-08-09T22:45:33.942861+08:00,1,100,36637,discovery/raw/openalex_v1/OA023.json,38F4C61F397D751DEBCADF9CAA39A3EE904950D4D1E64AD114F4BE5479C8E85A,3238260
OA024,OpenAlex,dataset deduplication training data selection coverage,2026-08-09T22:45:37.427327+08:00,1,100,4204,discovery/raw/openalex_v1/OA024.json,651731751B74FEF59FA4875CAB3818BC7BD9C11832E222AE2965832B6C6BB54B,2858989
OA025,OpenAlex,video frame redundancy subset selection model training,2026-08-09T22:45:40.651901+08:00,1,100,8135,discovery/raw/openalex_v1/OA025.json,E12ACD45CEFC4EF6190C2E49652F24CB9E5131AA0E241FD46FE5116418CBDEA7,2714983
OA026,OpenAlex,experience replay sample selection continual learning random sampling,2026-08-09T22:45:44.341942+08:00,1,100,5516,discovery/raw/openalex_v1/OA026.json,6A45F4E1C611F47688F958F1023E453FFB73DF28A56DCAF28BA022386FD97951,2207841
OA027,OpenAlex,replay scheduling frequency sampling training exposure,2026-08-09T22:45:48.606232+08:00,1,100,2395,discovery/raw/openalex_v1/OA027.json,F63D9A0DAC917865217CC840D66CD66D5CD17DEDBB90077F7EA9F006F303BE82,3065778
OA028,OpenAlex,dynamic data selection refresh schedule training,2026-08-09T22:45:51.679147+08:00,1,100,5621,discovery/raw/openalex_v1/OA028.json,6DEEE3940C8D81DA96DF65310723993AC9700C5F8D19A0416210464BBE591FEC,2562529
OA029,OpenAlex,oversampling replay exposure budget class imbalance,2026-08-09T22:45:54.086790+08:00,1,29,29,discovery/raw/openalex_v1/OA029.json,BBFE5021F016119D9A2457A1D70B2AEFB0128818C16556FB9BCA5BB575242C1A,513735
OA030,OpenAlex,curriculum replay timing early late training examples,2026-08-09T22:45:57.609060+08:00,1,100,937,discovery/raw/openalex_v1/OA030.json,AAABCA988AF8FDFEEC5E31A9DBB2B89F4047D4AE925F5B0F4F7C8E64F0618657,2509968
OA031,OpenAlex,data selection random baseline training seed variance,2026-08-09T22:46:00.946421+08:00,1,100,36355,discovery/raw/openalex_v1/OA031.json,DC6A4E26DA3744E89B5A55331A67851CDF05D499E4C39B307DA5CCF8E5F58FC5,3056887
OA032,OpenAlex,random selection almost all you need data selection,2026-08-09T22:46:04.393752+08:00,1,100,248252,discovery/raw/openalex_v1/OA032.json,E6BE9935A80A3C1101B1C4119DB589FF65714DD2A7607A2494D66FD37B05C902,2983226
OA033,OpenAlex,selective backprop random baseline training budget,2026-08-09T22:46:07.749300+08:00,1,100,182,discovery/raw/openalex_v1/OA033.json,8533E93AD50852074A02E0872E78F93205BC6955AE3FD63B641800D484E4EB58,1846228
OA034,OpenAlex,data pruning evaluation multiple seeds robustness random,2026-08-09T22:46:10.759596+08:00,1,100,14440,discovery/raw/openalex_v1/OA034.json,D01B835C79EE8987B4141274773CF87F62A69D15675004192E9C5548543BDBAE,3037466
OA035,OpenAlex,sample selection matched random control training,2026-08-09T22:46:14.274039+08:00,1,100,341918,discovery/raw/openalex_v1/OA035.json,87A983EB058FADCB4617C527C32307B67B464D77C0ED725198AB1E0CF44FD8BD,3835287
OA036,OpenAlex,Neyman Pearson classification false negative constraint machine learning,2026-08-09T22:46:17.365043+08:00,1,100,677,discovery/raw/openalex_v1/OA036.json,5B72D800898FCF08255A347CEC3A1C8FDAB4D7D1CCCE6CED3C4826D70628AD9C,2219643
OA037,OpenAlex,partial AUC optimization high recall classification,2026-08-09T22:46:20.452021+08:00,1,100,16465,discovery/raw/openalex_v1/OA037.json,7A3357756F2D8D155EB9A91257BF7CF253026EC310D8286DDEFF4B784B1D7E3E,2688246
OA038,OpenAlex,recall constrained classification operating point false negatives,2026-08-09T22:46:23.825379+08:00,1,100,30058,discovery/raw/openalex_v1/OA038.json,EF86CB8EE15C9BB5D186025B47A92606084B061F99F22A2F09AA3FB63ACFB641,2741143
OA039,OpenAlex,training seed instability data order deep neural networks,2026-08-09T22:46:26.933584+08:00,1,100,14552,discovery/raw/openalex_v1/OA039.json,F1AC1429C9D6D6CCE499B39AC2992F836DE368A7CDC90F0B02358669A1ED013E,2716356
OA040,OpenAlex,sample value conditional model state training stage,2026-08-09T22:46:30.358996+08:00,1,100,175502,discovery/raw/openalex_v1/OA040.json,8B3A0CBD48B3EFCC3BE7A64F5E52A6E4FCB62720B30331D4F9EDA7B97B3E013B,3017847
OA041,OpenAlex,overly difficult examples model capacity data selection,2026-08-09T22:46:33.379256+08:00,1,100,57604,discovery/raw/openalex_v1/OA041.json,CA77E797152722443E18918FBFDD5A893F8137A9950B37C7485F9DF631C96137,3206288
OA042,OpenAlex,coverage over difficulty fine tuning random data selection,2026-08-09T22:46:36.853598+08:00,1,100,28840,discovery/raw/openalex_v1/OA042.json,8C69C5D617F796966A2F7F557471DCD724D4BDB6579637A758F7E0E6970762D9,2992845
OA043,OpenAlex,Goldilocks difficulty data selection learnable samples,2026-08-09T22:46:39.887240+08:00,1,100,825,discovery/raw/openalex_v1/OA043.json,52409BED11DB05C59069D1C3817338A0B098622D12FCE5C998F41338DBF43124,2376768
OA044,OpenAlex,dynamic influence training progress active learning sample selection,2026-08-09T22:46:44.880273+08:00,1,100,128963,discovery/raw/openalex_v1/OA044.json,72890302272FA3C8FF8F3500A5DEB50C895ECBB22B8C616BAD08DC3F891EBA10,3417671
OA045,OpenAlex,set conditional data valuation marginal contribution training,2026-08-09T22:46:47.841642+08:00,1,100,6188,discovery/raw/openalex_v1/OA045.json,A6AB3DB601025BD7C6AE5B255B7AB40C683E1825E69AD5330E7F345BB5066942,2495745
OT001,OpenAlex,training data selection,2026-08-09T22:52:27.603111+08:00,1,100,275,discovery/raw/openalex_v1/OT001.json,A1E635B30AB3C15F75D71A887D104F84162AA30F2D0172687777B77A429D2DAE,1811017
OT002,OpenAlex,sample selection deep learning,2026-08-09T22:52:30.527675+08:00,1,100,312,discovery/raw/openalex_v1/OT002.json,66CE3E3324E0CCEFC115145EE278DFB8A4D45971B60C1FA0FBAFDE5427C10D56,2034699
OT003,OpenAlex,data selection deep learning,2026-08-09T22:52:33.459843+08:00,1,100,1363,discovery/raw/openalex_v1/OT003.json,275952B7B88FD20B80E50A81073CEB587700071DB4ABB06B59B6F6484517D1F4,2282458
OT004,OpenAlex,training dynamics,2026-08-09T22:52:36.303590+08:00,1,100,319,discovery/raw/openalex_v1/OT004.json,3CAA6E9A2931FFC0DF9AFEA598FA49C68046F014F043E6AE2220B48E420541E8,1916151
OT005,OpenAlex,learning dynamics,2026-08-09T22:52:39.157877+08:00,1,100,3660,discovery/raw/openalex_v1/OT005.json,3230D8875F1B6B7247C287447691291BECB85644138558685A03FCB8BBE67A8D,2282889
OT006,OpenAlex,example forgetting neural networks,2026-08-09T22:52:40.797312+08:00,1,7,7,discovery/raw/openalex_v1/OT006.json,2FE89657A5FCA5CC229F1F4501F045A4710267BC3D1FC5B59DDCD4705CA4A832,126038
OT007,OpenAlex,sample difficulty learning,2026-08-09T22:52:43.690013+08:00,1,37,37,discovery/raw/openalex_v1/OT007.json,AD95FA1BCEED4454505443A0A015D1D876079203135101043282D8182A533A41,608706
OT008,OpenAlex,hard examples training,2026-08-09T22:52:46.049815+08:00,1,54,54,discovery/raw/openalex_v1/OT008.json,FEC216D459141A6BFCD3F1FEBD58078007634B7B75EB7013967EB92FA57619A0,1007373
OT009,OpenAlex,hard clean samples noisy labels,2026-08-09T22:52:47.039595+08:00,1,1,1,discovery/raw/openalex_v1/OT009.json,1BC38402E2B940539EC94E95B91CC406243B69B87185AA6E51DB27BAB0AF20A2,23355
OT010,OpenAlex,reducible loss data selection,2026-08-09T22:52:48.967568+08:00,1,20,20,discovery/raw/openalex_v1/OT010.json,CBF694E6D6EEC048D017977047C53F68F82921A12BAE6A435462A595F05A4E4F,397976
OT011,OpenAlex,data pruning training,2026-08-09T22:52:51.547885+08:00,1,100,197,discovery/raw/openalex_v1/OT011.json,95C878DEFCAB521B35EEF56B08BA7E50133932C10507DF00AB70AA6BDB0C14B6,1728996
OT012,OpenAlex,dataset pruning deep learning,2026-08-09T22:52:53.771842+08:00,1,47,47,discovery/raw/openalex_v1/OT012.json,84F97DFC09F0CAFF733116828F32F6707AC091FF6EB9A3105E5079DBE6FCA35B,721253
OT013,OpenAlex,coreset selection training,2026-08-09T22:52:55.705412+08:00,1,83,83,discovery/raw/openalex_v1/OT013.json,69DF40D8CFCD71C768A0BAE501A35BC452D1B0734638703586E3367769F38E36,1275611
OT014,OpenAlex,gradient matching data selection,2026-08-09T22:52:57.608697+08:00,1,21,21,discovery/raw/openalex_v1/OT014.json,AE25DC01DA48E5F858EF0B34F32752EC0793D04D8CFCCD4EF12B7088DDF0B1D6,367412
OT015,OpenAlex,gradient alignment samples,2026-08-09T22:52:59.201659+08:00,1,43,43,discovery/raw/openalex_v1/OT015.json,78459382ECDEFA5966B39F5BF29B6016A0B23967518503A33AE6EFB8772AD263,676898
OT016,OpenAlex,data attribution training,2026-08-09T22:53:01.935210+08:00,1,100,130,discovery/raw/openalex_v1/OT016.json,D64CC1C91A332814BDC17A0AEDC43BE70EE66DD4E85284EB4FA33D2B474D0406,1607710
OT017,OpenAlex,training data influence,2026-08-09T22:53:04.260170+08:00,1,60,60,discovery/raw/openalex_v1/OT017.json,3587A19816360269D54C9E639DCD96B2BF3A9CA4C960A5635A9B208B56C79B13,1024923
OT018,OpenAlex,sample reweighting deep learning,2026-08-09T22:53:05.130313+08:00,1,24,24,discovery/raw/openalex_v1/OT018.json,3F05907E5A1B05E84F8C26CDEA6A1D5BC8A5B613343466965AEF57FBD837EC6F,418640
OT019,OpenAlex,online batch selection neural networks,2026-08-09T22:53:06.402993+08:00,1,4,4,discovery/raw/openalex_v1/OT019.json,8F8DC714444E83166DAD8756EB4809A17DE55A3D3E328257A5C680AB4861442E,71686
OT020,OpenAlex,selective backprop training,2026-08-09T22:53:07.313606+08:00,1,1,1,discovery/raw/openalex_v1/OT020.json,D0CD8CC8DBC2653D052070ADB789B85D91F0EACD9E7CD101C862A08DCC5C7444,14953
OT021,OpenAlex,experience replay continual learning,2026-08-09T22:53:09.767560+08:00,1,81,81,discovery/raw/openalex_v1/OT021.json,F89ED454440F1823178E09B26FB03F02613C31ACFCFC264520BB5D4D10AFDCC1,1346685
OT022,OpenAlex,replay sample selection,2026-08-09T22:53:11.840707+08:00,1,8,8,discovery/raw/openalex_v1/OT022.json,A2225F7D1B34287A8DCE7AEB20C4AED22D66EB2896F25111D1DF38299FAC1CFD,130945
OT023,OpenAlex,replay scheduling learning,2026-08-09T22:53:13.118126+08:00,1,5,5,discovery/raw/openalex_v1/OT023.json,A782F0E5D0F90394511762116C338D7EA1B2475EEBC8A59C3B7450DADAEA3618,72693
OT024,OpenAlex,curriculum learning sample difficulty,2026-08-09T22:53:16.258426+08:00,1,100,589,discovery/raw/openalex_v1/OT024.json,378A8EA1AD33C0BFBD7886BE92140DF883174765779AD279BFCC053AC9734F4D,1977304
OT025,OpenAlex,self paced learning samples,2026-08-09T22:53:18.962441+08:00,1,100,161,discovery/raw/openalex_v1/OT025.json,58365B6C7E5E988EB08C5A8C8F219D4057061780A433A55A366DEDEE122EDCFD,1872792
OT026,OpenAlex,label noise sample selection,2026-08-09T22:53:21.986996+08:00,1,100,153,discovery/raw/openalex_v1/OT026.json,44E5EE6239059CC2AC49B7E7484A047E707A93FCA9EACDBE4ED7CC6B32E990F1,1894124
OT027,OpenAlex,partial AUC optimization,2026-08-09T22:53:23.629878+08:00,1,15,15,discovery/raw/openalex_v1/OT027.json,921D5604E55AE8201F92D918EF97F4A52E3C1D2A9ED4EA40B5160093A7C0BB4D,274831
OT028,OpenAlex,Neyman Pearson classification,2026-08-09T22:53:25.830075+08:00,1,60,60,discovery/raw/openalex_v1/OT028.json,33A5C41AF94458A8F68CC3B56F6AF2673739B0B3FC71D2D1C072EDD4BD95CF6D,993697
OT029,OpenAlex,random data selection training,2026-08-09T22:53:28.786851+08:00,1,100,1583,discovery/raw/openalex_v1/OT029.json,352B9C2C4B16351134308803ADC7A243EA456B33FB644805D3EEF5326E2E80D4,2386517
OT030,OpenAlex,dataset deduplication training,2026-08-09T22:53:29.936088+08:00,1,5,5,discovery/raw/openalex_v1/OT030.json,41A45C0A80B7E6A4C92164E39A298569A708139A7EB11D0762642ED611261D60,87076
OT031,OpenAlex,diversity data selection,2026-08-09T22:53:32.742616+08:00,1,100,786,discovery/raw/openalex_v1/OT031.json,6EDDA9C814E1648F23AB7996A813757042F7A529B0881C7C694FE47D397373C5,2274772
OT032,OpenAlex,coverage data selection,2026-08-09T22:53:35.699985+08:00,1,100,421,discovery/raw/openalex_v1/OT032.json,E93065873163FFCB4003A70B30EA08CD8B2F15489C515B0DD31D4A48E3E3F5F1,2474696
OT033,OpenAlex,active learning diversity,2026-08-09T22:53:38.447293+08:00,1,100,1807,discovery/raw/openalex_v1/OT033.json,9B17A181720BFD1C5142B990E04E323DE04540A04CC2BEA526589B4B930F54D1,2129171
OT034,OpenAlex,dynamic data selection training,2026-08-09T22:53:41.130226+08:00,1,59,59,discovery/raw/openalex_v1/OT034.json,1911D175A06AC6CED0C235ACB3B9A818D6E708F4AE4AD593E29D397A4AF57154,991907
OT035,OpenAlex,training seed variance deep learning,2026-08-09T22:53:42.397754+08:00,1,2,2,discovery/raw/openalex_v1/OT035.json,CBB408B4C343AF8D9CDE37413C09A0F593FFE5B9183219C4420480937AF4ADA1,53856
